class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	unjust	wrong	right - wrong	(?!right)(\b\w+) and (\bwrong)	 I just believe it's 	unjust and wrong	 to support and shore up the structures of sexism, which have been crumbling slowly for a century.
no	X and Y	key	high	high - low	(?!low)(\b\w+) and (\bhigh)	 The cardigan keeps you warm and pulls it all together for an effect that's both low-	key and high	 style.
yes	X and Y	male	female	female - male	(male) and (female)	 Both 	male and female	 coaches used over twice as many praise behaviors as scold behaviors.
no	X or Y	wealthy	poor	poor - rich	(?!rich)(\b\w+) or (\bpoor)	" "" We look at each other as people of God, not as people who are white or black or "	wealthy or poor	.
no	X and Y	friendly	low	high - low	(?!high)(\b\w+) and (\blow)	 Meeting with the vice president at the White House, Condoleezza Rice was 	friendly and low	 key.
yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	" "" She complained she did n't feel well, she was all "	hot and cold	 and she hurt something awful.
no	X and Y	low	warm	high - low	(\blow) and (?!high)(\b\w+)	 In dry years, key stretches of world-famous trout streams like the Madison, Gallatin, and Big Horn are so 	low and warm	 that major fish kills occur.
yes	both X and Y	urban	rural	rural - urban	both (urban) and (rural)	 The selection of objects reflects 	both urban and rural	 narratives.
no	X and Y	picturesque	private	private - public	(?!public)(\b\w+) and (\bprivate)	" "" The town homes are placed on cul-de-sacs, which makes the area more "	picturesque and private	", "" said Kari Harrison, director of sales and marketing for Lord &; Essex Homes."
no	X and Y	Soft	hot	cold - hot	(?!cold)(\b\w+) and (\bhot)	" "" <br> "	Soft and hot	, the sand shifted underfoot, but then was compacted and cool where the purling surf worked it like a screed.
no	X and Y	urban	suburban	rural - urban	(\burban) and (?!rural)(\b\w+)	 Also, exurban developments require more land than do 	urban and suburban	 developments because each house is situated on a large lot (typically 4-16 hectares).
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 People want things to be simple: black or white, 	right or wrong	, good or bad, left or right, big pharma or holistic medicine.
yes	X and Y	public	private	private - public	(public) and (private)	 Any expectation that life can be neatly divided into pigeonholes of sacred and secular, 	public and private	, does n't hold true in God's economy.
no	X and Y	bad	scared	bad - good	(\bbad) and (?!good)(\b\w+)	 Made me feel kinda 	bad and scared	 too, like we was lost and nobody cared.
yes	X and Y	high	low	high - low	(high) and (low)	 In addition, future research should explore the behaviors of coaches who are 	high and low	 in motivational efficacy to observe their use of motivational techniques.
yes	X and Y	masculine	feminine	feminine - masculine	(masculine) and (feminine)	 The degree to which athletic identification influenced 	masculine and feminine	 gender role endorsement was investigated using separate independent t-tests.
yes	how X or Y	rich	poor	poor - rich	how (rich) or (poor)	 There are very few things more important than clean fresh water for the health and welfare of the people of any country, no matter 	how rich or poor	 that country is.
yes	X and Y	private	public	private - public	(private) and (public)	 Combining 	private and public	 funds allows us to do a wider range of things in a more timely fashion than would be possible if we had to rely solely on one or the other.
yes	X and Y	small	large	large - small	(small) and (large)	" "" In ways "	small and large	, Rove has long betrayed his lack of understanding of Washington's institutional subtleties and @ @ @ @ @ @ @ @ @ @ political objectives.
no	X or Y	urban	suburban	rural - urban	(\burban) or (?!rural)(\b\w+)	 Walking may not be an acceptable nor accessible activity in more 	urban or suburban	 communities (which are often linked as well as divided by super highways unsuited for both foot or bicycle travel).
yes	between X and Y	rural	urban	rural - urban	between (rural) and (urban)	 Furthermore, Kramer and Peters (1986) reported high similarity 	between rural and urban	 school psychologists'responses to 23 issues related to roles, working conditions, access to other specialized staff, caseload, and actual participation in continuing education.
yes	both X and Y	good	bad	bad - good	both (good) and (bad)	 Stressful events, 	both good and bad	, can trigger @ @ @ @ @ @ @ @ @ @ of sleep.
no	X or Y	term	permanent	permanent - temporary	(?!temporary)(\b\w+) or (\bpermanent)	 Must an employer who provides benefits for long-	term or permanent	 disabilities provide such benefits for pregnancy-related conditions?
no	X or Y	bad	stupid	bad - good	(\bbad) or (?!good)(\b\w+)	 It does n't make them 	bad or stupid	.
no	X or Y	rural	remote	rural - urban	(\brural) or (?!urban)(\b\w+)	 <> This system has created a unique model for care and treatment of HIV/AIDS in 	rural or remote	 areas.
no	X or Y	hard	sharp	hard - soft	(\bhard) or (?!soft)(\b\w+)	 However, really wallop it, especially with a 	hard or sharp	 object, and the plastic will abrade, cut or tear.
no	X or Y	new	parallel	new - old	(\bnew) or (?!old)(\b\w+)	 It was not to be conceived of as a 	new or parallel	 rite.
no	X and Y	old	countless	new - old	(\bold) and (?!new)(\b\w+)	 That page is now impaled upon her corkboard, trapped in a terrible limbo with her other poems-in-progress, some of them years 	old and countless	 drafts thick.
no	X and Y	immediate	private	private - public	(?!public)(\b\w+) and (\bprivate)	 * Annuities: Fixed, variable, accumulated, 	immediate and private	 annuities.
yes	X and Y	urban	rural	rural - urban	(urban) and (rural)	), a federal agency responsible for relocating struggling 	urban and rural	 families.
yes	both X and Y	male	female	female - male	both (male) and (female)	 Unless there are 	both male and female	 factors affecting fertility -then sometimes you can go right to IVF.
no	X and Y	personal	public	private - public	(?!private)(\b\w+) and (\bpublic)	 That, in fact, was the most visible part of our jobs, and also the part that largely determined our 	personal and public	 esteem.
yes	X or Y	small	large	large - small	(small) or (large)	 Whether the fish is 	small or large	, fishing for rainbow trout is a popular pastime for many New York anglers.
yes	X and Y	temporary	permanent	permanent - temporary	(temporary) and (permanent)	 For more information about the film or about 	temporary and permanent	 exhibits at the museum, educators can write to the Museum of Science, Science Park, Boston, MA 02114-1099 or call (617) 589-0250.
yes	X and Y	urban	rural	rural - urban	(urban) and (rural)	 Therefore, the purpose of this study was to compare the preferred writing topics identified by 	urban and rural	 middle school students and to analyze whether these topics were convergent or divergent.
no	X and Y	low	systematic	high - low	(\blow) and (?!high)(\b\w+)	 Educational status of most of the inhabitants is generally very 	low and systematic	 deworming exercise has never been conducted in the area.
no	X or Y	consuming	difficult	difficult - easy	(?!easy)(\b\w+) or (\bdifficult)	 Headnote Think Vegetarian cooking is too time-	consuming or difficult	 to fit into a hectic workday schedule?
no	X and Y	small	underpowered	large - small	(\bsmall) and (?!large)(\b\w+)	 The vast majority of currently sold Android devices are 	small and underpowered	, running v2.
yes	X and Y	active	passive	active - passive	(active) and (passive)	 Familiar to one another after having lived in the same troop for 7 years, they took turns at adopting 	active and passive	 roles in successive greetings.
no	X and Y	pitiful	bad	bad - good	(?!good)(\b\w+) and (\bbad)	 He looked 	pitiful and bad	.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 The story illustrates the 	good and bad	 sides of human nature in a great many ways.
yes	X and Y	private	public	private - public	(private) and (public)	 Both 	private and public	 insurance plans offer inadequate coverage.
no	X and Y	small	incomplete	large - small	(\bsmall) and (?!large)(\b\w+)	 but yes, we can start from something 	small and incomplete	 and refine it in smaller steps.
yes	both X and Y	rural	urban	rural - urban	both (rural) and (urban)	 The most effective way to slow rates of urban growth is to reduce unwanted fertility in 	both rural and urban	 areas.
no	X and Y	rural	inner	rural - urban	(\brural) and (?!urban)(\b\w+)	 This is relevant not only in resource-poor nations, but also in wealthier countries where segments of society, such as indigenous populations, the uninsured, or 	rural and inner	 city communities, have traditionally not received adequate health care.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 I doubt most poets, 	good and bad	, political or not, put these demands on their own work.
no	X and Y	wrong	full	right - wrong	(\bwrong) and (?!right)(\b\w+)	 It is simply not possible to tell people that they're 	wrong and full	 of shit without offending them somehow.
no	X or Y	good	efficient	bad - good	(\bgood) or (?!bad)(\b\w+)	 Allocating ownables by a criterion of best or efficient use may paradoxically imply less 	good or efficient	 uses because people may refrain from risky investments and improvements.
no	from X to Y	easy	extreme	difficult - easy	from (\beasy) to (?!difficult)(\b\w+)	 At Glentress trail center, about an hour's drive south of Edinburgh, you'll find 50 miles of paths, 	from easy to extreme	.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	" "" It's a completely different question whether it's "	right or wrong	.
no	X and Y	high	impregnable	high - low	(\bhigh) and (?!low)(\b\w+)	 It offers no support to those, like Justice Black, who claim that the First Amendment erected a 	high and impregnable	'wall between church and state.
no	X or Y	wrong	shameful	right - wrong	(\bwrong) or (?!right)(\b\w+)	 There is nothing 	wrong or shameful	 in being a prostitute, and I feel the horrible insult for the men and the women in prostitution at your comparison to Dodd.
no	X and Y	large	slimy	large - small	(\blarge) and (?!small)(\b\w+)	 Well, many would say under a 	large and slimy	 rock-but we like to think a little better of these fine people.
yes	between X and Y	private	public	private - public	between (private) and (public)	" "" 9 In the process, conflicts have arisen among neighboring property owners, between adjacent political jurisdictions, "	between private and public	 claims to the shoreline, and between human activities and natural coastal processes, such as erosion.
no	between X and Y	active	restful	active - passive	between (\bactive) and (?!passive)(\b\w+)	 Alternate 	between active and restful	 endeavors so that no one becomes overtired.
yes	X or Y	old	new	new - old	(old) or (new)	" "" It is not "	old or new	 but a primordial element.
no	X and Y	urban	industrial	rural - urban	(\burban) and (?!rural)(\b\w+)	 Wetlands have also been dredged or filled to make room for 	urban and industrial	 developments, including harbors.
yes	X and Y	private	public	private - public	(private) and (public)	 Justice for all -- human and nonhuman kind, present and future -- hinges on the 	private and public	 virtue of frugality.
no	X and Y	federal	private	private - public	(?!public)(\b\w+) and (\bprivate)	 These briefings assist in 	federal and private	 sector planning efforts, and provide a forum to discuss response efforts and challenges that may arise for maintaining business operations and provides the opportunity to collaborate on innovative solutions.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 However, it is trying to reduce the gap 	between rich and poor	 and this can not be a bad thing, in a world that sees profit as the ultimate goal.
yes	both X and Y	old	new	new - old	both (old) and (new)	 Under such an assumption the aggregate annual debt service is a combination of 	both old and new	 debts as were calculated above.
no	X and Y	new	imaginitive	new - old	(\bnew) and (?!old)(\b\w+)	 Overall I do agree that the episode was lacking, and played with ideas that have been done repeatedly -- it's time for something 	new and imaginitive	, which the show's writers are certainly capable of!
no	X and Y	good	sweet	bad - good	(\bgood) and (?!bad)(\b\w+)	 She is very 	good and sweet	 when she does not cry loud.
yes	both X and Y	female	male	female - male	both (female) and (male)	 OK, so where do Intersex people -- those having 	both female and male	 biological characteristics -- fit into this?
no	X and Y	great	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 And her name today is loved and revered as that of a 	great and good	 woman, as well as a wondrous song-bird.
no	X and Y	small	funky	large - small	(\bsmall) and (?!large)(\b\w+)	 My destination is Waipa, located on Kauai's north shore, just outside the 	small and funky	 @ @ @ @ @ @ @ @ @ @ 1994 to preserve the disappearing culture of the native Hawaiian people.
no	X or Y	good	healthy	bad - good	(\bgood) or (?!bad)(\b\w+)	 Macroscopically there is a paradigm shift and not all changes will be smart, 	good or healthy	.
no	X and Y	suburban	rural	rural - urban	(?!urban)(\b\w+) and (\brural)	 cities with larger minority student populations are known to provide less music instruction than 	suburban and rural	 school systems.
no	X and Y	automatic	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 It is not an 	automatic and dry	 application of some instrument, but it has a function in doing research on texts and their understanding.
no	X or Y	groomed	hard	hard - soft	(?!soft)(\b\w+) or (\bhard)	 The I targets advanced and expert skiers, and is well suited to those who ski a lot of 	groomed or hard	 snow and who have the ability to use a narrowerwaisted ski for crud and powder.
no	X and Y	small	unobtrusive	large - small	(\bsmall) and (?!large)(\b\w+)	 Because they're 	small and unobtrusive	, you're unlikely to ever notice them.
no	X and Y	urban	social	rural - urban	(\burban) and (?!rural)(\b\w+)	 Curiously, the advent of the royal court did little to implant any specifically Portuguese culture as a model for 	urban and social	 change.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 The key to reducing economic inequalities 	between rich and poor	 countries, argues Lewis, is productivity and its links to competition and consumption.
no	X and Y	high	processed	high - low	(\bhigh) and (?!low)(\b\w+)	 We have a different lifestyle where we try to limit 	high and processed	 carbs and sodas etc and where weight management and minimizing the use of simple sugars is held to a MINIMUM?
no	X and Y	cold	vacuous	cold - hot	(\bcold) and (?!hot)(\b\w+)	 Nor could the Needs of the Passengers be neglected: the perfect Vehicle must bear in its forward Parts a Cabin stout enough to withstand the 	cold and vacuous	 Wastes of that super-mundane Zone.
no	X and Y	wrong	intelligent	right - wrong	(\bwrong) and (?!right)(\b\w+)	" Either this or the "" Creationism will still be "	wrong and intelligent	 design will still be an idea that science ca n't address but evolution will still be a fact.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 No research answered that question, so I chose to include whatever responses they gave, 	good or bad	, in the results.
yes	X and Y	male	female	female - male	(male) and (female)	 All finishers will receive a medal, and the top three 	male and female	 finishers in each age group will receive a special award.
yes	X or Y	hot	cold	cold - hot	(hot) or (cold)	 Therefore, communication from the Federal Reserve must be very guided in its approach - not too 	hot or cold	.
yes	X or Y	high	low	high - low	(high) or (low)	" "" As educators, we do not pay enough attention to the ordinary student and notice the special, "	high or low	, extraordinarily good or bad.
no	X and Y	good	caring	bad - good	(\bgood) and (?!bad)(\b\w+)	 I know from reading your Sunday Morning post for a few months now that you are a 	good and caring	 person.
no	X and Y	poor	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 So if @ @ @ @ @ @ @ @ @ @ are 	poor and good	 and it is only the filthy rich republicans in congress who are evil.
yes	X or Y	bad	good	bad - good	(bad) or (good)	 I would like to think that I control everything @ @ @ @ @ @ @ @ @ @ it's more of attitude to allow things to flow when 	bad or good	 things happen.
no	X and Y	feminine	delicate	feminine - masculine	(\bfeminine) and (?!masculine)(\b\w+)	 She is not 	feminine and delicate	, and neither am I.
no	X or Y	large	total	large - small	(\blarge) or (?!small)(\b\w+)	 Only serious leaks resulting in a 	large or total	 loss of charge should be repaired.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Also like you and I what is posted can and normally will get its own response back 	good or bad	.
yes	from X to Y	rural	urban	rural - urban	from (rural) to (urban)	" Also, @ @ @ @ @ @ @ @ @ @ dissimilar to their original habitat; hence, they were the only group who perceived "" move "	from rural to urban	" area "" as highly stressful."
no	X and Y	active	other	active - passive	(\bactive) and (?!passive)(\b\w+)	 You know that following your natural cues and desires makes you feel better -- and this goes for more than just eating, but for being 	active and other	 forms of self-care as well.
no	X or Y	True	false	false - true	(?!true)(\b\w+) or (\bfalse)	 	True or false	": The concept of evolution (change over time) was first put forth by Charles Darwin in his now famous book on "" The Origin of Species."
no	X and Y	Moderate	high	high - low	(?!low)(\b\w+) and (\bhigh)	 Research hypotheses included the following: 	Moderate and high	 intensity @ @ @ @ @ @ @ @ @ @ control group in terms of improving perceived fatigue, psychological distress, and psychological well-being.
yes	X and Y	small	large	large - small	(small) and (large)	 Pro-biotics are the name of these friendly workers in our 	small and large	 intestines and we have so many of these in our gut that they weigh almost 4 pounds in an adult.
yes	X and Y	high	low	high - low	(high) and (low)	 I have searched 	high and low	 for resources that may be available to help someone in my situation but Nothing!
yes	X or Y	good	bad	bad - good	(good) or (bad)	 BOB O'BRIEN (58, 3): No feedback on 	good or bad	 hits.
yes	neither X nor Y	true	false	false - true	neither (true) nor (false)	 like what Aristotle says so profoundly of prayer: it is 	neither true nor false	.
no	X and Y	nascent	small	large - small	(?!large)(\b\w+) and (\bsmall)	 Even though our transportation for livable communities program is 	nascent and small	, nonetheless we can reinforce that kind of initiative.
yes	X and Y	large	small	large - small	(large) and (small)	 The quiet power and presence of the work- 	large and small	 vessels, covered jars, wall platters and monolithic sculptures -were unmistakable.
no	X and Y	right	left	right - wrong	(\bright) and (?!wrong)(\b\w+)	 Parameters of gait, such as number of strides in the stimulation session, 	right and left	 stride duration, and stance and swing durations, are gathered and partly processed by the stimulator.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	 But, she is forever (dead or alive	) apart of Miss USA history.	
yes	X and Y	small	large	large - small	(small) and (large)	), chloroplast 	small and large	 subunit rDNA (Turmel et al.
no	X or Y	personal	public	private - public	(?!private)(\b\w+) or (\bpublic)	 His preference for virtue surely entails the conclusion that many passions that were around in Athens are bad passions, unworthy of guiding 	personal or public	 life.
no	X and Y	Funny	true	false - true	(?!false)(\b\w+) and (\btrue)	 	Funny and true	.
no	X or Y	personal	private	private - public	(?!public)(\b\w+) or (\bprivate)	" (A typical on-line definition of "" gossip "" gets it about right: "" idle talk or rumour about the "	personal or private	 affairs of others.
yes	X and Y	right	wrong	right - wrong	(right) and (wrong)	 It was an ongoing struggle with themselves of what they perceived was 	right and wrong	, and then later who it will affect.
no	both X and Y	bewildered	sad	happy - sad	both (?!happy)(\b\w+) and (\bsad)	 She notices a Chinese woman sitting in a corner looking 	both bewildered and sad	.
no	X and Y	Full	high	high - low	(?!low)(\b\w+) and (\bhigh)	 	Full and high	 and silvery, I paint.
no	X or Y	active	foreign	active - passive	(\bactive) or (?!passive)(\b\w+)	 (In Belarus there are 1,115 officially registered associations not controlled by the Government, only a handful of which are politically 	active or foreign	 sponsored.
yes	both X and Y	private	public	private - public	both (private) and (public)	 The study focuses on those institutions that grant an associate's degree as their highest degree, including 	both private and public	 community colleges.
no	X and Y	agnostic	new	new - old	(?!old)(\b\w+) and (\bnew)	 I'm 	agnostic and new	 to it all, though I previously dabbled a little in the whole'Oxford was Shakespeare'thing, just enough to know he pretty obviously was n't!
no	X and Y	small	partial	large - small	(\bsmall) and (?!large)(\b\w+)	 It is one 	small and partial	 solution, no better or worse than a thousand others.
no	X and Y	real	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 Not expensive, but original, charming, antique for 	real and good	.
yes	X and Y	private	public	private - public	(private) and (public)	 Only rhetoric and its history have a very close relationship to 	private and public	 affairs and can ensure the safe protection of oneself and one's friends.
yes	X and Y	male	female	female - male	(male) and (female)	 (n11) Both 	male and female	 Navy nurses were reported as having elevated hospitalization rates for several major diagnostic categories in comparison with other officer designators.
yes	between X and Y	high	low	high - low	between (high) and (low)	 Only the difference in false memory production 	between high and low	 groups at the second testing session was reliable t(38) = 2.
no	X and Y	poor	unnecessary	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 It's one of the many reasons that Global Empires use Wars and Dis-ease to'cull out'the masses of the 	poor and unnecessary	.
yes	X and Y	hard	soft	hard - soft	(hard) and (soft)	 Your subscription helps cover the 	hard and soft	 costs associated with this site.
yes	X and Y	old	new	new - old	(old) and (new)	 The idea is to offer huge advertisers like Ford and Procter &; Gamble one-stop shopping across AOL Time Warner's vast panoply of 	old and new	 media outlets -- from Time Inc.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 And is n't there a continuum of people running 	between rich and poor	?
no	X and Y	commercial	public	private - public	(?!private)(\b\w+) and (\bpublic)	 The energy and bill savings will continue year after year at nearly 438,000 homes, 	commercial and public	 buildings, and industrial and agricultural facilities around the state.
yes	X or Y	hot	cold	cold - hot	(hot) or (cold)	 Label which rooms each damper controls; if there are rooms that are always 	hot or cold	, adjusting dampers can improve your winter comfort.
no	X or Y	sad	listless	happy - sad	(\bsad) or (?!happy)(\b\w+)	 I was n't 	sad or listless	 or losing sleep or extra sleepy or losing weight or extra hungry or any of those other signs of depression.
no	either X or Y	public	parochial	private - public	either (\bpublic) or (?!private)(\b\w+)	 There are advocates of parents being able to use the voucher money in 	either public or parochial	 schools.
yes	between X and Y	old	new	new - old	between (old) and (new)	 Here the organizational forms are considerably less clear and subject to considerably more tension 	between old and new	.
no	X or Y	private	cooperative	private - public	(\bprivate) or (?!public)(\b\w+)	 In the reform era, although individuals and 	private or cooperative	 enterprises can not escape registration with the state, the connection lost its ideological significance and became purely mechanical.
no	X and Y	official	private	private - public	(?!public)(\b\w+) and (\bprivate)	 This step signaled the end of the recovery from the 1997-98 financial crisis and the return to normal relations with 	official and private	 sources of external financing.
yes	both X and Y	good	bad	bad - good	both (good) and (bad)	 Dreamfall went away from that quite a bit, and that's 	both good and bad	.
yes	between X and Y	fast	slow	fast - slow	between (fast) and (slow)	 When you introduce this new movement, it helps him distinguish 	between fast and slow	.
no	X or Y	private	hybrid	private - public	(\bprivate) or (?!public)(\b\w+)	 Cisco unveiled enhancements to its collaboration portfolio, delivered via public, 	private or hybrid	 cloud models.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 Authorities were also concerned that uneven economic growth, especially a conspicuous gap 	between rich and poor	, would provoke jealousy, envy, and social disorder.
no	X or Y	fair	right	right - wrong	(?!wrong)(\b\w+) or (\bright)	 I think Mitt Romney is out of touch and would make a horrible President, but I do n't think it's 	fair or right	 to pull his wife's statements out of context.
no	X and Y	important	major	major - minor	(?!minor)(\b\w+) and (\bmajor)	 For this reason the crisis theology of Karl Barth and others who resisted the co-option of the church by the Adolf Hitler regime constitutes an 	important and major	 contribution to the history of theology.
yes	X or Y	male	female	female - male	(male) or (female)	 Recent research has shown that the environment and the health of a mother bird has a major effect on whether she has 	male or female	 offspring.
yes	whether X or Y	long	short	long - short	whether (long) or (short)	 Its waves, 	whether long or short	, can shift to be longer or shorter.
yes	between X and Y	good	bad	bad - good	between (good) and (bad)	 But the degree to which the offense and defense are split 	between good and bad	 truly is.
no	X and Y	attractive	new	new - old	(?!old)(\b\w+) and (\bnew)	 Unfortunately it is human to err, and human b beings love to experience pleasure with someone 	attractive and new	 (the sense of novelty is exciting).
no	X and Y	clear	high	high - low	(?!low)(\b\w+) and (\bhigh)	" "" The voice was "	clear and high	, crisp as a struck bell.
yes	X and Y	private	public	private - public	(private) and (public)	 Over the past decade, the real cost of two semesters at four-year 	private and public	 colleges increased by 29% and 41%, respectively.
no	X and Y	new	favorable	new - old	(\bnew) and (?!old)(\b\w+)	 High-water marks following heavy runoffs often leave jumbles and tangles of debris, 	new and favorable	 habitat.
yes	from X to Y	low	high	high - low	from (low) to (high)	 Here's how they are made and used: Lonesome Call: This is a medium cadence yip-yip-yip-owooo, rising 	from low to high	 notes, with a mournful dropoff at the end.
yes	X and Y	hard	soft	hard - soft	(hard) and (soft)	 in the Latin American region, or downgrade the influence of American 	hard and soft	 power resources.
no	X and Y	poor	worsening	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 China's runaway growth in recent decades has led to a yawning gap between rich and 	poor and worsening	 pollution.
no	X and Y	new	animate	new - old	(\bnew) and (?!old)(\b\w+)	 Any inanimate object could suddenly awaken to a 	new and animate	 identity, Nothing was fixed.
yes	X and Y	new	old	new - old	(new) and (old)	 We're looking for 	new and old	 ways to handle it all, and no one has any answers, because no one has ever lived the way we are living now.
no	X or Y	deviant	public	private - public	(?!private)(\b\w+) or (\bpublic)	 It was required that hospitals, relief organizations, and mental institutions file Form 67 to notify the government that they had located a 	deviant or public	 charge.
yes	from X to Y	low	high	high - low	from (low) to (high)	 Furthermore, pessimists did not @ @ @ @ @ @ @ @ @ @ frequency of physical stress during pregnancy changed 	from low to high	.
no	X and Y	wrong	unaware	right - wrong	(\bwrong) and (?!right)(\b\w+)	 They smiled, as one does when a child is 	wrong and unaware	 of it.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 Whether We are 	right or wrong	.
yes	both X and Y	urban	rural	rural - urban	both (urban) and (rural)	 The goal is to give underserved populations, 	both urban and rural	, a taste for something better.
no	X and Y	didactic	public	private - public	(?!private)(\b\w+) and (\bpublic)	 Initially conceived to display major works of historical painting commissioned by the state from members of the academy, the salon played an important 	didactic and public	 role.
no	X and Y	baggy	sad	happy - sad	(?!happy)(\b\w+) and (\bsad)	 His face looked tired, old, eyes 	baggy and sad	.
yes	X and Y	public	private	private - public	(public) and (private)	 Her works are in many 	public and private	 collections including the Smithsonian Institution's Renwick Gallery; the Museum of Art and Design in New York; the Mint Museum of Art; Glaxo; and Bank of America.
yes	how X or Y	hot	cold	cold - hot	how (hot) or (cold)	 My Dad grew up in the South and that meant we had to have iced tea with every meal - no matter 	how hot or cold	 it was outside.
no	X and Y	Lawful	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 Eat of what is on earth, 	Lawful and good	; and do not follow the footsteps of the evil one, for he is to you an avowed enemy.
no	both X and Y	dark	dry	dry - wet	both (?!wet)(\b\w+) and (\bdry)	 The pencil is an engineering quest-for-the-grail saga, the search for an implement that could write 	both dark and dry	.
yes	X or Y	long	short	long - short	(long) or (short)	 Reports can be created in 	long or short	 HTML format or in a plain text format.
no	more X than Y	likely	female	female - male	more (?!male)(\b\w+) than (\bfemale)	 For example, Nixon (1996a) found that male athletes were 	more likely than female	 athletes to feel pressured by coaches and fans to play while being hurt.
no	X or Y	minor	obscure	major - minor	(\bminor) or (?!major)(\b\w+)	 Am I the last person to discover these, or the first @ @ @ @ @ @ @ @ @ @ individual, and we have the chance to find some 	minor or obscure	 Films worth checking out.
yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 In her practice, she uses hydrotherapy, alternating 	hot and cold	 water and electrical stimulation, to promote blood flow from the torso to the extremities.
no	X and Y	active	concerned	active - passive	(\bactive) and (?!passive)(\b\w+)	 was 	active and concerned	 about the situation and, at the same time, give no one the impression that the U.
yes	both X and Y	good	bad	bad - good	both (good) and (bad)	 @ @ @ @ @ @ @ @ @ @ share your experiences, 	both good and bad	 ones, with different types of web development contracts.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 But the Republican party has developed into such a hateful, paranoid, anti-American group that I ca n't in 	good or bad	 conscience vote for them.
yes	X and Y	private	public	private - public	(private) and (public)	 Through their actions and words they raise awareness by prompting 	private and public	 conversation around the often ignored issue of men's health.
no	X or Y	true	right	false - true	(\btrue) or (?!false)(\b\w+)	 What is 	true or right	 or to be believed in one culture or time is not necessarily true in any other culture or time.
no	X and Y	residential	public	private - public	(?!private)(\b\w+) and (\bpublic)	1 Local Noise Policies Alameda County The Noise Element of the Alameda County Ordinance Code has established noise standards for 	residential and public	 institutional land uses.
no	X or Y	urban	suburban	rural - urban	(\burban) or (?!rural)(\b\w+)	 What that requires of us is that we stay put for a good long time, no matter the context -- 	urban or suburban	 or rural.
yes	X or Y	true	false	false - true	(true) or (false)	 Someone who thinks of the objects of knowledge as discrete and clearly categorizable as 	true or false	 (e.
yes	X and Y	old	new	new - old	(old) and (new)	 Both the 	old and new	 accountants signed off on the company's financials.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 (Unevenly -- the disparity in access to mental health care 	between rich and poor	 in America is enormous.
no	X and Y	alien	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 Bathed in freezer light, they were like life-giving stones, 	alien and cold	.
no	X or Y	bad	worse	bad - good	(\bbad) or (?!good)(\b\w+)	 We took an air sample outside the building daily to confirm it was as 	bad or worse	 outside as inside.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 As stated above, there are 	good and bad	 times to smile.
no	X and Y	wrong	dumb	right - wrong	(\bwrong) and (?!right)(\b\w+)	" The old adage saying "" Your right to swing your fist ends at my nose "" is "	wrong and dumb	; in fact the act of swinging your fist at all is a threat.
no	from X to Y	elementary	high	high - low	from (?!low)(\b\w+) to (\bhigh)	 A trend was noted in the regression results suggesting that substance use behaviors became more frequent as youth advanced 	from elementary to high	 school.
yes	X or Y	good	bad	bad - good	(good) or (bad)	" Charles told ROLLING STONE in 1973, "" Anything I do, "	good or bad	, it's very, very natural.
yes	X and Y	masculine	feminine	feminine - masculine	(masculine) and (feminine)	 They are the very essence of 	masculine and feminine	.
no	X or Y	damp	dry	dry - wet	(?!wet)(\b\w+) or (\bdry)	 At-the-Beach Tress Tamer Run a little sunscreen through your hair, whether it's 	damp or dry	, to get control without stiffness.
yes	X or Y	good	bad	bad - good	(good) or (bad)	" "" You're not going to make the same pitches, whether they were "	good or bad	.
no	X and Y	low	unobtrusive	high - low	(\blow) and (?!high)(\b\w+)	 But, fortunately, construction in the center of Qufu has been kept 	low and unobtrusive	, in harmony with the scale of the great temple.
no	X or Y	long	frequent	long - short	(\blong) or (?!short)(\b\w+)	 For one thing, naps are n't 	long or frequent	 enough to get much work done.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	 However, 	dead or alive	, these people will forever be effected by what happens that night.
