class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	permanent	unprecedented	permanent - temporary	(\bpermanent) and (?!temporary)(\b\w+)	 Utopia depends on the institutionalization of a 	permanent and unprecedented	 new alienation and division.
no	X and Y	constant	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 A society that requires a 	constant and heavy	 dose of coercion is one rapidly deviating from the norms of reason and free adhesion to what is understood to be required.
no	X and Y	celebrated	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 Hermeneutics, as developed by Gadamer, involves the observation and description of the experience of understanding, summed up in his 	celebrated and difficult	 concept of " fusion of horizons.
no	X and Y	hard	fast	hard - soft	(\bhard) and (?!soft)(\b\w+)	 Mandela stresses that there were no 	hard and fast	 rules for guidance; it was a subject of considerable debate and disagreement among the prisoners.
no	X and Y	good	private	private - public	(?!public)(\b\w+) and (\bprivate)	 We see that " to secure the public 	good and private	 rights.
no	X and Y	large	diverse	large - small	(\blarge) and (?!small)(\b\w+)	 Officeholders, representing 	large and diverse	 populations, will be less open to specific instructions from their constituents and will thus, of necessity, largely rely on their own best judgments.
no	X and Y	partial	temporary	permanent - temporary	(?!permanent)(\b\w+) and (\btemporary)	 Publius's pluralism is at most a modified one @ @ @ @ @ @ @ @ @ @ 	partial and temporary	 interests.
no	X and Y	new	vague	new - old	(\bnew) and (?!old)(\b\w+)	 The word is given a 	new and vague	 meaning.
no	X or Y	private	private	private - public	(\bprivate) or (?!public)(\b\w+)	 Officially established quasi-	private or private	 Cuban companies have emerged, run and owned by the elite with foreign participation.
no	X and Y	private	official	private - public	(\bprivate) and (?!public)(\b\w+)	 This places Hong Kong right in the middle of China's most important developmental channel, a channel where increasingly diverse 	private and official	 interests operate.
no	X or Y	young	old	new - old	(?!new)(\b\w+) or (\bold)	 Were perpetrators more likely to be 	young or old	, from one region rather than another, in satisfying personal and family relationships?
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 Therefore, the Western powers dare not recognize the independence of Tibet, Kashmir, and East Timor, territories @ @ @ @ @ @ @ @ @ @ state, 	right or wrong	.
no	X and Y	tactical	temporary	permanent - temporary	(?!permanent)(\b\w+) and (\btemporary)	 The Bosnian Croats'alliance with the Bosnian Muslims in the March 1992 referendum to secede from Yugoslavia may be viewed as 	tactical and temporary	.
no	X and Y	rich	powerful	poor - rich	(\brich) and (?!poor)(\b\w+)	 When several 	rich and powerful	 states decide to take a sovereign independent state @ @ @ @ @ @ @ @ @ @ state supposed to defend itself?
no	X and Y	low	stagnant	high - low	(\blow) and (?!high)(\b\w+)	 Controls on foreign direct investment and technology transfer have contributed to a 	low and stagnant	 level of technology.
no	X and Y	hearted	slow	fast - slow	(?!fast)(\b\w+) and (\bslow)	 First, as supporters of liberalization have complained, liberalization in the 1980s was half-	hearted and slow	.
no	X and Y	marginal	small	large - small	(?!large)(\b\w+) and (\bsmall)	 Tribal members, traditional fisherfolk, artisans, and 	marginal and small	 peasants comprise these millions who are so callously expected to either survive on crumbs or to fend for themselves.
yes	X and Y	rich	poor	poor - rich	(rich) and (poor)	 Rich and poor states and 	rich and poor	 nations, have been rather indiscriminately susceptible to the ethnonational virus.
no	X and Y	Rich	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	 	Rich and poor	 states and rich and poor nations, have been rather indiscriminately susceptible to the ethnonational virus.
yes	between X and Y	rural	urban	rural - urban	between (rural) and (urban)	 In order to eliminate both gender disparities and those 	between rural and urban	 areas, all new schools will be mixed and more than 60 percent of the teachers will be female.
yes	X and Y	rural	urban	rural - urban	(rural) and (urban)	 There are more than 60 urban and rural co-operatives whose women members include vendors and traders, home-based skilled and semi-skilled workers and service providers in 	rural and urban	 sectors.
yes	X and Y	urban	rural	rural - urban	(urban) and (rural)	 There are more than 60 	urban and rural	 co-operatives whose women members include vendors and traders, home-based skilled and semi-skilled workers and service providers in rural and urban sectors.
no	more X than Y	valued	low	high - low	more (?!high)(\b\w+) than (\blow)	 One possibility was that higher (less flood-prone) land was 	more valued than low	 land @ @ @ @ @ @ @ @ @ @ or more powerful people to own higher proportions of it.
no	X and Y	long	arduous	long - short	(\blong) and (?!short)(\b\w+)	 Despite 	long and arduous	 efforts at pursuing " self-reliance " in the manufacture of a range of weaponry, the Indian record is, at best, mixed.
yes	X and Y	large	small	large - small	(large) and (small)	 That it had the substantive support of many 	large and small	 non-aligned countries in its efforts to protect Indian national interest, is undeniable.
no	X and Y	long	cherished	long - short	(\blong) and (?!short)(\b\w+)	 will prove to be a landmark event in our steadfast efforts to realize the 	long and cherished	 goal of a world free of nuclear weapons.
no	X and Y	rich	famous	poor - rich	(\brich) and (?!poor)(\b\w+)	 But on the whole, the 	rich and famous	 are still finding it an uphill battle to win libel suits against the media.
no	X and Y	institutionalized	permanent	permanent - temporary	(?!temporary)(\b\w+) and (\bpermanent)	 It's becoming 	institutionalized and permanent	.
no	X and Y	small	medium	large - small	(\bsmall) and (?!large)(\b\w+)	 " Two or three years ago, the lion's share of what we were doing were the 	small and medium	 firms -- the boutiques.
yes	X or Y	active	passive	active - passive	(active) or (passive)	 Consequently they are stated as " shall " or " must " rules, depending whether the verb is in the 	active or passive	 voice.
yes	X or Y	large	small	large - small	(large) or (small)	 However 	large or small	 this potential impact may be, non-members have a legitimate interest in seeking less restrictive NAFTA rules of origin.
no	X and Y	false	demeaning	false - true	(\bfalse) and (?!true)(\b\w+)	 I think there is an accounting exercise there that is totally 	false and demeaning	, and you have to be careful of those statistics.
yes	X and Y	rich	poor	poor - rich	(rich) and (poor)	 " The United Nations and the World Bank tell us that, @ @ @ @ @ @ @ @ @ @ 	rich and poor	 of all but six countries in the world.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 Cultural protectionism is 	alive and well	 in Canada.
yes	both X and Y	large	small	large - small	both (large) and (small)	 Far more important has been the growing international demand for Canadian cultural goods and services, and acceptance by individual artists and companies, 	both large and small	, of the challenge of the global marketplace.
yes	both X and Y	public	private	private - public	both (public) and (private)	 233 Several regional and national meetings and conferences later, Costa Rica consolidated under one organization the fragmented biodiversity programs then in 	both public and private	 hands.
no	X or Y	Public	private	private - public	(?!public)(\b\w+) or (\bprivate)	 " 323 The basic structure of a debt-for-nature swap is as follows: 	Public or private	 actors, usually in developed countries, purchase developing country debt on the secondary market.
yes	both X and Y	public	private	private - public	both (public) and (private)	5 million from a variety of national and international sources, 	both public and private	, which INBio used for planning, infrastructure, and development.
no	X and Y	expensive	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 See Laird, supra note 9, at 101 (noting that contracts of this type can prove " 	expensive and difficult	 to.
no	X and Y	adequate	active	active - passive	(?!passive)(\b\w+) and (\bactive)	 with any State which establishes and maintains an 	adequate and active	 program for the conservation of endangered species and threatened species.
no	X and Y	difficult	controversial	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 This is a 	difficult and controversial	 area for discussion, not least because of the problems in defining culture'.
no	X and Y	natural	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 In Puth's view (1994: 11) the paradox of communication is that although communication is 	natural and easy	, it is difficult to communicate effectively and to ensure that meaning is shared.
yes	X or Y	rural	urban	rural - urban	(rural) or (urban)	 As campus personnel gather and analyze environmental data relative demographic conditions, labor markets, increased technology and other political or socio-economic variables, the scanning perimeters should extend beyond the campus environs and into neighboring 	rural or urban	 communities.
yes	X or Y	urban	rural	rural - urban	(urban) or (rural)	 Campuses might also provide " civic service-learning " leadership on behalf of impoverished constituencies in neighboring 	urban or rural	 communities.
yes	X or Y	urban	rural	rural - urban	(urban) or (rural)	 Business professors and their students could strategize on 	urban or rural	 entrepreneurship, economic development and economic investment, and other financial planning alternatives.
yes	X and Y	rural	urban	rural - urban	(rural) and (urban)	 What efforts could be made to rebuild " town-and-gown " alliances, and break down the barriers that frequently separate local academies from 	rural and urban	 economies?
no	X or Y	new	different	new - old	(\bnew) or (?!old)(\b\w+)	 Students are encouraged to give 	new or different	 answers to teacher questions.
no	X and Y	old	greater	new - old	(\bold) and (?!new)(\b\w+)	 Sheehan, McMenamin and McDevitt (1992) reported that, according to the College Board, the nontraditonal college student population (25 years 	old and greater	) @ @ @ @ @ @ @ @ @ @ student population.
no	X and Y	minor	insignificant	major - minor	(\bminor) and (?!major)(\b\w+)	 As Strauss (1951) suggested, these youngsters tend to pay close attention to 	minor and insignificant	 detail, because they do not initially perceive the whole.
yes	X and Y	small	large	large - small	(small) and (large)	 The children were requested to play with some toys (small and large	 pegs, He-Man, cars) that elicit dialogue with their peers during the first week of the study.
no	X and Y	white	alive	alive - dead	(?!dead)(\b\w+) and (\balive)	 It is hard and 	white and alive	 in the sun.
no	X and Y	hard	white	hard - soft	(\bhard) and (?!soft)(\b\w+)	 It is 	hard and white	 and alive in the sun.
yes	X and Y	high	low	high - low	(high) and (low)	 Another study using primarily freshmen compared the achievement of students with 	high and low	 learning and performance orientations (Schraw, Horn, Thorndike-Christ &; Bruning, 1995).
yes	X and Y	high	low	high - low	(high) and (low)	 It would be useful to study the possible four 	high and low	 combinations of learning and performance orientations using an instrument capable of making these distinctions; one such instrument is by Roedel, Schraw and Plake (1994).
yes	from X to Y	high	low	high - low	from (high) to (low)	 The pretests were scored and ranked 	from high to low	.
yes	X or Y	easy	difficult	difficult - easy	(easy) or (difficult)	 In what ways is learning particular aspects of a subject seen to be 	easy or difficult	?
yes	X and Y	good	bad	bad - good	(good) and (bad)	 Does my family keep me informed about the 	good and bad	 things that are happening in their lives?
no	X and Y	large	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 The problem of forgetting, or why students ca n't remember, is a very 	large and difficult	 function in the complex learning process.
no	X and Y	new	continuing	new - old	(\bnew) and (?!old)(\b\w+)	 Also, clarifications and enhancements to the core annotations need to be made so that 	new and continuing	 faculty develop a better understanding of what each element represents.
yes	X and Y	private	public	private - public	(private) and (public)	 A community college has an impact on the local economy in the course of operating, as do other businesses and agencies in the 	private and public	 sector.
no	X or Y	dubious	difficult	difficult - easy	(?!easy)(\b\w+) or (\bdifficult)	 These examples illustrate that cross-comparisons of results may be 	dubious or difficult	 because of differently defined service areas and variability in economic indicators.
no	X and Y	public	parochial	private - public	(\bpublic) and (?!private)(\b\w+)	 The students attended private, 	public and parochial	 schools where each was receiving some special educational support.
no	more X than Y	likely	poor	poor - rich	more (?!rich)(\b\w+) than (\bpoor)	 Similarly, good leamers appear to have more knowledge about their own memory and are 	more likely than poor	 learners to use what they do know (Gamer, 1987; Schneider &; Pressley, 1989).
no	X and Y	clear	high	high - low	(?!low)(\b\w+) and (\bhigh)	 Our students perform poorly on national exams that have 	clear and high	 standards, nor do they excel on international comparisons either (Darling-Hammond, 1991).
yes	X and Y	male	female	female - male	(male) and (female)	 As an example, schools may want to learn about various celebrations and 	male and female	 rites of passage programs within African American communities or about the local heroes and heroines who have provided significant contributions.
yes	X and Y	male	female	female - male	(male) and (female)	 The present study employed the general-population norms for ages 12 to 18 years which were based on 4,448 	male and female	 subjects.
no	X and Y	functional	active	active - passive	(?!passive)(\b\w+) and (\bactive)	 The Thing became something 	functional and active	, connected like a co-worker with human practice.
no	X and Y	sober	studious	drunk - sober	(\bsober) and (?!drunk)(\b\w+)	 people leaving their front doors agape in their rush to get out and mill around and spectate at the circle of impacted waste drawing 	sober and studious	 crowds, milling in rings around the impact.
no	X and Y	private	bodily	private - public	(\bprivate) and (?!public)(\b\w+)	 One discovers again and again the excitations in the opening of 	private and bodily	 and psychic interiors: the exhibition and witnessing, the endlessly reproducible display, of wounded bodies and wounded minds in public.
yes	X and Y	private	public	private - public	(private) and (public)	 The wound is where 	private and public	 cross: the transit-point between the @ @ @ @ @ @ @ @ @ @ individual and the collective body of men.
no	from X to Y	superb	poor	poor - rich	from (?!rich)(\b\w+) to (\bpoor)	 Rather, each selection of music can be judged on a scale that runs 	from superb to poor	 within each particular style and genre.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Looking for information on these sites can be a 	quick and easy	 way to construct a profile of an institution.
yes	X and Y	major	minor	major - minor	(major) and (minor)	 Begin with one-chord songs and progress gradually to three-chord songs in 	major and minor	.
yes	X and Y	old	new	new - old	(old) and (new)	 @ @ @ @ @ @ @ @ @ @ other 	old and new	 favorites almost rivaled the Fisk Jubilee Singers.
no	X and Y	regional	small	large - small	(?!large)(\b\w+) and (\bsmall)	 The organization has 	regional and small	, local subgroups that can be a source of support and ideas so important to teachers beginning a new program.
yes	X and Y	urban	rural	rural - urban	(urban) and (rural)	 In previous years, schools from 	urban and rural	 areas, large suburban schools, and overseas schools were selected.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 With a divided canvas and separate scenes, some paintings emphasize the gap 	between rich and poor	.
no	X and Y	new	dynamic	new - old	(\bnew) and (?!old)(\b\w+)	 (n7) But the development of other sources of patronage has also resulted in 	new and dynamic	 possibilities.
no	X and Y	new	dynamic	new - old	(\bnew) and (?!old)(\b\w+)	 Furthermore, brasscasting has flourished in 	new and dynamic	 ways that have gone almost unnoticed throughout the course of the twentieth century.
no	X or Y	rural	poor	rural - urban	(\brural) or (?!urban)(\b\w+)	 As might be expected, this phenomenon manifests itself most clearly in 	rural or poor	 inner-city schools.
no	X and Y	new	better	new - old	(\bnew) and (?!old)(\b\w+)	 If we are to enfranchise today's students with the freedom a full education can provide, then we must find 	new and better	 ways to provide universal access to today's electronic " press.
no	X and Y	rich	powerful	poor - rich	(\brich) and (?!poor)(\b\w+)	 Classroom teachers who have the benefit of strong preservice education in art can, and do, develop and teach remarkably 	rich and powerful	 lessons and thematic units, based on concepts, artists, and techniques they know well.
no	X and Y	rich	robust	poor - rich	(\brich) and (?!poor)(\b\w+)	 The generalization is qualified, however, by a wide range of mitigating influences that render it 	rich and robust	 for some, and absent or " savagely meager " to others.
no	X and Y	institutional	true	false - true	(?!false)(\b\w+) and (\btrue)	 Clearly, implementation must be 	institutional and true	 to the spirit of the SECAC recommendations.
no	X and Y	professional	public	private - public	(?!private)(\b\w+) and (\bpublic)	 These efforts may currently be addressed along with other forms of 	professional and public	 service in annual reviews, but publications and performances carry more weight in evaluations than efforts to develop policy and programs with public schools.
no	X and Y	long	arduous	long - short	(\blong) and (?!short)(\b\w+)	 Finally, it has to be mentioned that nobody can start contemplating the forms by just deciding to take up contemplation; intellectual contemplation requires 	long and arduous	 preparation.
no	X and Y	new	exciting	new - old	(\bnew) and (?!old)(\b\w+)	 One can gain tremendous knowledge and insight through this 	new and exciting	 technological advance.
no	X and Y	low	propitiative	high - low	(\blow) and (?!high)(\b\w+)	 Should we attempt to maintain a 	low and propitiative	 profile, finger our rosary beads, and pray for better times?
no	X and Y	established	new	new - old	(?!old)(\b\w+) and (\bnew)	 To find answers, one must consider economic and geographical differences, the quality and breadth of 	established and new	 programs, and the positioning of music programs in the whole education environment.
no	X and Y	urban	mini	rural - urban	(\burban) and (?!rural)(\b\w+)	 In outer-	urban and mini	 areas, depending on property valuation and business conditions, music programs have continued or been reduced.
no	X and Y	long	tumultuous	long - short	(\blong) and (?!short)(\b\w+)	 In a letter to his mother in March 1862, Baudelaire summarized their 	long and tumultuous	 relationship and indicated that it was finally over for him (Corr.
yes	whether X or Y	right	wrong	right - wrong	whether (right) or (wrong)	 Such interpretations, 	whether right or wrong	, have seemed to require neither a close examination of the condition of the mosaics nor any further identification of the figures in them.
no	X and Y	old	gray	new - old	(\bold) and (?!new)(\b\w+)	 Similar features @ @ @ @ @ @ @ @ @ @ on the west arch, which range from young and beardless to 	old and gray	.
no	X and Y	dead	decadent	alive - dead	(\bdead) and (?!alive)(\b\w+)	 A 	dead and decadent	 father, a prodigal son, and a rebellious wife and mother stand at the center of the play, with an illegitimate daughter and two other variations of " fathers " rounding out the cast.
no	X or Y	handsome	rich	poor - rich	(?!poor)(\b\w+) or (\brich)	 Men who are 	handsome or rich	, and who are chieftains or sons of chieftains are the most desireable as spouses.
no	X or Y	light	rosy	heavy - light	(\blight) or (?!heavy)(\b\w+)	 The Siguror type is handsome, well-proportioned, with 	light or rosy	 complexion and blond hair.
no	X and Y	rich	powerful	poor - rich	(\brich) and (?!poor)(\b\w+)	 Hann var maor kvangaor ok atti dottur, er het Bera; Yngvarr bjo i Fjoroum in Norway " (IF 2: 49) The man was called Yngvarr, 	rich and powerful	.
no	X and Y	difficult	divisive	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 For the DNA the independence issue was very 	difficult and divisive	.
no	X and Y	cold	rainy	cold - hot	(\bcold) and (?!hot)(\b\w+)	 On a 	cold and rainy	 November 20, 25,000 anti-EU protestors gathered in @ @ @ @ @ @ @ @ @ @.
no	X and Y	rural	Northern	rural - urban	(\brural) and (?!urban)(\b\w+)	 Its preponderance in the SME once again confirmed the strength of anti-Eta opinion in the 	rural and Northern	 regions where the majority of this sector's activities are located.
no	X and Y	new	expanded	new - old	(\bnew) and (?!old)(\b\w+)	 Is the EU the 	new and expanded	 nation-state to which social democrats must now turn?
no	X and Y	good	noble	bad - good	(\bgood) and (?!bad)(\b\w+)	 Everything seems 	good and noble	 " (" Le Memorial " 268).
no	X and Y	pale	new	new - old	(?!old)(\b\w+) and (\bnew)	 / Brede hastveier, / nedbrente morshus " (Nattbarn 91) A 	pale and new	 noise-field.
yes	between X and Y	high	low	high - low	between (high) and (low)	 The severed branch is, of course, the emblem of the division 	between high and low	, between the mountains and the dwelling of the speaker.
no	X and Y	soft	downy	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 / Where the winds are 	soft and downy	 birds still eggs, / and singing mother mighty, / and the days from God.
no	X and Y	difficult	contradictory	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 The unsuspecting reader who has not already been startled by the 	difficult and contradictory	 theoretical introduction is most likely to be derailed by the accusations of authorial murder in the sections on Ibsen and Strindberg.
no	X and Y	difficult	adventurous	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 6 Even this plan of study, which was a 	difficult and adventurous	 one for the time, was discarded for a more unusual (and independent) series of studies.
no	X and Y	depressing	pessimistic	optimistic - pessimistic	(?!optimistic)(\b\w+) and (\bpessimistic)	 This, for Shand, is forward-looking and futuristic fiction (with political allegorical implications), but characteristically 	depressing and pessimistic	 nonetheless for those poor souls subject to a higher (abuse of) power.
no	X and Y	good	righteous	bad - good	(\bgood) and (?!bad)(\b\w+)	 And l -- My husband is a 	good and righteous	 man.
no	X and Y	true	lasting	false - true	(\btrue) and (?!false)(\b\w+)	 " Also responsible for this copia verborum (plenitude of words) is the pleonasm -- when two words are used that largely overlap in meaning: " 	true and lasting	, " " recognized and accepted.
no	X and Y	loud	long	long - short	(?!short)(\b\w+) and (\blong)	 suddenly, a 	loud and long	 scream or yell, as if from the throats of a thousand demons, seemed to pervade the whole atmosphere around and above the boat.
yes	X and Y	rich	poor	poor - rich	(rich) and (poor)	 There are just 	rich and poor	, as there always have been and always will be.
no	X and Y	comfortable	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 More southern and 	comfortable and soft	 " (52).
no	X and Y	sad	bewildered	happy - sad	(\bsad) and (?!happy)(\b\w+)	 Cody, in particular, referred continually to Pearl's short temper, displaying it against a background of stunned, childish faces so 	sad and bewildered	 that Pearl herself hardly recognized them.
no	X, not Y	lively	sad	happy - sad	(?!happy)(\b\w+), not (\bsad)	 Her hair and eyes are too dark, she is too tall, and she is spirited and 	lively, not sad	 and pensive as Tito imagines his perfect romantic heroine.
no	X and Y	sad	pensive	happy - sad	(\bsad) and (?!happy)(\b\w+)	 Her hair and eyes are too dark, she is too tall, and she is spirited and lively, not 	sad and pensive	 as Tito imagines his perfect romantic heroine.
yes	between X and Y	old	new	new - old	between (old) and (new)	 However, Perez de Hita draws important distinctions 	between old and new	 ballads.
yes	X and Y	female	male	female - male	(female) and (male)	 Animal masks depicting images of the deer and the lynx camouflage, respectively, 	female and male	 faces.
no	X and Y	passive	aggressive	active - passive	(\bpassive) and (?!active)(\b\w+)	 He alternately assumes the 	passive and aggressive	 role with El Cardenal, turning on " feminine " charm when it appears to render him a better result.
no	X and Y	hot	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 Nevertheless, the area might have become forested long ago had it not been for an especially 	hot and dry	 climatic episode between about 8,000 and 4,000 years ago.
yes	X and Y	low	high	high - low	(low) and (high)	 This finding is of interest because the 	low and high	 internal control cases were extreme and, hence, easier to identify.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 Therefore, decision-making criteria are often situational rather than based on what is 	right or wrong	.
yes	X and Y	high	low	high - low	(high) and (low)	 The subscripts for x, H and L, denote 	high and low	 outputs so that xH > xL The cash flow is x (d1, thetaj) = xH when I=j; otherwise, x (di, thetaj) =xL.
no	X and Y	soft	delicate	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Its MAC Mode Trademark provides the latest technology for imaging 	soft and delicate	 samples in fluid with high resolution.
no	X or Y	impossible	hard	hard - soft	(?!soft)(\b\w+) or (\bhard)	 Also on display will be examples of our " Copy Exact " program whereby customers can obtain 	impossible or hard	 to obtain replacement parts virtually overnite.
no	X and Y	small	influential	large - small	(\bsmall) and (?!large)(\b\w+)	 It was this very question that led the great theoretical physicist Erwin Schrodinger to reflect on the nature of the state of living and that made him write his 	small and influential	 book What Is Life?
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 Clearly, at age 50, AIBS is 	alive and well	.
no	X or Y	live	dead	alive - dead	(?!alive)(\b\w+) or (\bdead)	 Most of the work on corridors suggest that movement through the matrix occurs, especially if the matrix retains elements of the patches, such as remnant 	live or dead	 trees, as Machtans et al.
no	X or Y	small	fragmented	large - small	(\bsmall) or (?!large)(\b\w+)	, of new genes) that can be infused into 	small or fragmented	 populations.
no	X or Y	dead	nonviable	alive - dead	(\bdead) or (?!alive)(\b\w+)	 Repositories should also not become static warehouses of biodiversity or, worse, " gene morgues " that are composed of 	dead or nonviable	 materials (Goodman 1990).
no	X and Y	controversial	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 4, 5 The effect of treatment in the chronic phase is 	controversial and difficult	 to demonstrate because there are no specific criteria for success during this phase.
no	X and Y	growing	new	new - old	(?!old)(\b\w+) and (\bnew)	 The network kept 	growing and new	 opportunities developed which have made our partnership stronger than ever.
no	X and Y	environmental	public	private - public	(?!private)(\b\w+) and (\bpublic)	 In addition, state and local 	environmental and public	 health programs will be affected by implementation of childhood exposure hazard prevention programs.
yes	X or Y	wet	dry	dry - wet	(wet) or (dry)	 Addition-ally, limited sampling undoubtedly biases the characterization of a beach, as samples may not include particularly 	wet or dry	 weather.
no	X and Y	small	medium	large - small	(\bsmall) and (?!large)(\b\w+)	 Think of the impact of a partnership with county/state programs and the nations network of community colleges in conducting pollution prevention assessments for 	small and medium	 sized businesses.
no	X and Y	new	innovative	new - old	(\bnew) and (?!old)(\b\w+)	 Utilize these resources and materials, create 	new and innovative	 ideas and ways of teaching pollution prevent ion to our students.
no	X and Y	large	modern	large - small	(\blarge) and (?!small)(\b\w+)	 But smaller hospitals can capitalize on the global nature of the Web to serve their local client bases or to project a 	large and modern	 image.
no	X and Y	accessible	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Although it may not merit your first efforts, making a page 	accessible and easy	 to navigate for the media can result in added exposure for your hospital.
no	X and Y	voluntary	active	active - passive	(?!passive)(\b\w+) and (\bactive)	 In active 	voluntary and active	 involuntary euthanasia the purpose is to hasten death through active steps.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 (n15) These findings suggest that the slippery slope is 	alive and well	 and not just a figment of some philosophers'imaginations.
no	X and Y	new	different	new - old	(\bnew) and (?!old)(\b\w+)	 In any event, if this is indeed a 	new and different	 age, then it seems to be one that pays extraordinary attention to the acquisition of corporate and personal wealth on a global scale.
no	between X and Y	superior	poor	poor - rich	between (?!rich)(\b\w+) and (\bpoor)	 One key point to remember, however, from the empirical method is that the difference in motive, attitude, or skill 	between superior and poor	 performers is most likely in competency.
no	between X and Y	superior	poor	poor - rich	between (?!rich)(\b\w+) and (\bpoor)	 As you write competencies for each discipline or job, use only those critical to differentiating 	between superior and poor	 performance.
no	X or Y	temporary	marginal	permanent - temporary	(\btemporary) or (?!permanent)(\b\w+)	 Treatments aimed at symptom reduction often have been exhaustively attempted with only 	temporary or marginal	 effectiveness and with few, if any, additional options available.
no	X and Y	poor	abnormal	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 Weakness probably results from atrophy of the multifidi, iliocostalis, and longissimus muscles resulting from disuse, along with 	poor and abnormal	 neuromuscular recruitment of motor units (50).
no	X and Y	left	right	right - wrong	(?!wrong)(\b\w+) and (\bright)	 The contralateral parameters are shown in the top graph with the ipsilateral 	left and right	 parameters in the middle and lower graphs, respectively.
no	X and Y	left	right	right - wrong	(?!wrong)(\b\w+) and (\bright)	 Thus, the L1/L5 RMS imbalance was close to zero for both the 	left and right	 sides, @ @ @ @ @ @ @ @ @ @ seen for the ipsilateral L1/L2 and L2/L5 RMS imbalances.
no	X and Y	abdominal	low	high - low	(?!high)(\b\w+) and (\blow)	 Specific data are provided to guide selection of various 	abdominal and low	 back exercises.
no	X and Y	left	right	right - wrong	(?!wrong)(\b\w+) and (\bright)	 The levers were coupled to the rear wheels by a chain and racing cycle gear box (5 gears; Simplex S001 Try) mounted to the hub of the rear wheels for the 	left and right	 lever separately.
no	X or Y	left	right	right - wrong	(?!wrong)(\b\w+) or (\bright)	 Steering is performed through the orientation of the hand grips, fixed to levers, in a 	left or right	 direction.
no	X and Y	productive	high	high - low	(?!low)(\b\w+) and (\bhigh)	 " It's very 	productive and high	 in organic matter, but also subject to erosion because its land is gently rolling.
no	X and Y	agricultural	urban	rural - urban	(?!rural)(\b\w+) and (\burban)	 " This loss is the result of alien plant invasion, uncontrolled fires, injudicious flower picking-as well as 	agricultural and urban	 expansion.
no	X or Y	passive	forced	active - passive	(\bpassive) or (?!active)(\b\w+)	 After the first 21 days, material was put into static piles on top of plastic pipes, giving the operators the option of doing 	passive or forced	 aeration.
no	X or Y	new	upgraded	new - old	(\bnew) or (?!old)(\b\w+)	 Of the 57 	new or upgraded	 facilities, 14 are hybrids or pure mixed waste plants.
no	X and Y	bundled	hard	hard - soft	(?!soft)(\b\w+) and (\bhard)	 Some newspaper comes in and gets shredded for animal bedding, but the company does n't pursue that aggressively because newsprint is quite dense to process when 	bundled and hard	 to contain when not.
yes	either X or Y	small	large	large - small	either (small) or (large)	 The action is also intended to achieve a specific positive environmental outcome, 	either small or large	 (Emmons, 1994).
no	X, not Y	true	sure	false - true	(\btrue), not (?!false)(\b\w+)	, very true, mostly 	true, not sure	, mostly false, or very false).
no	X or Y	active	concerned	active - passive	(\bactive) or (?!passive)(\b\w+)	 Teachers were also asked to name up to l0 children at the other end of the continuum -- those who were least environmentally 	active or concerned	.
no	X or Y	low	inconsistent	high - low	(\blow) or (?!high)(\b\w+)	 In contrast, more ephemeral aggregations were characterized by 	low or inconsistent	 veliger densities (particularly late-stage larvae), and were generally outside primary tidal current pathways.
no	X and Y	difficult	expensive	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 However, stock enhancement through release of juveniles is 	difficult and expensive	 because of high potential mortality (described earlier) and has a history of low success (Stoner, 1994; Stoner and Glazer, In Press).
no	X and Y	profitable	new	new - old	(?!old)(\b\w+) and (\bnew)	 Nonetheless, the fleet struggles to remain 	profitable and new	 fishing procedures, such as use of FAD's to improve catch rates, are being more widely used.
no	X and Y	sublegal	small	large - small	(?!large)(\b\w+) and (\bsmall)	08 SQ trap yielded decreased catch rates of 	sublegal and small	 legal (127-136mm CW) blue crabs and increased catch rates in larger blue crabs (>/- 137 mm CW) than in HEX traps.
