class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	large	complex	large - small	(\blarge) and (?!small)(\b\w+)	 Coby:'One must be careful when extrapolating a limited lab experiment to effects on a 	large and complex	 system like the climate'.
yes	both X and Y	public	private	private - public	both (public) and (private)	) Are you saying that waste of money, 	both public and private	, is not harmful?
yes	between X and Y	small	large	large - small	between (small) and (large)	001; I2 45%) but no clear difference in effects 	between small and large	 trials (symmetrical funnel plot).
no	X and Y	fast	loose	fast - slow	(\bfast) and (?!slow)(\b\w+)	 This guy singing (I'm really playing 	fast and loose	 with the word singing in this case) " Ice Ice Baby " terribly has made it through to boot camp?
no	X and Y	alive	honest	alive - dead	(\balive) and (?!dead)(\b\w+)	 exactly the sort of grand and controversial narrative, exactly the bold test of old assumptions, that is needed to keep the study of American history 	alive and honest	 " -- Molly Worthen, New Republic Online * ".
yes	X and Y	major	minor	major - minor	(major) and (minor)	 All HPVs have an 8 kb circular genome enclosed in a capsid shell composed of the 	major and minor	 capsid proteins L1 and L2, respectively.
yes	X and Y	old	new	new - old	(old) and (new)	 At the first staff meeting, we all felt at home, 	old and new	 staffers alike.
no	X and Y	old	young	new - old	(\bold) and (?!new)(\b\w+)	 Alai, now has less than eight hundred 	old and young	.
no	X and Y	rich	powerful	poor - rich	(\brich) and (?!poor)(\b\w+)	 I just point out that the 	rich and powerful	 do n't seem convinced.
no	X and Y	large	unformed	large - small	(\blarge) and (?!small)(\b\w+)	 	large and unformed	.
no	X and Y	shallow	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 After all, if I was that 	shallow and easy	, what kind of friend would that really make me?
no	X and Y	overpriced	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 Usually 	overpriced and cold	 by the time you get it.
no	from X to Y	bad	worse	bad - good	from (\bbad) to (?!good)(\b\w+)	 Given that they have n't exactly helped Schumacher much, it would seem to me that this move means things go 	from bad to worse	.
no	X and Y	light	easy	heavy - light	(\blight) and (?!heavy)(\b\w+)	 Here, hearing just how 	light and easy	 to hold the iPad mini is will be on most peoples'minds.
no	X or Y	bad	worse	bad - good	(\bbad) or (?!good)(\b\w+)	 They get a pass on this only because all their competitors are just as 	bad or worse	.
no	X and Y	frustrating	slow	fast - slow	(?!fast)(\b\w+) and (\bslow)	 Yes, it can be 	frustrating and slow	 but it also brings a level of satisfaction that I do n't get by just dumping digital files into Aperture and twiddling the curves control for a few seconds.
no	X and Y	dry	repetitive	dry - wet	(\bdry) and (?!wet)(\b\w+)	 While it follows the " lesson plan, " it is 	dry and repetitive	.
no	X and Y	illiterate	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	 I have met many officials there with degrees from Harvard, Stanford, MIT, Oxford and Cambridge whose parents were 	illiterate and poor	.
no	X and Y	small	independent	large - small	(\bsmall) and (?!large)(\b\w+)	 Why is Monsanto suing 	small and independent	 organic farmers?
no	X and Y	active	inactive	active - passive	(\bactive) and (?!passive)(\b\w+)	 	active and inactive	, as well as rules relating to the purging of voter data.
no	X and Y	easy	simple	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 Mini, I tell you now: this inattention to what makes your products 	easy and simple	 is just as much a boundary to your continued success as the bloated MS process.
no	X and Y	fat	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 Then it got 	fat and happy	.
no	X and Y	simple	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 Most importantly, if the Widnows team want to reverse the now negative perception, you need to start underpromising and overdelivering -it's as 	simple and difficult	 as that.
no	X and Y	near	long	long - short	(?!short)(\b\w+) and (\blong)	 Profitability over the 	near and long	 term is as important as customer acceptance.
no	X and Y	active	stupid	active - passive	(\bactive) and (?!passive)(\b\w+)	 The @ @ @ @ @ @ @ @ @ @ Cleveland is amusing to he just needs to be much more 	active and stupid	 like peter.
no	X and Y	lush	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 The set dressing was 	lush and rich	 and it was so beautifully lit.
no	X and Y	well	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 Meta is all 	well and good	, but it did n't fit in this context.
no	X and Y	good	hopeful	bad - good	(\bgood) and (?!bad)(\b\w+)	 I'm sorry her life has been filled with so much tragedy, but her father became the eternal symbol of all things 	good and hopeful	 after Dallas.
yes	X and Y	rich	poor	poor - rich	(rich) and (poor)	 Obama's words certainly invite all people in our society, 	rich and poor	, black and white, Latinos and Asians, Republicans and Democrats, etc.
yes	X and Y	rich	poor	poor - rich	(rich) and (poor)	 " Obama's words certainly invite all people in our society, 	rich and poor	, black and white, Latinos and Asians, Republicans and Democrats, etc.
no	X or Y	beautiful	true	false - true	(?!false)(\b\w+) or (\btrue)	 I may'perceive'something as being 	beautiful or true	 or large and you may'perceive'the opposite.
no	X or Y	true	large	false - true	(\btrue) or (?!false)(\b\w+)	 I may'perceive'something as being beautiful or 	true or large	 and you may'perceive'the opposite.
no	X and Y	laughable	sad	happy - sad	(?!happy)(\b\w+) and (\bsad)	 It's 	laughable and sad	.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	 Even 	dead or alive	 becomes complicated in the sense of spirit and hope.
no	X and Y	good	full	bad - good	(\bgood) and (?!bad)(\b\w+)	 We were watching videos and saw them concede six but on the day they were 	good and full	 credit to them.
no	X and Y	ugly	old	new - old	(?!new)(\b\w+) and (\bold)	 As I said before, I hate the design, Its 	ugly and old	 fashioned.
no	X and Y	easy	intuitive	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 If nerds ca n't agree on this mess is the general public going to find 8 	easy and intuitive	?
no	X or Y	left	right	right - wrong	(?!wrong)(\b\w+) or (\bright)	 There's time when you ca n't hover your cursor to 	left or right	 to navigate, you will definitely need to swipe!
no	X and Y	new	narrow	new - old	(\bnew) and (?!old)(\b\w+)	 Its 	new and narrow	 litmus test for party membership does n't allow compromise.
no	X and Y	small	thin	large - small	(\bsmall) and (?!large)(\b\w+)	 This year's broods of squirrels were 	small and thin	 much longer.
no	X and Y	major	dual	major - minor	(\bmajor) and (?!minor)(\b\w+)	 I went to a Seven Sisters school where the class differences were stark and did a double 	major and dual	 degree program.
no	X and Y	hard	painful	hard - soft	(\bhard) and (?!soft)(\b\w+)	 Class change does n't happen that much in this country (although we like to believe it does) and it is 	hard and painful	.
yes	X and Y	right	wrong	right - wrong	(right) and (wrong)	 But at some point, right is 	right and wrong	 is wrong.
no	X and Y	hot	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 I find myself doing this more if a scene is 	hot and heavy	 and the action nonstop or I'm caught up in the high emotions of a scene.
no	X and Y	soft	clean	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Running my fingers through their hair right after I've brushed them down and they're 	soft and clean	.
no	X or Y	small	big	large - small	(\bsmall) or (?!large)(\b\w+)	 They can be 	small or big	.
no	X and Y	drunk	high	drunk - sober	(\bdrunk) and (?!sober)(\b\w+)	 Right now, it's just me and ten of my high school friends getting 	drunk and high	, having a surprising number of intense conversations, and taking long, hard looks at each other and ourselves.
no	X and Y	poor	needy	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 -- have totally abdicated this responsibility, preferring to allow secular society and government to take the financial burden of caring for the nation's 	poor and needy	, rather than spending their vast wealth to do God's work.
no	X or Y	wrong	confusing	right - wrong	(\bwrong) or (?!right)(\b\w+)	 Maybe the law is 	wrong or confusing	, not the customs officers?
no	X and Y	left	right	right - wrong	(?!wrong)(\b\w+) and (\bright)	 You control the small triangle by touching the 	left and right	 sides of the screen to move counterclockwise or clockwise around the center hexagon.
no	X and Y	long	shinny	long - short	(\blong) and (?!short)(\b\w+)	 Before, those short-hair individual have the difficulty having a long hair, but with the latest hair extensions trend, one can attain 	long and shinny	 hair right away.
no	X and Y	rainy	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 This weekend is supposed to be really 	rainy and cold	, so I'm hoping we can get a few things up.
no	X and Y	new	modern	new - old	(\bnew) and (?!old)(\b\w+)	 This was a dramatic moment, indicating a 	new and modern	 form of representation and an alteration in the mode of experiencing events in the world.
yes	X and Y	right	wrong	right - wrong	(right) and (wrong)	 That would seem to lead to the absurd notion that you do n't think there are 	right and wrong	 policies that could result from the election.
no	X and Y	new	captivating	new - old	(\bnew) and (?!old)(\b\w+)	 Purchasing will just look 	new and captivating	 to all or any shoppers and if you are seeking the best offer of the year, you will enjoy enough time along with meet your needs.
no	X and Y	rich	pampered	poor - rich	(\brich) and (?!poor)(\b\w+)	 The " things you're gon na do for me " guy is Obama, and the 	rich and pampered	 crowd at the RNC were the authentic people who ca n't be fooled because they " ai n't blind.
no	X and Y	warm	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 Good hat, good gloves, a change of shoes and socks and jacket -- and voila, 	warm and dry	 again.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 Finally, the question of oil must be settled, so the oil industry comes back into the story in a way that is beyond 	good and bad	, beyond melodrama and tragedy.
no	X and Y	small	quaint	large - small	(\bsmall) and (?!large)(\b\w+)	 It's 	small and quaint	, but you may well find yourself going back and forth on the same streets as you suddenly remember an interesting shop you want to revisit.
no	X or Y	coastal	urban	rural - urban	(?!rural)(\b\w+) or (\burban)	 This map shows the locations that have the maximum advertised speed for a specific area and that rural areas are not nearly as well served as 	coastal or urban	 areas.
no	X or Y	young	old	new - old	(?!new)(\b\w+) or (\bold)	 Take your pick from an abundance of accommodation, entertainment, dining and fun options for all; 	young or old	, male or female, laid-back or nit-pick.
yes	X or Y	long	short	long - short	(long) or (short)	 If you do not meet that time limit but have a gain on the sale, you would report the gain as a capital gain, 	long or short	 term, depending on the holding period.
no	X and Y	important	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 Because if you believe that it is incredible 	important and difficult	 to get friendly AI just right, then you should be wary of any weak spot.
yes	X or Y	hot	cold	cold - hot	(hot) or (cold)	 His moods take him 	hot or cold	 -- adoration or hatred.
no	X and Y	sad	tragic	happy - sad	(\bsad) and (?!happy)(\b\w+)	 It's a 	sad and tragic	 process and, all lame metaphors aside, there are real human feelings at stake in our prospects for loss of every kind, but especially in the fate of people we love.
no	X and Y	slow	tidy	fast - slow	(\bslow) and (?!fast)(\b\w+)	 He was 	slow and tidy	, and remembered his childhood as lonely and rather unhappy, because, as he said, " I was the little Jewish boy in the non-Jewish neighborhood.
no	X and Y	wrong	insane	right - wrong	(\bwrong) and (?!right)(\b\w+)	 Everything that's 	wrong and insane	 about our settlement and consumption patterns is magnified about a thousand times here.
no	X and Y	poor	uneducated	poor - rich	(\bpoor) and (?!rich)(\b\w+)	Also, among the 	poor and uneducated	, the mere fact of parenthood makes you an " adult ".
yes	X and Y	small	large	large - small	(small) and (large)	 useful for 	small and large	 scale industries 3.
yes	X and Y	urban	rural	rural - urban	(urban) and (rural)	 Occupies a focus on the fight against 	urban and rural	 areas, rural areas such as weak supervision of fake goods production and behavior of the food there.
no	X and Y	regional	small	large - small	(?!large)(\b\w+) and (\bsmall)	 We need to get rid of that provision because it's killing 	regional and small	 banks.
no	X and Y	consuming	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 I knew this would be a time-	consuming and difficult	 task, but I was determined to answer this question.
no	X and Y	mature	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Once ATI drivers for Linux become a bit more 	mature and easy	 to deal with, I will probably switch if they want to continue this route.
no	X and Y	pleasant	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 are all excellent and make for 	pleasant and easy	 reading.
no	X and Y	accessible	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Keep your data 	accessible and easy	 to restore so getting a new gadget and setting it up will be a joy, not a hassle.
no	X and Y	warm	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 I would def go back, the weather was very 	warm and dry	.
no	X and Y	busy	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 But temperate regions do support quite diverse groups @ @ @ @ @ @ @ @ @ @ PhD students 	busy and happy	.
no	X and Y	soft	gentle	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 The actor's meticulous research revealed that Lincoln's voice was rather 	soft and gentle	 and he was known to be a man with a good sense of humor.
no	X and Y	familiar	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 He needs to present something as 	familiar and easy	 to pull on as the cozy fall sweaters you're currently pulling out of your dresser drawers.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 There is no right or wrong, 	good or bad	, black or white, all that exists is the oneness of divine love.
no	X and Y	difficult	costly	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 @ @ @ @ @ @ @ @ @ @ and effectively discourages future crossing attempts by making it more 	difficult and costly	 to reinitiate a journey to the United States.
no	X and Y	long	documented	long - short	(\blong) and (?!short)(\b\w+)	 Since the Republicans have a 	long and documented	 tendency to create, promote, and prolong that crises it's difficult to see how flip flop by Obama would secure his legacy as a the guy who saved America.
no	X and Y	young	old	new - old	(?!new)(\b\w+) and (\bold)	 I urge you to read JVP's courageous statement, which I know gives voice to increasing numbers of Jews and non-Jews, 	young and old	, religious and secular, who are coming together through the courage of their conscience.
no	X and Y	busy	slow	fast - slow	(?!fast)(\b\w+) and (\bslow)	 Off Season, Phoenix is peaks and valleys of 	busy and slow	.
no	X and Y	poor	working	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 - by the end of the 1870's, blacks were as free as 	poor and working	 class whites; not much of an improvement, you say?
no	X or Y	bad	worse	bad - good	(\bbad) or (?!good)(\b\w+)	 Hell, the mentally ill have it as 	bad or worse	 than ever and no market-based solution is going to help them.
no	X or Y	old	young	new - old	(\bold) or (?!new)(\b\w+)	 Slaves had housing, food and clothing provided and were cared for sick or well, 	old or young	.
no	X and Y	resistant	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 These tough roses are disease 	resistant and cold	 hardy to zone 4.
no	X and Y	resistant	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 These tough roses are disease 	resistant and cold	 hardy to zone 4.
no	X or Y	bad	worst	bad - good	(\bbad) or (?!good)(\b\w+)	 There are, of course, ways to solve the 	bad or worst	 of all, but they are not the best.
no	X and Y	sad	pathetic	happy - sad	(\bsad) and (?!happy)(\b\w+)	 By doing such, I get all kinds of recommended videos and I have come across so many from BW that just make them look 	sad and pathetic	.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 Hell racism is 	alive and well	 sweetie.
no	X and Y	rich	famous	poor - rich	(\brich) and (?!poor)(\b\w+)	 **25;11705;TOOLONG has made so many people 	rich and famous	 that everyone from Tom Hanks to Joni Mitchell lines up to sit on a couch and talk about his roller-coaster career in music, movies and theater.
no	X and Y	practical	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 In most cases, straying from credit lines by developing a realistic budget is a 	practical and easy	 way to begin eliminating debt one step at a time.
yes	X and Y	soft	hard	hard - soft	(soft) and (hard)	 Gold Medal flours are always the same blend of 	soft and hard	 wheats, so you have no surprises or variations in water quantity.
no	X and Y	sticky	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 I also heard it made the dough 	sticky and difficult	 to work with.
no	X and Y	easy	tasty	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 This crust, however is so 	easy and tasty	 that it takes the stress out of making pies.
no	X and Y	unstable	hard	hard - soft	(?!soft)(\b\w+) and (\bhard)	 As a result my dough was very salty, 	unstable and hard	 to work with because it would turn oily very fast during the folding and rolling process and no amount of cooling the dough worked.
no	X and Y	trendy	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 The people looked 	trendy and happy	.
no	X and Y	bad	sleazy	bad - good	(\bbad) and (?!good)(\b\w+)	 Come on now, I know all you libbers ca n't be that 	bad and sleazy	.
no	X and Y	sad	disgusting	happy - sad	(\bsad) and (?!happy)(\b\w+)	 What a 	sad and disgusting	 display of losers.
no	X and Y	poor	disabled	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 We shall see after four years if our state is afflicted with more tribulation or hopefully in a condition to celebrate BUT not at the sacrifice of the 	poor and disabled	.
no	X and Y	wealthy	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	 And once the currently dwindling middle class becomes no more and all that is left is the 	wealthy and poor	 then civilization as we know it will collapse eventually.
no	X and Y	long	arduous	long - short	(\blong) and (?!short)(\b\w+)	 It's been a 	long and arduous	 struggle but, in honor of our forbears, WE'VE DONE IT!
no	X and Y	optimistic	idealistic	optimistic - pessimistic	(\boptimistic) and (?!pessimistic)(\b\w+)	 Let's hope he's right and he's not just being his usual 	optimistic and idealistic	 self.
no	X or Y	big	small	large - small	(?!large)(\b\w+) or (\bsmall)	 I guess I just refuse to believe these spaces could return to their benign states after serving as such monumental exit points for a life, 	big or small	.
yes	both X and Y	dead	alive	alive - dead	both (dead) and (alive)	 " That vision of Los Angeles has always fascinated me -- that and the transient nature of a city that holds far too many dreams, 	both dead and alive	.
no	X and Y	dark	sad	happy - sad	(?!happy)(\b\w+) and (\bsad)	 It still feels 	dark and sad	.
no	X or Y	full	new	new - old	(?!old)(\b\w+) or (\bnew)	 When the two are at 90 degrees from each other, the total elongation is at its minimum, and when the two are in sync (during a 	full or new	 moon) the effect is strongest.
yes	X or Y	slow	fast	fast - slow	(slow) or (fast)	 Variations in the gene that codes for this enzyme determine 	slow or fast	 rates of metabolism and therefore, the level of nicotine in the blood that reaches the brain.
no	X and Y	true	worthy	false - true	(\btrue) and (?!false)(\b\w+)	 Paradoxically in so doing we will be saving both life on Earth and our own 	true and worthy	 human life here, by learning to share, by learning to do something good for other kinds.
no	X and Y	long	fractured	long - short	(\blong) and (?!short)(\b\w+)	 The 	long and fractured	 history of the Arabs have influenced the current way that government and life are being run, and it @ @ @ @ @ @ @ @ @ @ do something to change it.
no	X or Y	great	small	large - small	(?!large)(\b\w+) or (\bsmall)	 love the simple and those that can smile and be content with whatever is the measure of their portion whether that portion be 	great or small	.
no	X and Y	privileged	wrong	right - wrong	(?!right)(\b\w+) and (\bwrong)	'" Doing that would be 	privileged and wrong	 but probably an oversight.
yes	X and Y	masculine	feminine	feminine - masculine	(masculine) and (feminine)	 I love androgynous and @ @ @ @ @ @ @ @ @ @ the 	masculine and feminine	 in a way that makes me weak.
no	X and Y	Christian	new	new - old	(?!old)(\b\w+) and (\bnew)	 Morteza Tamadon, had called for severe consequences against 	Christian and new	 converts to Christianity in the Islamic Republic.
no	X and Y	registered	active	active - passive	(?!passive)(\b\w+) and (\bactive)	 Finding the number of 	registered and active	 users from their recent earnings report.
no	X and Y	private	nonprofit	private - public	(\bprivate) and (?!public)(\b\w+)	 By working together, government, 	private and nonprofit	 organizations, emergency responders, and private citizens can help save lives and reduce the damage caused by these storms.
no	X or Y	old	weak	new - old	(\bold) or (?!new)(\b\w+)	 Whenever I closed my eyes, I saw the faces of the aged people whom I was serving -- some were paralyzed in bed; some suffered from cataracts; some were too 	old or weak	 to walk.
no	X and Y	difficult	unpleasant	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 At times, we might find ourselves tutting at how 	difficult and unpleasant	 Lolita is being, before catching ourselves and remembering that SHE'S A YOUNG GIRL BEING ABUSED BY HER STEPFATHER.
no	X and Y	alive	aware	alive - dead	(\balive) and (?!dead)(\b\w+)	 We've got to come 	alive and aware	.
no	X and Y	urban	natural	rural - urban	(\burban) and (?!rural)(\b\w+)	 Morgan Puett of Mildred's Lane and the Mildred Complex(ity); designer Karen Hewitt; and educators Reggio Children allowed participants to imagine and explore 	urban and natural	 spaces for play.
no	X and Y	slow	steady	fast - slow	(\bslow) and (?!fast)(\b\w+)	 today, I make a conscious effort not to give everything my son's heart desires so that he can feel the want becoming a need, 	slow and steady	.
no	X and Y	easy	natural	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 In such an 	easy and natural	 atmosphere Bhakti can smoothly be performed.
no	X and Y	pure	high	high - low	(?!low)(\b\w+) and (\bhigh)	 The heartbreak is unbelievable when you loved whats was 	pure and high	, be cheapened by that which seems to loose all intelligences and has ambition only as its outcome.
no	X and Y	new	unknowing	new - old	(\bnew) and (?!old)(\b\w+)	 of kick-backs and secret handshakes with the aim of controlling the wealth which will come from 	new and unknowing	 devotees.
no	X or Y	good	inteligent	bad - good	(\bgood) or (?!bad)(\b\w+)	 do nt need to be 	good or inteligent	 to perceive the ocean of dierence between this 2 levels of devotees.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 The purpose of this post is to try and raise money for him, his bills and perhaps a better defense, not to determine 	right or wrong	; a court will do that.
no	X and Y	unjustified	wrong	right - wrong	(?!right)(\b\w+) and (\bwrong)	 Certainly it sounds 	unjustified and wrong	 what happened to Chuey.
yes	X and Y	right	wrong	right - wrong	(right) and (wrong)	 Yes even I concur that right is 	right and wrong	 is wrong.
no	X and Y	long	arduous	long - short	(\blong) and (?!short)(\b\w+)	 My tub cleaning after the henna process was becoming quite 	long and arduous	.
no	X and Y	original	new	new - old	(?!old)(\b\w+) and (\bnew)	 He's got more class than to write about the 3-breasted space hooker in both the 	original and new	 films.
no	X and Y	colorful	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 I like to see 	colorful and happy	 things!
no	X and Y	good	stylish	bad - good	(\bgood) and (?!bad)(\b\w+)	 Sticking religiously to the rules is the bane of creativity because not all rules translate effectively into making a 	good and stylish	 story.
no	X and Y	short	revealing	long - short	(\bshort) and (?!long)(\b\w+)	 It was a great scene and should've been included in my opinion--it was 	short and revealing	.
yes	X and Y	old	new	new - old	(old) and (new)	 The media (old and new	) and partisan surrogates (across the map) have been on a bulimic binge of supposedly useful commentary.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	 All with the goal of dragging in, 	dead or alive	, the highest ratings, the most click-thrus, the greatest number of unique pageviews, and/or the biggest, oozing chunk of the $2 billion campaign-spending pie.
no	X and Y	small	skinny	large - small	(\bsmall) and (?!large)(\b\w+)	 So I kind of want to spread the word that you do n't need to be a super 	small and skinny	 person to run a marathon.
yes	X or Y	public	private	private - public	(public) or (private)	 How else would @ @ @ @ @ @ @ @ @ @ they target thei audience just as anyone else would: 	public or private	.
no	X or Y	dynamic	large	large - small	(?!small)(\b\w+) or (\blarge)	 This assembly was not 	dynamic or large	, but it was devoted and faithful to Christ and to the Scriptures.
no	X and Y	shiny	wet	dry - wet	(?!dry)(\b\w+) and (\bwet)	 I've learned to love raindrops dripping from flowers and leaves all 	shiny and wet	.
no	X and Y	Loose	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 	Loose and easy	.
no	X and Y	new	innovative	new - old	(\bnew) and (?!old)(\b\w+)	 I loved learning 	new and innovative	 ideas in the world of education.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	 and said that Sandeen was unconscious and that " he did not know if she was 	dead or alive	.
no	X and Y	rich	useful	poor - rich	(\brich) and (?!poor)(\b\w+)	 TCLMiTV Internet TV will be online for online games, online music appreciation, timely weather inquiries, timely stock inquiries, breaking news and so 	rich and useful	 features.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 I agree there are 	good and bad	 things about unions and like lawyers, they make everything more complicated but before you go off and make general negative statements about things, get some inside knowledge first.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Thanks for your comments, David - I expect that we do agree that these are very complex issues and there really are no 	quick and easy	 answers.
no	X and Y	starving	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 So what, we are going to wait until half of us are 	starving and cold	?
no	X and Y	old	common	new - old	(\bold) and (?!new)(\b\w+)	 Although the film may be obscure, the tropes it uses, depicting the Prophet Muhammad as a fraud and a womanizer, are very 	old and common	, according to Gelvin.
no	X and Y	rich	diverse	poor - rich	(\brich) and (?!poor)(\b\w+)	 Her first book, Feminist Coalitions, is an edited collection of historical essays that examine the 	rich and diverse	 coalitions feminists formed in postwar America.
no	X and Y	hot	sticky	cold - hot	(\bhot) and (?!cold)(\b\w+)	 I would rather focus on how we can just take a deep breath, get outside and enjoy a bit of summer no matter how 	hot and sticky	 it may be.
no	X or Y	incomplete	poor	poor - rich	(?!rich)(\b\w+) or (\bpoor)	 As a result, most websites that get stalled at the launch point got stuck there because of 	incomplete or poor	 content.
no	X or Y	heavy	paltry	heavy - light	(\bheavy) or (?!light)(\b\w+)	 Mobile has far reaching demand, regardless of whether it's 	heavy or paltry	 users.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 However, he drew attention to the ongoing problems of China such as environmental pollution, corruption and the growing gap 	between rich and poor	.
no	X and Y	dead	boring	alive - dead	(\bdead) and (?!alive)(\b\w+)	 I fully agree with you that a world of nouns without verbs is 	dead and boring	, but that does not change the rest of the story.
no	X and Y	simple	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 In English, you can construct 	simple and easy	 to understand sentences, but you can also construct horrendously long and complicated sentences.
no	X and Y	long	complicated	long - short	(\blong) and (?!short)(\b\w+)	 In English, you can construct simple and easy to understand sentences, but you can also construct horrendously 	long and complicated	 sentences.
no	X and Y	useful	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 People there feel that objects are like a box - they're incredibly 	useful and easy	 to manipulate, but they ca n't work alone.
no	X and Y	dead	wounded	alive - dead	(\bdead) and (?!alive)(\b\w+)	 The majority of the 	dead and wounded	 are civilians, including eight children and a pregnant woman.
no	X and Y	sad	lonely	happy - sad	(\bsad) and (?!happy)(\b\w+)	 And sometimes that makes you 	sad and lonely	 and vulnerable.
no	X and Y	active	responsible	active - passive	(\bactive) and (?!passive)(\b\w+)	 A life which is too busy, 	active and responsible	 with some thrills is recommended.
no	X and Y	simple	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	'That's the beauty of Just Yell Fire techniques: they're really 	simple and easy	 to learn.
no	X and Y	rich	powerful	poor - rich	(\brich) and (?!poor)(\b\w+)	 We have two sets of rules, one for the 	rich and powerful	 and one for the rest of us.
no	X and Y	sad	pathetic	happy - sad	(\bsad) and (?!happy)(\b\w+)	 If I wanted to, I could stop working tomorrow and live off interest -- but that would be kinda 	sad and pathetic	 as someone who tries to contribute to society.
no	X and Y	cool	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 The modern interface is very 	cool and easy	 to use but the lack of apps is going to grate on me a lot as the wow factor diminishes.
yes	both X and Y	large	small	large - small	both (large) and (small)	There is the sea, vast and spacious, teeming with creatures beyond number -- living things 	both large and small	.
no	X and Y	light	tasty	heavy - light	(\blight) and (?!heavy)(\b\w+)	 It's so 	light and tasty	.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Does that mean that iced coffee is 	good or bad	?
no	X and Y	easy	impossible	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 For the Silicon Valley guys difficult is 	easy and impossible	 just takes some time!
no	from X to Y	good	worse	bad - good	from (\bgood) to (?!bad)(\b\w+)	 Large points will cause your credit to change dramatically 	from good to worse	.
yes	X and Y	hard	soft	hard - soft	(hard) and (soft)	 His combination of 	hard and soft	 is always what we need.
yes	X and Y	male	female	female - male	(male) and (female)	 But forget the politically correct notion that there are no specifically 	male and female	 virtues.
no	X and Y	old	broken	new - old	(\bold) and (?!new)(\b\w+)	 Anyway, while waiting in the station, I saw an electrician replace the 	old and broken	 Cruisin'USA game with a new Capcom Marvel Heroes game.
no	X and Y	new	different	new - old	(\bnew) and (?!old)(\b\w+)	 these OWS folks need 	new and different	 ideas to be taken seriously, not to mention meaningful solutions.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	 Put out an international arrest warrant for Soros 	dead or alive	.
no	X and Y	tried	true	false - true	(?!false)(\b\w+) and (\btrue)	 My suggestion is much more ethical than the old 	tried and true	 way to win a war throughout history, which was ethnic cleansing AND genocide!
