class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	new	wonderful	new - old	(\bnew) and (?!old)(\b\w+)	 Each place I go is 	new and wonderful	 in its own ways, but the whole package that is America.
no	X and Y	well	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 It's all 	well and good	 to say I should be honest, but if being honest might get me publicly shamed, smacked around, etc.
no	X and Y	cold	passionless	cold - hot	(\bcold) and (?!hot)(\b\w+)	 is not the only country in the world to be described as " 	cold and passionless	.
yes	both X and Y	good	bad	bad - good	both (good) and (bad)	 Comments on a blog usually dreg up the most extreme viewpoints, 	both good and bad	.
yes	X or Y	rich	poor	poor - rich	(rich) or (poor)	 True love for country means helping each and every American -- 	rich or poor	.
no	X and Y	poor	desolate	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 It's a different issue when children are so 	poor and desolate	 they're ridden with parasites and diseases because they lack the comforts Americans more often find.
yes	both X and Y	right	wrong	right - wrong	both (right) and (wrong)	 So from my point of view (and maybe just mine), you are 	both right and wrong	.
no	X and Y	small	wealthy	large - small	(\bsmall) and (?!large)(\b\w+)	 As you pointed out, many of the countries that out perform the US are 	small and wealthy	.
no	X and Y	alive	present	alive - dead	(\balive) and (?!dead)(\b\w+)	 We are very much still an 	alive and present	 culture, which is another thing you could probably add to this list.
no	X and Y	wrong	uncomfortable	right - wrong	(\bwrong) and (?!right)(\b\w+)	 However, referring to the United States of America as just " America " is problematic, and makes many of the arguments in this post 	wrong and uncomfortable	.
no	X and Y	dry	earthy	dry - wet	(\bdry) and (?!wet)(\b\w+)	 It's going to be twice as effective for someone so 	dry and earthy	!
yes	X and Y	old	new	new - old	(old) and (new)	 " He spoke of the 	old and new	 faces on stage, and also in the audience: " I want to make sure there are some new faces out there!
no	X and Y	rich	expressive	poor - rich	(\brich) and (?!poor)(\b\w+)	 His solo was 	rich and expressive	 and evocative of his uncle's work without being a carbon copy.
no	X and Y	high	clear	high - low	(\bhigh) and (?!low)(\b\w+)	 Then, flipping the mood but with no less power, " Drive All Night " (reprised from its tour debut in Gothenburg) was magnificent -- a sublime, impassioned vocal, Jake's sax 	high and clear	.
no	X and Y	poor	middle	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 A structural shift will actually be more benefitial for the 	poor and middle	 class than for the rich.
no	X and Y	poor	middle	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 I hate lies spread by some rich designed to fool the 	poor and middle	 class into @ @ @ @ @ @ @ @ @ @ spending taxes so the rich can get richer.
yes	X and Y alike	rich	poor	poor - rich	(rich) and (poor) alike	 How about exponentially more opportunity to defraud the system by 	rich and poor alike	.
yes	X or Y	rich	poor	poor - rich	(rich) or (poor)	 What most Americans 	rich or poor	 do not realize is we are already paying a consumption tax already it is just worded differently.
no	X or Y	old	younger	new - old	(\bold) or (?!new)(\b\w+)	) has more than QUADRUPLED and for a system that will absolutely not survive until " retirement " for anyone 40 years 	old or younger	.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 The " me too " attitude is pervasive, government as " personal savior'	alive and well	, and when Mitt Romney said that the vast (percentage) majority of Obama supporters pay no taxes.
no	X and Y	old	full	new - old	(\bold) and (?!new)(\b\w+)	 So when David was 	old and full	 of days, he @ @ @ @ @ @ @ @ @ @ Chronicles 23:1).
yes	both X and Y	active	passive	active - passive	both (active) and (passive)	 Methodology/Principal Findings Personal space was evaluated as the comfort interpersonal distance between participant and experimenter during 	both active and passive	 approach tasks.
no	X or Y	fair	poor	poor - rich	(?!rich)(\b\w+) or (\bpoor)	 After all, according to a recent Pew Research national poll, 88 percent of Americans rate national economic conditions as only 	fair or poor	.
no	X and Y	canned	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 If you can only scrape together a little cash, spend it all on 	canned and dry	 food that can store a year or more.
yes	neither X nor Y	hot	cold	cold - hot	neither (hot) nor (cold)	 But because you are 	neither hot nor cold	, I will spit you out of my mouth!
no	X and Y	active	alive	alive - dead	(?!dead)(\b\w+) and (\balive)	 There is no anointing in their sermons and the Word they teach is not " 	active and alive	, and sharper than any @ @ @ @ @ @ @ @ @ @ their hearts.
no	X and Y	serious	long	long - short	(?!short)(\b\w+) and (\blong)	 " They do require 	serious and long	 term commitment.
yes	X and Y	high	low	high - low	(high) and (low)	 in the second place, there are housing options with &; without trees for 	high and low	 income sectors of any urban area.
yes	from X to Y	rural	urban	rural - urban	from (rural) to (urban)	 (Overall, the loss of football could actually increase migration 	from rural to urban	 areas over time.
no	X and Y	tanned	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 They came back 	tanned and happy	 -- and while they're still hoping for a refund from their credit card for the not-so-adorable cottage, they remain sold on homes away from home.
no	X and Y	slow	cautious	fast - slow	(\bslow) and (?!fast)(\b\w+)	 He fancied upon the lowest; and, in a movement so 	slow and cautious	, even this might make all the difference; yet might it not have been the tenth, twelfth, or fourteenth stair?
no	X or Y	female	gay	female - male	(\bfemale) or (?!male)(\b\w+)	 yeh, most of us are 	female or gay	 males.
no	X and Y	evil	wrong	right - wrong	(?!right)(\b\w+) and (\bwrong)	 Anyone who would have a dog in the back of a pickup truck is 	evil and wrong	 and morally deficient, right?
no	X and Y	poor	affluent	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 These effects can be measured in resource-	poor and affluent	 societies (Kramer M et al Promotion of Breastfeeding Intervention Trial (PROBIT): A randomized trial in the Republic of Belarus.
no	X and Y	long	skinny	long - short	(\blong) and (?!short)(\b\w+)	 Sailboats designed for racing are not just 	long and skinny	 to make them more streamlined --- they are also long so that their hull speeds will be high.
no	X and Y	dense	hot	cold - hot	(?!cold)(\b\w+) and (\bhot)	 At some point, it must have been extremely 	dense and hot	, and we can even detect the radiation from this early fireball, in the form of microwave radiation that permeates space.
yes	X and Y	high	low	high - low	(high) and (low)	 It's on point again and again, hitting at the 	high and low	 notes about being in your twenties, about being on your own and still so far from grown.
no	X and Y	rich	famous	poor - rich	(\brich) and (?!poor)(\b\w+)	 Then there are the kids of 	rich and famous	 who take their privilege for granted, and sail through life off the back of it while denying that it has made any difference.
no	X or Y	new	transgressive	new - old	(\bnew) or (?!old)(\b\w+)	 I think a lot of the irritation comes from being expected to laud something that might not actually be that 	new or transgressive	, simply because it does n't write women characters as bimbos.
no	X and Y	rich	privileged	poor - rich	(\brich) and (?!poor)(\b\w+)	 With this in mind, it further begs the question why @ @ @ @ @ @ @ @ @ @ find a way to fit a POC in their cast, 	rich and privileged	 or not.
no	X and Y	existing	new	new - old	(?!old)(\b\w+) and (\bnew)	 The drive to get better and never be told " no " is what has allowed me to grow my business continually with all my 	existing and new	 customer's.
no	X and Y	minor	manageable	major - minor	(\bminor) and (?!major)(\b\w+)	 Historically, the dangers of DHMO, for the most part, have been considered 	minor and manageable	.
no	X and Y	limp	dead	alive - dead	(?!alive)(\b\w+) and (\bdead)	 They would n't just come out 	limp and dead	.
no	X and Y	limp	dead	alive - dead	(?!alive)(\b\w+) and (\bdead)	 Complaining that they were n't " just coming out 	limp and dead	 " like they were expected to?
yes	X and Y	small	large	large - small	(small) and (large)	 I am not sure what the definition of Rich is but I am thankful for the 	small and large	 business owners that take the chance to start a business, I have been fortunate to work for them!
no	X and Y	soft	weak	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 But when a woman is a " soft " atheist, then, well, obviously @ @ @ @ @ @ @ @ @ @ They're inherently 	soft and weak	.
no	X and Y	wide	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 That's why it is so expressive and has such a 	wide and rich	 vocabulary.
no	X and Y	eroded	new	new - old	(?!old)(\b\w+) and (\bnew)	 Ultimately features once lauded become 	eroded and new	 twists and turns take their place.
no	X and Y	tried	true	false - true	(?!false)(\b\w+) and (\btrue)	 You followed the 	tried and true	 tactics of getting the best rate.
no	X and Y	old	wrinkly	new - old	(\bold) and (?!new)(\b\w+)	 We all grow 	old and wrinkly	 some day, so wait out for someone who will love you for you, and not because you are giving him sex.
no	X and Y	fascinating	sad	happy - sad	(?!happy)(\b\w+) and (\bsad)	 It's 	fascinating and sad	.
no	X and Y	heavy	bulky	heavy - light	(\bheavy) and (?!light)(\b\w+)	 Printed PowerPoints are very 	heavy and bulky	 compared to a report @ @ @ @ @ @ @ @ @ @ be taken care of by your local sales organisation.
no	X and Y	false	unkind	false - true	(\bfalse) and (?!true)(\b\w+)	 When men are 	false and unkind	, still God is faithful and gracious; and his time to show himself so is, when we are most disappointed by men.
no	X and Y	happy	free	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 Even if we're not dating, I always feel 	happy and free	 and feminine.
no	X and Y	free	feminine	feminine - masculine	(?!masculine)(\b\w+) and (\bfeminine)	 Even if we're not dating, I always feel happy and 	free and feminine	.
no	X and Y	sad	irritable	happy - sad	(\bsad) and (?!happy)(\b\w+)	 Being a little 	sad and irritable	, I said, " Sorry in advance for not being very fun.
no	X and Y	new	wonderful	new - old	(\bnew) and (?!old)(\b\w+)	 They want to ask their own questions, collect their own data, and arrive at 	new and wonderful	 ideas.
no	X and Y	hot	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 Racism is still 	hot and heavy	 in Arkansas.
no	X and Y	long	vexatious	long - short	(\blong) and (?!short)(\b\w+)	 After a 	long and vexatious	 trial, Alice loses.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 There can be an endless flow of feelings, fightings, and arguments about who is 	right or wrong	, but they actually do n't really matter.
no	X and Y	wrong	oppressive	right - wrong	(\bwrong) and (?!right)(\b\w+)	 We've been sold a set of lies that paint the art of war as morally 	wrong and oppressive	 or as a militarized or militant act.
yes	X and Y	new	old	new - old	(new) and (old)	 Gather together what you've found in the movement or the moment: 	new and old	 friends, passions, material means, the blackness in your heart shared by all.
yes	X and Y	new	old	new - old	(new) and (old)	 Gather together what you've found in the movement or the moment: 	new and old	 friends, passions, material means, the blackness in your heart shared by all.
no	X and Y	female	single	female - male	(\bfemale) and (?!male)(\b\w+)	 That's right: in China, if you're 30, 	female and single	, you're considered well and truly on the shelf.
no	X and Y	new	fresh	new - old	(\bnew) and (?!old)(\b\w+)	 The pack rat brought a range of resources that could be accessed and used to create 	new and fresh	 ideas.
no	X and Y	new	fresh	new - old	(\bnew) and (?!old)(\b\w+)	 The pack rat brought a range of resources that could be accessed and used to create 	new and fresh	 ideas.
no	X and Y	black	old	new - old	(?!new)(\b\w+) and (\bold)	 This one for a watering hole employs one of my favorite color combinations, 	black and old	 gold, plus raised plastic letters in Garamond Bold.
no	X and Y	dramatic	permanent	permanent - temporary	(?!temporary)(\b\w+) and (\bpermanent)	 First, there has to be a 	dramatic and permanent	 shift in the party coalitions.
yes	both X and Y	public	private	private - public	both (public) and (private)	 A cost-of-living adjustment is used by 	both public and private	 employers to compensate employees for these fluctuations.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 I believe any real challenge to the sport lies in coloring all hunting with the same paintbrush, not in pointing out that there are 	good and bad	 aspects to it.
no	X and Y	well	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 Both of these are 	well and good	, but what we are seeking is a definition of the worldview known as Secular Humanism.
no	X or Y	private	religious	private - public	(\bprivate) or (?!public)(\b\w+)	 If your child will be attending a 	private or religious	 elementary or secondary school, consider opening an ESA and contributing up to $2,000 per year.
no	X and Y	rich	famous	poor - rich	(\brich) and (?!poor)(\b\w+)	 Wheeled vehicles became common - and water management evolved into irrigation dams, drains and basins, and personal bathrooms of their era's 	rich and famous	.
no	X and Y	elementary	high	high - low	(?!low)(\b\w+) and (\bhigh)	 - for folks in the Web World who enjoy Ancient history as much as I do: the " public, " history buffs, families, students of all ages, 	elementary and high	 school teachers, university faculty.
no	X and Y	new	creative	new - old	(\bnew) and (?!old)(\b\w+)	 Thank you so much for sharing your special gift with the world and always looking for 	new and creative	 ways to get information out to us.
no	X and Y	young	old	new - old	(?!new)(\b\w+) and (\bold)	 People 	young and old	 from any cultural can draw knowledge and inspiration from him.
no	X and Y	old	young	new - old	(\bold) and (?!new)(\b\w+)	 I see men and women, 	old and young	, suits and t-shirts, a very diverse crowd.
no	X and Y	long	complicated	long - short	(\blong) and (?!short)(\b\w+)	 My interest in religion stems from a 	long and complicated	 history in which people, places and dramas have left an indelible mark on my religious identity.
no	X and Y	rich	creamy	poor - rich	(\brich) and (?!poor)(\b\w+)	 I did n't use any heavy cream or butter to make this 	rich and creamy	 pasta.
no	both X and Y	old	young	new - old	both (\bold) and (?!new)(\b\w+)	 For one thing, a tidally heated moon may remain hot and bright for the lifetime of its star, making it visible in solar systems 	both old and young	.
no	X and Y	hot	bright	cold - hot	(\bhot) and (?!cold)(\b\w+)	 For one thing, a tidally heated moon may remain 	hot and bright	 for the lifetime of its star, making it visible in solar systems both old and young.
no	X and Y	New	old	new - old	(?!new)(\b\w+) and (\bold)	 	New and old	 Keynesians.
no	X and Y	long	arduous	long - short	(\blong) and (?!short)(\b\w+)	 Will it be 	long and arduous	 or will it be the theory from which other models will build?
yes	X or Y	large	small	large - small	(large) or (small)	 Nevertheless, the one point that Lucas stresses is that agents act rationally, but will still make mistakes (random) that can be 	large or small	.
no	X and Y	new	interesting	new - old	(\bnew) and (?!old)(\b\w+)	 I had a lot of fun finding 	new and interesting	 ways to kill those scientists.
no	X and Y	large	startling	large - small	(\blarge) and (?!small)(\b\w+)	 " To the hard of hearing you shout, and for the almost-blind you draw 	large and startling	 figures.
no	X and Y	strong	large	large - small	(?!small)(\b\w+) and (\blarge)	 They are 	strong and large	.
no	X or Y	rich	great	poor - rich	(\brich) or (?!poor)(\b\w+)	 The person appointed to entertain Elijah is not one of the 	rich or great	 men of Sidon; but a poor widow woman, in want, and desolate, is made both able and willing to sustain him.
no	X and Y	large	important	large - small	(\blarge) and (?!small)(\b\w+)	 This 	large and important	 group appeared early in the evolution of vascular plants, and throughout the Late Paleozoic shared dominance of the land flora with ferns, lycophytes, and sphenopsids.
no	X and Y	rude	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 When they replied, it was very 	rude and cold	.
no	X and Y	rich	expanding	poor - rich	(\brich) and (?!poor)(\b\w+)	 For any kind of reference enquiry, the book really can be improved upon, and at Macmillan, we've taken the decision to phase out printed dictionaries and focus on our 	rich and expanding	 collection of digital resources.
no	X and Y	poor	middle	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 Also according to the government, there is going to be a mechanism to compensate 	poor and middle	 class citizens.
no	X and Y	Big	small	large - small	(?!large)(\b\w+) and (\bsmall)	 	Big and small	.
yes	X and Y	rich	poor	poor - rich	(rich) and (poor)	 I have interviewed 	rich and poor	, young and old, Democrats, Republicans and everything in between.
no	X and Y	young	old	new - old	(?!new)(\b\w+) and (\bold)	 I have interviewed rich and poor, 	young and old	, Democrats, Republicans and everything in between.
no	X and Y	long	agonizing	long - short	(\blong) and (?!short)(\b\w+)	 What we all expected to be a 	long and agonizing	 process of recounts and challenges was over by 11:18 p.
no	X and Y	young	old	new - old	(?!new)(\b\w+) and (\bold)	 It is inspirational -- because so many characters, 	young and old	, @ @ @ @ @ @ @ @ @ @.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 United States should be united always in the 	good and bad	 times.
no	X and Y	journalistic	public	private - public	(?!private)(\b\w+) and (\bpublic)	 There are many non whites that would like to join this movement, but you Ms Conley in your typical 	journalistic and public	 media fassion, are trying to control the people's thinking and opinions.
no	X and Y	divided	dead	alive - dead	(?!alive)(\b\w+) and (\bdead)	The land of the rich and the home of the 	divided and dead	.
no	X and Y	feminine	realistic	feminine - masculine	(\bfeminine) and (?!masculine)(\b\w+)	 In Halo 3, she becomes slightly bluer and again her face, hair, and body are changed to look more 	feminine and realistic	.
no	X and Y	practical	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 That's why the principles you'll gain at this entertaining seminar are 	practical and easy	 to apply to everyday life.
no	either too X or too Y	passive	pushy	active - passive	either too (\bpassive) or too (?!active)(\b\w+)	 Develop methods for being assertive, without being 	either too passive or too pushy	.
no	X or Y	useful	good	bad - good	(?!bad)(\b\w+) or (\bgood)	 Basically, everything that's 	useful or good	 in protecting privacy?
no	X and Y	true	reasonable	false - true	(\btrue) and (?!false)(\b\w+)	 Both Anthony's and my statements are 	true and reasonable	 in response to exaggerations appearing in the media or long-standing predictions by the AWG leaders.
no	X and Y	soft	malleable	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 My hand crept under his vest and around the 	soft and malleable	 curve of his stomach.
no	X and Y	chilly	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 Taking pictures outside for most of the next few months will be 	chilly and cold	, and my young helpers on the modeling front do n't work outside in the winter.
no	X, not Y	ugly	easy	difficult - easy	(?!difficult)(\b\w+), not (\beasy)	 " And paraphrasing Tim O'Reilly at Tools of Change earlier this year, that's one of the reasons there are publishers - to handle the 	ugly, not easy	 stuff.
no	X and Y	long	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 " He had not seen his son in a few years, and his wife had not seen him either, so this was a family reunification after a 	long and difficult	 separation.
no	X and Y	private	nonprofit	private - public	(\bprivate) and (?!public)(\b\w+)	 Still others might maintain that achievement is a word best reserved for success on important, difficult problems that the 	private and nonprofit	 sectors simply can not solve on their own.
no	X and Y	private	nonprofit	private - public	(\bprivate) and (?!public)(\b\w+)	 His professional experience includes the 	private and nonprofit	 sectors as President of @ @ @ @ @ @ @ @ @ @ Athena Institute International, a nonprofit dedicated to the lifecycle assessment of buildings.
yes	X and Y	private	public	private - public	(private) and (public)	 He has also launched the Hawai'i Fair Share Initiative which seeks more 	private and public	 investment in Hawai'i.
no	X and Y	cheap	small	large - small	(?!large)(\b\w+) and (\bsmall)	 Manometers are appearing on so many digital watches and cameras nowadays they are 	cheap and small	.
no	X or Y	personal	private	private - public	(?!public)(\b\w+) or (\bprivate)	 Scandal-free, no skeletons in his 	personal or private	 life.
no	X and Y	sugary	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 However, by the end it is all just too 	sugary and happy	: a few scenes to wrap everything up and then he rides off into the sunset never to have another problem again.
no	X and Y	large	thin	large - small	(\blarge) and (?!small)(\b\w+)	 Immediately tip the skillet in a gentle circular motion so that the batter spreads into an ever increasingly 	large and thin	 round crpe (see video clip below).
no	X and Y	big	small	large - small	(?!large)(\b\w+) and (\bsmall)	 and Indian companies, 	big and small	, and will directly support both President Obama's National Export Initiative and Prime Minister Singh's recently-introduced budget objectives.
no	X and Y	old	older	new - old	(\bold) and (?!new)(\b\w+)	 Clients must be 60 years 	old and older	, and have a qualifying annual income limit of $35,298 for a single person and $49, 947 for the couple, assets under $35,000 (excluding home and car).
yes	X and Y	public	private	private - public	(public) and (private)	 This web site checks the potential eligibility of adults age 55 and over for more than 260 	public and private	 prescription drug programs.
yes	X and Y	public	private	private - public	(public) and (private)	org or 800-477-2669) is an organization that researches the various drug assistance programs currently available and provides access to more than 275 	public and private	 patient assistance programs, including more than 150 programs offered by pharmaceutical companies.
no	X or Y	plenary	temporary	permanent - temporary	(?!permanent)(\b\w+) or (\btemporary)	 Consequently, an order of protection may be joined together with a 	plenary or temporary	 petition for adjudication of disability, and a court may enter both orders of protection and orders appointing guardians in the same proceeding.
no	X and Y	true	complete	false - true	(\btrue) and (?!false)(\b\w+)	 But a 	true and complete	 gift does not come with strings, once given to the child there is no legal obligation on the part of the child to help mom and dad later.
no	X or Y	incomplete	wrong	right - wrong	(?!right)(\b\w+) or (\bwrong)	 Once there, they are likely to give 	incomplete or wrong	 information.
no	X and Y	permanent	total	permanent - temporary	(\bpermanent) and (?!temporary)(\b\w+)	 The claimant must have a 	permanent and total	 disability, and the disability was caused without willful misconduct of the claimant.
no	X and Y	low	moderate	high - low	(\blow) and (?!high)(\b\w+)	 The study was done to determine the need for housing for 	low and moderate	 income families.
no	X and Y	pleasant	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 The Excursions We went on 2 of the excursions available, the'Truck Safari'is run by a very 	pleasant and happy	 guy called Saali from a company called'Evergreen'who explains most of the activities as you progress.
yes	both X and Y	hot	cold	cold - hot	both (hot) and (cold)	 If you enjoy a wide variety of foods 	both hot and cold	 this is the place for you.
no	X and Y	slow	sleepy	fast - slow	(\bslow) and (?!fast)(\b\w+)	 I return for a group class, which is like taking @ @ @ @ @ @ @ @ @ @ barely move, much too 	slow and sleepy	 for me.
yes	more X than Y	right	wrong	right - wrong	more (right) than (wrong)	 It feels 	more right than wrong	.
no	X and Y	comfortable	permanent	permanent - temporary	(?!temporary)(\b\w+) and (\bpermanent)	 and a 	comfortable and permanent	 minority presence in a diverse and civil University community.
no	X and Y	high	mighty	high - low	(\bhigh) and (?!low)(\b\w+)	 The GOP would n't be so 	high and mighty	 with my money and my future health if that were to be the case.
no	X and Y	poor	elderly	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 We pay the taxes, we pay for the very 	poor and elderly	's medicaid.
no	X and Y	growing	public	private - public	(?!private)(\b\w+) and (\bpublic)	 Now, not only has the tick's range expanded to more parts of the country, the number of diseases they may be carrying is also 	growing and public	 health officials are concerned.
no	X and Y	stubborn	sad	happy - sad	(?!happy)(\b\w+) and (\bsad)	 That's pretty brainless and 	stubborn and sad	.
no	X and Y	stubborn	sad	happy - sad	(?!happy)(\b\w+) and (\bsad)	 That's pretty brainless and 	stubborn and sad	.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 The first scenes of the 3rd season will be Ramsay torturing Theon, showing his true nature, which will then pan thru Winterfell, down into the crypts, to show Bran and Rickon 	alive and well	.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 The first scenes of the 3rd season will be Ramsay torturing Theon, showing his true nature, which will then pan thru Winterfell, down into the crypts, to show Bran and Rickon 	alive and well	.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 On it there were only three pictures, but they all showed Peter Pettigrew, 	alive and well	, conversing heatedly with Snape in the living room of the potion master's foyer.
no	X and Y	drunk	disorderly	drunk - sober	(\bdrunk) and (?!sober)(\b\w+)	 In preparation you may have pulled out all the stops to shape up and trim down, so do n't go and ruin it all by getting 	drunk and disorderly	 or pigging out at the work party!
yes	X or Y	hot	cold	cold - hot	(hot) or (cold)	 High-performance and specialized glass (triple-paned for extremely 	hot or cold	 climates, or impact-resistant for wind- or hurricane-prone regions) add to the cost of a window.
no	X and Y	vulnerable	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 He wore an oversized shirt that made him feel 	vulnerable and cold	.
no	X and Y	sad	ashamed	happy - sad	(\bsad) and (?!happy)(\b\w+)	 Winky is very 	sad and ashamed	 for being fired by her old master.
no	X or Y	difficult	alarming	difficult - easy	(\bdifficult) or (?!easy)(\b\w+)	 Even so, when you are provided with the proper details to boost your money successfully, it has stopped being this kind of 	difficult or alarming	 approach.
no	X or Y	free	light	heavy - light	(?!heavy)(\b\w+) or (\blight)	 Those with oily skin should use an oil 	free or light	 oil moisturizer.
no	X and Y	new	interesting	new - old	(\bnew) and (?!old)(\b\w+)	 The suggested questions are intended to help your reading group find 	new and interesting	 angles and topics for your discussion.
no	X and Y	alive	beautiful	alive - dead	(\balive) and (?!dead)(\b\w+)	 Is there any object or act that helps you feel 	alive and beautiful	, even when everything else seems to be falling apart?
no	X and Y	dry	scholarly	dry - wet	(\bdry) and (?!wet)(\b\w+)	 Very 	dry and scholarly	.
no	X and Y	dry	scholarly	dry - wet	(\bdry) and (?!wet)(\b\w+)	 Very 	dry and scholarly	.
no	X and Y	great	small	large - small	(?!large)(\b\w+) and (\bsmall)	 From newborn babies to koala bears -- all creatures 	great and small	, the Lord God drowned them all.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 " If you touch an insect, dead animal, or " the uncleanness of man " or if you swear to do something 	good or bad	 (5:2-4), kill a female lamb or goat for God.
no	X and Y	unhealthy	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	 Many have to humiliatingly turn to others for help to pay for food, or worse, to obtain old, 	unhealthy and poor	 tasting food from locally funded food banks.
yes	both X and Y	good	bad	bad - good	both (good) and (bad)	 We prayed together, ate together, and had 	both good and bad	 times together.
no	X and Y	cold	harsh	cold - hot	(\bcold) and (?!hot)(\b\w+)	 This may sound 	cold and harsh	, but I figure by then the weak will be weeded out and there wo n't be as much competition for resources.
no	X and Y	alive	healthy	alive - dead	(\balive) and (?!dead)(\b\w+)	 These people are 	alive and healthy	 with new lives today.
no	X and Y	fast	firm	fast - slow	(\bfast) and (?!slow)(\b\w+)	) I have a 	fast and firm	 rule: nothing on this property is worth your life!
no	X and Y	urban	prepared	rural - urban	(\burban) and (?!rural)(\b\w+)	 If you are 	urban and prepared	, you wo n't see this, because you will be gone.
yes	X and Y	public	private	private - public	(public) and (private)	 Her works are in many 	public and private	 collections including the Smithsonian Institution's Renwick Gallery; the Museum of Art and Design in New York; the Mint Museum of Art; Glaxo; and Bank of America.
no	X and Y	old	younger	new - old	(\bold) and (?!new)(\b\w+)	 Head to the Tom Muehlenbeck Center, where children 12 years 	old and younger	 will enjoy free carnival games, costume and art contests, and door prizes.
no	either X or Y	happy	easy	happy - sad	either (\bhappy) or (?!sad)(\b\w+)	 This lost sheep had wandered without end, if the good Shepherd had not sought after him, and told him, that where he was straying he could not be 	either happy or easy	.
no	X and Y	good	evil	bad - good	(\bgood) and (?!bad)(\b\w+)	 In one sense her eyes were opened; for she acquired a direful experience of " 	good and evil	 " --of the happiness of a holy, and the misery of a sinful, condition.
no	X and Y	false	hollow	false - true	(\bfalse) and (?!true)(\b\w+)	 The Witch does n't know that, but Digory does and it's that slip-up which makes him realize how " 	false and hollow	 " everything Jadis said was.
no	X and Y	right	moral	right - wrong	(\bright) and (?!wrong)(\b\w+)	 The wholly 	right and moral	 decision is to refuse any deal and fight the demon/scare it into leaving for good.
no	both X and Y	new	overdue	new - old	both (\bnew) and (?!old)(\b\w+)	 Amid an unusually plentiful amount of baked goods, and guests, discussions 	both new and overdue	 were had by all.
no	X or Y	personal	public	private - public	(?!private)(\b\w+) or (\bpublic)	 I Never Knew I Had A Choice is a splendid addition to any 	personal or public	 self-help book collection.
no	X and Y	liberal	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 Hicks, a kind and 	liberal and rich	 man, visited Mr.
no	X or Y	bad	unjust	bad - good	(\bbad) or (?!good)(\b\w+)	 If a law is 	bad or unjust	, is not every phase of its enforcement simply an extension of the law and to be as greatly resisted?
yes	X and Y	male	female	female - male	(male) and (female)	 In addition, 	male and female	 ticks of the same species may look different.
no	X or Y	difficult	impossible	difficult - easy	(\bdifficult) or (?!easy)(\b\w+)	 Securitization arrangements initiated would be 	difficult or impossible	 to remove frfom financial institution balance sheets.
yes	between X and Y	good	bad	bad - good	between (good) and (bad)	 Become knowledgeable about the industry you wish to go into and learn to differentiate 	between good and bad	 business investments.
no	X and Y	formal	permanent	permanent - temporary	(?!temporary)(\b\w+) and (\bpermanent)	 But this leads at length to a more 	formal and permanent	 despotism.
no	X or Y	small	weak	large - small	(\bsmall) or (?!large)(\b\w+)	 Such an attachment of a 	small or weak	, towards a great &; powerful Nation, dooms the former to be the satellite of the latter.
yes	X and Y	new	old	new - old	(new) and (old)	 In this beautifully photographed book, Bilhuber shows that high style can (and should) encompass effortless comfort-interiors where families big or small can take pleasure in easy spaces that are brilliant amalgams of 	new and old	.
no	X or Y	big	small	large - small	(?!large)(\b\w+) or (\bsmall)	 In this beautifully photographed book, Bilhuber shows that high style can (and should) encompass effortless comfort-interiors where families 	big or small	 can take pleasure in easy spaces that are brilliant amalgams of new and old.
yes	X and Y	new	old	new - old	(new) and (old)	 In this beautifully photographed book, Bilhuber shows that high style can (and should) encompass effortless comfort-interiors where families big or small can take pleasure in easy spaces that are brilliant amalgams of 	new and old	.
