sent_id	class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post	text
12666	no	X or Y	alive	unprocessed	alive - dead	(\balive) or (?!dead)(\b\w+)	 Commercial feeds are anything but 	alive or unprocessed	; they are made from highly processed ingredients.	 Commercial feeds are anything but  alive or unprocessed ; they are made from highly processed ingredients.
40695	no	X or Y	oiled	dead	alive - dead	(?!alive)(\b\w+) or (\bdead)	 The media coverage typically includes heartrending scenes of 	oiled or dead	 birds @ @ @ @ @ @ @ @ @ @ is generally one of a major catastrophe.	 The media coverage typically includes heartrending scenes of  oiled or dead  birds @ @ @ @ @ @ @ @ @ @ is generally one of a major catastrophe.
10066	no	X or Y	dying	dead	alive - dead	(?!alive)(\b\w+) or (\bdead)	 Before it, a skeletal man in rags labored with a piece of rusted steel, digging holes for shrubs whose burlap wrappings had burst, shrubs that were clearly 	dying or dead	.	 Before it, a skeletal man in rags labored with a piece of rusted steel, digging holes for shrubs whose burlap wrappings had burst, shrubs that were clearly  dying or dead .
6306	no	X or Y	weak	dead	alive - dead	(?!alive)(\b\w+) or (\bdead)	 According to the American Automobile Association, the most common cause of coldweather automobile breakdowns is a 	weak or dead	 battery.	 According to the American Automobile Association, the most common cause of coldweather automobile breakdowns is a  weak or dead  battery.
17329	no	X rather than Y	empty	dead	alive - dead	(?!alive)(\b\w+) rather than (\bdead)	 He shook brown and withered leaves from bushes and trees so that they would appear only 	empty rather than dead	.	 He shook brown and withered leaves from bushes and trees so that they would appear only  empty rather than dead .
30861	no	X, not Y	dead	dead	alive - dead	(?!alive)(\b\w+), not (\bdead)	 Not 	dead, not dead	, but escaped; not bond, but free.	 Not  dead, not dead , but escaped; not bond, but free.
17077	no	X, not Y	dead	asleep	alive - dead	(\bdead), not (?!alive)(\b\w+)	 He looked 	dead, not asleep	, and he might be for all that anyone cared.	 He looked  dead, not asleep , and he might be for all that anyone cared.
48035	no	X, not Y	quiet	dead	alive - dead	(?!alive)(\b\w+), not (\bdead)	 WILL The guy at the desk said the place would be 	quiet, not dead	.	 WILL The guy at the desk said the place would be  quiet, not dead .
48813	no	X, not Y	unmarried	dead	alive - dead	(?!alive)(\b\w+), not (\bdead)	 We're 	unmarried, not dead	.	 We're  unmarried, not dead .
20603	no	X, not Y	asleep	dead	alive - dead	(?!alive)(\b\w+), not (\bdead)	 I just try not to let him rot while he's still alive, because I'm sure he's 	asleep, not dead	.	 I just try not to let him rot while he's still alive, because I'm sure he's  asleep, not dead .
17184	no	X, not Y	alive	sick	alive - dead	(\balive), not (?!dead)(\b\w+)	 He overdid it a bit, but I @ @ @ @ @ @ @ @ @ @ 	alive, not sick	, and not in too much trouble.	 He overdid it a bit, but I @ @ @ @ @ @ @ @ @ @  alive, not sick , and not in too much trouble.
41322	no	X, not Y	missing	dead	alive - dead	(?!alive)(\b\w+), not (\bdead)	 The police report officially listed her as 	missing, not dead	.	 The police report officially listed her as  missing, not dead .
26444	no	X, not Y	inert	alive	alive - dead	(?!dead)(\b\w+), not (\balive)	 It was a mineral, he guessed, or at any rate 	inert, not alive	.	 It was a mineral, he guessed, or at any rate  inert, not alive .
38705	no	X, not Y	dead	dormant	alive - dead	(\bdead), not (?!alive)(\b\w+)	 The bare trees are 	dead, not dormant	.	 The bare trees are  dead, not dormant .
23650	no	X, not Y	dead	new	alive - dead	(\bdead), not (?!alive)(\b\w+)	 In my world he is already 	dead, not new	, but this time it seems quite sure that the circumstances are all about death and departure for good, which is a dream to be true.	 In my world he is already  dead, not new , but this time it seems quite sure that the circumstances are all about death and departure for good, which is a dream to be true.
34527	no	X, not Y	cold	dead	alive - dead	(?!alive)(\b\w+), not (\bdead)	 She did n't feel like a person, though she was not 	cold, not dead	.	 She did n't feel like a person, though she was not  cold, not dead .
2759	no	between X and Y	live	dead	alive - dead	between (?!alive)(\b\w+) and (\bdead)	" "" Rival trainers commonly accuse each other of failure to teach dogs to distinguish "	between live and dead	 bugs.	" "" Rival trainers commonly accuse each other of failure to teach dogs to distinguish  between live and dead  bugs."
7772	no	between X and Y	slow	dead	alive - dead	between (?!alive)(\b\w+) and (\bdead)	 And for roughly the same span, the national economy has been somewhere 	between slow and dead	.	 And for roughly the same span, the national economy has been somewhere  between slow and dead .
37621	no	between X and Y	lost	dead	alive - dead	between (?!alive)(\b\w+) and (\bdead)	 That's what taught us the difference 	between lost and dead	.	 That's what taught us the difference  between lost and dead .
19235	no	both X and Y	dead	live	alive - dead	both (\bdead) and (?!alive)(\b\w+)	 However, I wonder how accurate it will be because it identifies 	both dead and live	 bacteria that might not necessarily be the cause of the infection.	 However, I wonder how accurate it will be because it identifies  both dead and live  bacteria that might not necessarily be the cause of the infection.
2747	no	both X and Y	living	dead	alive - dead	both (?!alive)(\b\w+) and (\bdead)	" "" Rest assured that here, somewhere in the bowels of this ancient structure, past all the monsters "	both living and dead	, past blockades and safe places, doublets, penalties.	" "" Rest assured that here, somewhere in the bowels of this ancient structure, past all the monsters  both living and dead , past blockades and safe places, doublets, penalties."
31883	no	both X and Y	living	dead	alive - dead	both (?!alive)(\b\w+) and (\bdead)	 One of their habitats is inside coral, 	both living and dead	: finding them is a laborious process.	 One of their habitats is inside coral,  both living and dead : finding them is a laborious process.
35828	no	both X and Y	blind	dead	alive - dead	both (?!alive)(\b\w+) and (\bdead)	 So, at least for the moment, some of our sensors in the sky are 	both blind and dead	.	 So, at least for the moment, some of our sensors in the sky are  both blind and dead .
10052	no	both X and Y	living	dead	alive - dead	both (?!alive)(\b\w+) and (\bdead)	" Beetlejuice the "" bio-exorcist "" creates problems for the homeowners, "	both living and dead	.	" Beetlejuice the "" bio-exorcist "" creates problems for the homeowners,  both living and dead ."
4822	no	both X and Y	alive	well	alive - dead	both (\balive) and (?!dead)(\b\w+)	 2 man, Ayman Al-Zawahri, are 	both alive and well	 and their network is ready to attack new US targets.	 2 man, Ayman Al-Zawahri, are  both alive and well  and their network is ready to attack new US targets.
28806	no	both X and Y	alive	deceased	alive - dead	both (\balive) and (?!dead)(\b\w+)	 Louis aerosol studies, reveal their connections to each other, and to a much larger military project that secretly tested humans, 	both alive and deceased	, in an effort to understand the effects of weaponized radiation.	 Louis aerosol studies, reveal their connections to each other, and to a much larger military project that secretly tested humans,  both alive and deceased , in an effort to understand the effects of weaponized radiation.
12823	no	both X and Y	living	dead	alive - dead	both (?!alive)(\b\w+) and (\bdead)	 Constitution gives it the right to involve other people's families in the Mormon religion, because their stated mission is the salvation through Jesus Christ of the entire human race 	both living and dead	.	 Constitution gives it the right to involve other people's families in the Mormon religion, because their stated mission is the salvation through Jesus Christ of the entire human race  both living and dead .
27353	no	both X and Y	living	dead	alive - dead	both (?!alive)(\b\w+) and (\bdead)	 It's housed in Michigan State University's Department of Entomology and features 	both living and dead	 specimens.	 It's housed in Michigan State University's Department of Entomology and features  both living and dead  specimens.
11147	no	both X and Y	alive	well	alive - dead	both (\balive) and (?!dead)(\b\w+)	 But in the pop rock business, Pink is indeed recognized among her colleagues as one of the most naturally gifted and original vocal performers 	both alive and well	 today.	 But in the pop rock business, Pink is indeed recognized among her colleagues as one of the most naturally gifted and original vocal performers  both alive and well  today.
24169	no	both X and Y	valiant	alive	alive - dead	both (?!dead)(\b\w+) and (\balive)	 In this alternative and unrealized scenario, most of the brothers would have remained 	both valiant and alive	.	 In this alternative and unrealized scenario, most of the brothers would have remained  both valiant and alive .
1310	no	either X or Y	suffering	dead	alive - dead	either (?!alive)(\b\w+) or (\bdead)	" "" Clearly this vow of responsibility has not fared well for the victims of the products from this particular compounding company whom are now "	either suffering or dead	 from meningitis.	" "" Clearly this vow of responsibility has not fared well for the victims of the products from this particular compounding company whom are now  either suffering or dead  from meningitis."
16663	no	either X or Y	dead	French	alive - dead	either (\bdead) or (?!alive)(\b\w+)	" He describes a dull party where "" everyone was "	either dead or French	" "" and shocks hypocrites by tossing around words like semen."	" He describes a dull party where "" everyone was  either dead or French  "" and shocks hypocrites by tossing around words like semen."
31342	no	either X or Y	captive	dead	alive - dead	either (?!alive)(\b\w+) or (\bdead)	 Observing the birds on the wing, it turned out, was n't enough; Audubon had required the kind of sustained, close observation only possible when a creature was 	either captive or dead	.	 Observing the birds on the wing, it turned out, was n't enough; Audubon had required the kind of sustained, close observation only possible when a creature was  either captive or dead .
1443	no	either X or Y	dead	unconscious	alive - dead	either (\bdead) or (?!alive)(\b\w+)	" "" Finally @ @ @ @ @ @ @ @ @ @ behind one of the shuttles, "	either dead or unconscious	.	" "" Finally @ @ @ @ @ @ @ @ @ @ behind one of the shuttles,  either dead or unconscious ."
21636	no	either X or Y	well	dead	alive - dead	either (?!alive)(\b\w+) or (\bdead)	 I will realize I am waiting for her to be 	either well or dead	.	 I will realize I am waiting for her to be  either well or dead .
42924	no	either X or Y	sick	dead	alive - dead	either (?!alive)(\b\w+) or (\bdead)	 The younger of the two uniformed cops said a female pedestrian had flagged their car and told them a woman was lying on the park path here, 	either sick or dead	 or something.	 The younger of the two uniformed cops said a female pedestrian had flagged their car and told them a woman was lying on the park path here,  either sick or dead  or something.
10980	no	either X or Y	missing	dead	alive - dead	either (?!alive)(\b\w+) or (\bdead)	 But everybody around us is 	either missing or dead	.	 But everybody around us is  either missing or dead .
34416	no	either X or Y	dead	bankrupt	alive - dead	either (\bdead) or (?!alive)(\b\w+)	 Several members of my family would be 	either dead or bankrupt	.	 Several members of my family would be  either dead or bankrupt .
42410	no	either X or Y	dead	insane	alive - dead	either (\bdead) or (?!alive)(\b\w+)	 The term was a misnomer, of course, but within ten hours of the event, most of the scientists capable of pointing this out were 	either dead or insane	.	 The term was a misnomer, of course, but within ten hours of the event, most of the scientists capable of pointing this out were  either dead or insane .
44409	no	either X or Y	well	dead	alive - dead	either (?!alive)(\b\w+) or (\bdead)	 They are all 	either well or dead	.	 They are all  either well or dead .
10369	no	either X or Y	living	dead	alive - dead	either (?!alive)(\b\w+) or (\bdead)	 Body refers to the material organism of an individual, human or animal, 	either living or dead	: the muscles in a horse's body; the body of a victim (human or animal).	 Body refers to the material organism of an individual, human or animal,  either living or dead : the muscles in a horse's body; the body of a victim (human or animal).
29226	no	either X or Y	dead	dying	alive - dead	either (\bdead) or (?!alive)(\b\w+)	 Marriage is 	either dead or dying	.	 Marriage is  either dead or dying .
50191	no	either X or Y	dying	dead	alive - dead	either (?!alive)(\b\w+) or (\bdead)	 Whites platoon suffered dreadful casualties, with nearly all men 	either dying or dead	.	 Whites platoon suffered dreadful casualties, with nearly all men  either dying or dead .
12877	no	either X or Y	strong	dead	alive - dead	either (?!alive)(\b\w+) or (\bdead)	 Convicts were routinely depilated for hygienic reasons, and work at the Near Space Refueling Depot, for which the penal colony supplied labor, made you 	either strong or dead	.	 Convicts were routinely depilated for hygienic reasons, and work at the Near Space Refueling Depot, for which the penal colony supplied labor, made you  either strong or dead .
31781	no	either X or Y	dead	dying	alive - dead	either (\bdead) or (?!alive)(\b\w+)	 One blurred face talked and blamed someone who was 	either dead or dying	, I cant remember.	 One blurred face talked and blamed someone who was  either dead or dying , I cant remember.
17898	no	either X or Y	unconscious	dead	alive - dead	either (?!alive)(\b\w+) or (\bdead)	 Henry is 	either unconscious or dead	.	 Henry is  either unconscious or dead .
30141	no	either X or Y	dead	crazy	alive - dead	either (\bdead) or (?!alive)(\b\w+)	 My family was 	either dead or crazy	, so there was n't the fall-back of concerned loved ones.	 My family was  either dead or crazy , so there was n't the fall-back of concerned loved ones.
35844	no	either X or Y	homeless	dead	alive - dead	either (?!alive)(\b\w+) or (\bdead)	 So, in the future, to be elderly will mean that you're 	either homeless or dead	.	 So, in the future, to be elderly will mean that you're  either homeless or dead .
17724	no	either X or Y	unconscious	dead	alive - dead	either (?!alive)(\b\w+) or (\bdead)	 He's 	either unconscious or dead	.	 He's  either unconscious or dead .
27377	no	from X to Y	wounded	dead	alive - dead	from (?!alive)(\b\w+) to (\bdead)	 It's just a simple command to go 	from wounded to dead	.	 It's just a simple command to go  from wounded to dead .
13742	no	from X to Y	healthy	dead	alive - dead	from (?!alive)(\b\w+) to (\bdead)	 During the mid-1980s, as gay men watched their friends go 	from healthy to dead	" in weeks, the "" condom code "" took over, and even in the baths condom use became the expected norm."	" During the mid-1980s, as gay men watched their friends go  from healthy to dead  in weeks, the "" condom code "" took over, and even in the baths condom use became the expected norm."
19817	no	more X than Y	effective	dead	alive - dead	more (?!alive)(\b\w+) than (\bdead)	 I ca n't explain why, but live branches are much 	more effective than dead	 ones.	 I ca n't explain why, but live branches are much  more effective than dead  ones.
49325	no	more X than Y	alive	usual	alive - dead	more (\balive) than (?!dead)(\b\w+)	" When Hsu is conducting, says Gray Crouse, an avid concertgoer and Emory University biology professor, "" the music has much more character and seems "	more alive than usual	.	" When Hsu is conducting, says Gray Crouse, an avid concertgoer and Emory University biology professor, "" the music has much more character and seems  more alive than usual ."
17080	no	more X than Y	asleep	dead	alive - dead	more (?!alive)(\b\w+) than (\bdead)	 He looked 	more asleep than dead	.	 He looked  more asleep than dead .
53074	no	more X than Y	asleep	dead	alive - dead	more (?!alive)(\b\w+) than (\bdead)	'He looked 	more asleep than dead	.	'He looked  more asleep than dead .
20926	no	more X than Y	dead	usual	alive - dead	more (\bdead) than (?!alive)(\b\w+)	 I realize I'm often dead inside but I was 	more dead than usual	.	 I realize I'm often dead inside but I was  more dead than usual .
36582	no	more X than Y	live	dead	alive - dead	more (?!alive)(\b\w+) than (\bdead)	" Stop the roadless area sales, stop putting up sales that had been halted for environmental reasons, stop it with the "" salvage "" sales that were "	more live than dead	.	" Stop the roadless area sales, stop putting up sales that had been halted for environmental reasons, stop it with the "" salvage "" sales that were  more live than dead ."
31217	no	more X than Y	permanent	dead	alive - dead	more (?!alive)(\b\w+) than (\bdead)	 Now you're smiling, so I know you're thinking like me, it do n't get 	more permanent than dead	.	 Now you're smiling, so I know you're thinking like me, it do n't get  more permanent than dead .
50325	no	more X than Y	stunned	dead	alive - dead	more (?!alive)(\b\w+) than (\bdead)	 William is 	more stunned than dead	.	 William is  more stunned than dead .
17285	no	neither X nor Y	living	dead	alive - dead	neither (?!alive)(\b\w+) nor (\bdead)	 He saw 	neither living nor dead	, not even remnants of dead.	 He saw  neither living nor dead , not even remnants of dead.
44510	no	neither X nor Y	living	dead	alive - dead	neither (?!alive)(\b\w+) nor (\bdead)	 They are the Nazgul, Ringwraiths, 	neither living nor dead	.	 They are the Nazgul, Ringwraiths,  neither living nor dead .
10708	no	neither X nor Y	dead	boring	alive - dead	neither (\bdead) nor (?!alive)(\b\w+)	 But Ando proves modernism is 	neither dead nor boring	.	 But Ando proves modernism is  neither dead nor boring .
31161	no	neither X nor Y	stoic	alive	alive - dead	neither (?!dead)(\b\w+) nor (\balive)	 Now she is 	neither stoic nor alive	.	 Now she is  neither stoic nor alive .
36089	no	not X, but Y	human	alive	alive - dead	not (?!dead)(\b\w+), but (\balive)	" Some psychologists suspect that people will come to view learning robots, or "" growbots, "" as a new kind of social partner - "	not human, but alive	 in some respects.	" Some psychologists suspect that people will come to view learning robots, or "" growbots, "" as a new kind of social partner -  not human, but alive  in some respects."
11775	no	whether X or Y	living	dead	alive - dead	whether (?!alive)(\b\w+) or (\bdead)	 But virtue is the only possession that is sure, and that remains with us 	whether living or dead	.	 But virtue is the only possession that is sure, and that remains with us  whether living or dead .
23704	no	whether X or Y	living	dead	alive - dead	whether (?!alive)(\b\w+) or (\bdead)	 In other words, anthropometry means the measurement of human beings, 	whether living or dead	 or on skeletal material.	 In other words, anthropometry means the measurement of human beings,  whether living or dead  or on skeletal material.
5259	no	whether X or Y	living	dead	alive - dead	whether (?!alive)(\b\w+) or (\bdead)	 @ @ @ @ @ @ @ @ @ @ - All angels and men, 	whether living or dead	, in the Lord.	 @ @ @ @ @ @ @ @ @ @ - All angels and men,  whether living or dead , in the Lord.
20805	no	whether X or Y	living	dead	alive - dead	whether (?!alive)(\b\w+) or (\bdead)	 I mean no one wants respect or privacy for themselves 	whether living or dead	.	 I mean no one wants respect or privacy for themselves  whether living or dead .
3967	no	X and Y	right	good	bad - good	(?!bad)(\b\w+) and (\bgood)	" "" of what is "	right and good	, these women, in the vein of other defiant trailblazers, are saying we are finished playing by the rules.	" "" of what is  right and good , these women, in the vein of other defiant trailblazers, are saying we are finished playing by the rules."
29651	no	X and Y	well	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 Morality is all 	well and good	, but if you want to drive the bulk of women to vote Democrat, try to be a man and tell them what to do with their bodies.	 Morality is all  well and good , but if you want to drive the bulk of women to vote Democrat, try to be a man and tell them what to do with their bodies.
37064	no	X and Y	basic	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 Teach my children basic social skills and etiquette that we feel is 	basic and good	.	 Teach my children basic social skills and etiquette that we feel is  basic and good .
34876	no	X and Y	good	wise	bad - good	(\bgood) and (?!bad)(\b\w+)	 She silently thanked God for the courage it took to make the appointment with her pastor and for the 	good and wise	 man with whom she had spent the past hour.	 She silently thanked God for the courage it took to make the appointment with her pastor and for the  good and wise  man with whom she had spent the past hour.
16179	no	X and Y	good	decent	bad - good	(\bgood) and (?!bad)(\b\w+)	 Good and decent men sell themselves up the river everyday- feel free to wander the CME and you'll find 	good and decent	 men doing otherwise ignoble things.	 Good and decent men sell themselves up the river everyday- feel free to wander the CME and you'll find  good and decent  men doing otherwise ignoble things.
12000	no	X and Y	old	bad	bad - good	(?!good)(\b\w+) and (\bbad)	 By contrast, Christianity is gracious, committed to love and acceptance, and spiritual -- everything new and good that Judaism, being 	old and bad	, can never be.	 By contrast, Christianity is gracious, committed to love and acceptance, and spiritual -- everything new and good that Judaism, being  old and bad , can never be.
20875	no	X and Y	appropriate	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 I only did it because I believed I was playing the actual music that was 	appropriate and good	 to reflect that time and place.	 I only did it because I believed I was playing the actual music that was  appropriate and good  to reflect that time and place.
33399	no	X and Y	transferable	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 Punch passes are 	transferable and good	 day to day.	 Punch passes are  transferable and good  day to day.
53114	no	X and Y	good	hungry	bad - good	(\bgood) and (?!bad)(\b\w+)	'Three hundred people moving to Los Angeles each day, and each and every one of those people 	good and hungry	.	'Three hundred people moving to Los Angeles each day, and each and every one of those people  good and hungry .
44953	no	X and Y	good	original	bad - good	(\bgood) and (?!bad)(\b\w+)	 They rely on continually rehashing crap they wrote months or years before that at one time was actually 	good and original	.	 They rely on continually rehashing crap they wrote months or years before that at one time was actually  good and original .
22623	no	X and Y	good	passionate	bad - good	(\bgood) and (?!bad)(\b\w+)	 If you are 	good and passionate	 about what you do, the amount of supporters you meet will far surpass the haters.	 If you are  good and passionate  about what you do, the amount of supporters you meet will far surpass the haters.
19173	no	X and Y	good	strong	bad - good	(\bgood) and (?!bad)(\b\w+)	 How to live 	good and strong	 despite being surrounded by the walls of cancer.	 How to live  good and strong  despite being surrounded by the walls of cancer.
30836	no	X and Y	bad	dangerous	bad - good	(\bbad) and (?!good)(\b\w+)	 Nor is my satisfaction diminished by even the smallest degree who link to my articles as evidence that I am mad, 	bad and dangerous	 to know.	 Nor is my satisfaction diminished by even the smallest degree who link to my articles as evidence that I am mad,  bad and dangerous  to know.
6703	no	X and Y	good	decent	bad - good	(\bgood) and (?!bad)(\b\w+)	 Again, here you have experts who are n't cheap and the corporations do not operate on a moralistic standpoint as 	good and decent	 human beings.	 Again, here you have experts who are n't cheap and the corporations do not operate on a moralistic standpoint as  good and decent  human beings.
6886	no	X and Y	good	necessary	bad - good	(\bgood) and (?!bad)(\b\w+)	 All of this is unarguably 	good and necessary	.	 All of this is unarguably  good and necessary .
52873	no	X and Y	nice	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 very 	nice and good	 b) i did n't make any mistakes in the number sequence yet.	 very  nice and good  b) i did n't make any mistakes in the number sequence yet.
16494	no	X and Y	big	bad	bad - good	(?!good)(\b\w+) and (\bbad)	" Having her peers think that she was "" "	big and bad	" "" was enough for her."	" Having her peers think that she was ""  big and bad  "" was enough for her."
20326	no	X and Y	bad	persistent	bad - good	(\bbad) and (?!good)(\b\w+)	 I had an unusually 	bad and persistent	 case of microgravity @ @ @ @ @ @ @ @ @ @ completely inept.	 I had an unusually  bad and persistent  case of microgravity @ @ @ @ @ @ @ @ @ @ completely inept.
5991	no	X and Y	good	motivated	bad - good	(\bgood) and (?!bad)(\b\w+)	 A punch-below-the-waist loss to Vanderbilt last week should have Ole Miss 	good and motivated	, but being mad and inspired against Goliath has n't worked very well that often since David pulled off his stunner.	 A punch-below-the-waist loss to Vanderbilt last week should have Ole Miss  good and motivated , but being mad and inspired against Goliath has n't worked very well that often since David pulled off his stunner.
29538	no	X and Y	well	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 Mill can not mean to suggest that individuality is 	well and good	 @ @ @ @ @ @ @ @ @ @ and morality.	 Mill can not mean to suggest that individuality is  well and good  @ @ @ @ @ @ @ @ @ @ and morality.
9439	no	X and Y	great	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 At last the soldier took a walkietalkie and spoke to a superior officer, who came pushing through die crowd of Britain's 	great and good	.	 At last the soldier took a walkietalkie and spoke to a superior officer, who came pushing through die crowd of Britain's  great and good .
16982	no	X and Y	good	right	bad - good	(\bgood) and (?!bad)(\b\w+)	 He is essentially a romantic, eternally dissatisfied with who he is, even now, in his cocoon of materialism, forever hacking through the thicket to some 	good and right	 evolution he can live with.	 He is essentially a romantic, eternally dissatisfied with who he is, even now, in his cocoon of materialism, forever hacking through the thicket to some  good and right  evolution he can live with.
51150	no	X and Y	bad	only	bad - good	(\bbad) and (?!good)(\b\w+)	 You have been told all of your life that these things are 	bad and only	 cause trouble.	 You have been told all of your life that these things are  bad and only  cause trouble.
21083	no	X and Y	enthusiastic	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 I start out all 	enthusiastic and good	 to go!	 I start out all  enthusiastic and good  to go!
450	no	X and Y	Wrong	bad	bad - good	(?!good)(\b\w+) and (\bbad)	 	Wrong and bad	 enter the equation when the adult child starts to settle in a little too much, does n't actively pursue a job, and just loafs around all day.	  Wrong and bad  enter the equation when the adult child starts to settle in a little too much, does n't actively pursue a job, and just loafs around all day.
28948	no	X and Y	good	true	bad - good	(\bgood) and (?!bad)(\b\w+)	 Majority opinion does not determine what is 	good and true	.	 Majority opinion does not determine what is  good and true .
46569	no	X and Y	bad	embarrassing	bad - good	(\bbad) and (?!good)(\b\w+)	 Those fellow teenagers are using their cellular phones to look at the 	bad and embarrassing	 thing you did on the internet!	 Those fellow teenagers are using their cellular phones to look at the  bad and embarrassing  thing you did on the internet!
26425	no	X and Y	good	evil	bad - good	(\bgood) and (?!bad)(\b\w+)	 It was a day of Salem and Winston and Ollie North and conspiracy and 	good and evil	 and a small piece of skin.	 It was a day of Salem and Winston and Ollie North and conspiracy and  good and evil  and a small piece of skin.
50410	no	X and Y	false	bad	bad - good	(?!good)(\b\w+) and (\bbad)	 With all the 	false and bad	" choices we are given this may be the last and largest such "" choice."	" With all the  false and bad  choices we are given this may be the last and largest such "" choice."
49271	no	X and Y	crazy	bad	bad - good	(?!good)(\b\w+) and (\bbad)	 What's the difference then between good 	crazy and bad	 crazy?	 What's the difference then between good  crazy and bad  crazy?
2062	no	X and Y	good	strong	bad - good	(\bgood) and (?!bad)(\b\w+)	" "" If we had "	good and strong	 men leaders, people would n't have to be looking to women.	" "" If we had  good and strong  men leaders, people would n't have to be looking to women."
8056	no	X and Y	fine	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 And since he has the right distastes, he'll praise fine things, be pleased by them, receive them into his soul, and, being nurtured by them, become 	fine and good	.	 And since he has the right distastes, he'll praise fine things, be pleased by them, receive them into his soul, and, being nurtured by them, become  fine and good .
16517	no	X and Y	neat	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 He 	neat and good	 for him.	 He  neat and good  for him.
5866	no	X and Y	good	cheap	bad - good	(\bgood) and (?!bad)(\b\w+)	 A lot of the fresh foods I eat can be found for a lot cheaper at the 99cent store, a 	good and cheap	 produce/natural foods store Sunflower and hispanic markets.	 A lot of the fresh foods I eat can be found for a lot cheaper at the 99cent store, a  good and cheap  produce/natural foods store Sunflower and hispanic markets.
43466	no	X and Y	good	evil	bad - good	(\bgood) and (?!bad)(\b\w+)	 There is 	good and evil	 and magic, but no God or gods or religion.	 There is  good and evil  and magic, but no God or gods or religion.
40548	no	X and Y	good	quiet	bad - good	(\bgood) and (?!bad)(\b\w+)	 The lodge's 12 @ @ @ @ @ @ @ @ @ @ 	good and quiet	 comfort in the midst of a mostly unpeopled place.	 The lodge's 12 @ @ @ @ @ @ @ @ @ @  good and quiet  comfort in the midst of a mostly unpeopled place.
43994	no	X and Y	good	fair	bad - good	(\bgood) and (?!bad)(\b\w+)	 These are very difficult cases, and require expertise and experience to make 	good and fair	 decisions based on the law.	 These are very difficult cases, and require expertise and experience to make  good and fair  decisions based on the law.
36025	no	X and Y	great	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 Some of our great Presidents have been Democrats and some have been Republicans, but in any event the people have usually shown 	great and good	 judgment.	 Some of our great Presidents have been Democrats and some have been Republicans, but in any event the people have usually shown  great and good  judgment.
48949	no	X and Y	good	ready	bad - good	(\bgood) and (?!bad)(\b\w+)	 Well, make her wait until you're 	good and ready	, because she's taking advantage of you, plain and simple.	 Well, make her wait until you're  good and ready , because she's taking advantage of you, plain and simple.
47633	no	X and Y	good	necessary	bad - good	(\bgood) and (?!bad)(\b\w+)	 Unfortunately, biopsychiatry dominates our culture to such an extent that we assume psych meds are a 	good and necessary	 thing, when in fact they sometimes induce uncharacteristic violence in people with no history of aggressive behavior.	 Unfortunately, biopsychiatry dominates our culture to such an extent that we assume psych meds are a  good and necessary  thing, when in fact they sometimes induce uncharacteristic violence in people with no history of aggressive behavior.
53759	no	X and Y	tender	good	bad - good	(?!bad)(\b\w+) and (\bgood)	25) were 	tender and good	 until they cooled off, though there was no spicy tartar sauce as promised, just bland commercial mayonnaise and commercial cocktail sauce alongside, in paper ramekins.	25) were  tender and good  until they cooled off, though there was no spicy tartar sauce as promised, just bland commercial mayonnaise and commercial cocktail sauce alongside, in paper ramekins.
42181	no	X and Y	good	common	bad - good	(\bgood) and (?!bad)(\b\w+)	" The state's subsequent transformation into a "" beacon of opportunity "" has been dependent on "" innovation and hard work and, most important, through the dedicated pursuit of a common "	good and common	 purpose.	" The state's subsequent transformation into a "" beacon of opportunity "" has been dependent on "" innovation and hard work and, most important, through the dedicated pursuit of a common  good and common  purpose."
37485	no	X and Y	well	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 That was all 	well and good	, but modernism ran its course, and it's now over.	 That was all  well and good , but modernism ran its course, and it's now over.
3758	no	X and Y	noble	good	bad - good	(?!bad)(\b\w+) and (\bgood)	" "" When I was a young woman, it sounded exceptionally "	noble and good	, some little piece of your great nation surviving in my own front yard.	" "" When I was a young woman, it sounded exceptionally  noble and good , some little piece of your great nation surviving in my own front yard."
13548	no	X and Y	good	sensible	bad - good	(\bgood) and (?!bad)(\b\w+)	 Do you think it to be a 	good and sensible	 idea?	 Do you think it to be a  good and sensible  idea?
21205	no	X and Y	faithful	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 I think my best bet is to swallow the failing of not keeping my family together and just go be alone until I find someone who will be 	faithful and good	 to my kids and I.	 I think my best bet is to swallow the failing of not keeping my family together and just go be alone until I find someone who will be  faithful and good  to my kids and I.
1043	no	X and Y	good	noble	bad - good	(\bgood) and (?!bad)(\b\w+)	" "" And that one moment of thought is enough to convince one person or more, then it's "	good and noble	.	" "" And that one moment of thought is enough to convince one person or more, then it's  good and noble ."
