sent_id	class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post	text
3401	yes	neither X nor Y	good	bad	bad - good	neither (good) nor (bad)	" "" They see difference as "	neither good nor bad	", just different, "" said Kim Koch, manager of National MS Society family programs, who edits Keep S'myelin, the Society's newsletter just for children."	" "" They see difference as  neither good nor bad , just different, "" said Kim Koch, manager of National MS Society family programs, who edits Keep S'myelin, the Society's newsletter just for children."
46307	yes	neither X nor Y	good	bad	bad - good	neither (good) nor (bad)	 This skepticism, born of the general questioning of institutions that is usually traced to the 1960s, represents the recognition that knowledge -- any knowledge, whether scientific or not -is 	neither good nor bad	 in itself.	 This skepticism, born of the general questioning of institutions that is usually traced to the 1960s, represents the recognition that knowledge -- any knowledge, whether scientific or not -is  neither good nor bad  in itself.
30027	yes	neither X nor Y	good	bad	bad - good	neither (good) nor (bad)	 Multiple-choice questions are 	neither good nor bad	 -- decisions on type of questions are made on what one wants to know within budgetary and time constraints.	 Multiple-choice questions are  neither good nor bad  -- decisions on type of questions are made on what one wants to know within budgetary and time constraints.
39954	yes	neither X nor Y	good	bad	bad - good	neither (good) nor (bad)	 The globalization of a localism may, in itself, be 	neither good nor bad	.	 The globalization of a localism may, in itself, be  neither good nor bad .
13103	yes	neither X nor Y	good	bad	bad - good	neither (good) nor (bad)	" DURING A 2001 SPEECH to the Pontifical Academy of Sciences, John Paul II stated, "" Globalization, a priori, is "	neither good nor bad	.	" DURING A 2001 SPEECH to the Pontifical Academy of Sciences, John Paul II stated, "" Globalization, a priori, is  neither good nor bad ."
28926	yes	neither X nor Y	good	bad	bad - good	neither (good) nor (bad)	 Magic is 	neither good nor bad	 (white nor black), it simply exists.	 Magic is  neither good nor bad  (white nor black), it simply exists.
25268	yes	neither X nor Y	good	bad	bad - good	neither (good) nor (bad)	 It is 	neither good nor bad	 and it assists or maintains the action of the Reproductive (janaka) Karma in the course of one?	 It is  neither good nor bad  and it assists or maintains the action of the Reproductive (janaka) Karma in the course of one?
34788	yes	neither X nor Y	good	bad	bad - good	neither (good) nor (bad)	 She made clear at the outset and throughout each interview that there were 	neither good nor bad	 answers to the questions she asked.	 She made clear at the outset and throughout each interview that there were  neither good nor bad  answers to the questions she asked.
8618	yes	neither X nor Y	good	bad	bad - good	neither (good) nor (bad)	 Anya and I parted on 	neither good nor bad	 terms, but deep inside I felt that our relationship, such as it was, had been buried for good.	 Anya and I parted on  neither good nor bad  terms, but deep inside I felt that our relationship, such as it was, had been buried for good.
26996	yes	neither X nor Y	good	bad	bad - good	neither (good) nor (bad)	 It's 	neither good nor bad	.	 It's  neither good nor bad .
9166	yes	neither X nor Y	good	bad	bad - good	neither (good) nor (bad)	 As she carefully points out, this is a neutral finding, 	neither good nor bad	 in terms of women's struggle for equality.	 As she carefully points out, this is a neutral finding,  neither good nor bad  in terms of women's struggle for equality.
22349	yes	neither X nor Y	good	bad	bad - good	neither (good) nor (bad)	 If not so, my first-born in the wilderness, righteousness could not be brought to pass, neither wickedness, neither holiness nor misery, 	neither good nor bad	.	 If not so, my first-born in the wilderness, righteousness could not be brought to pass, neither wickedness, neither holiness nor misery,  neither good nor bad .
42541	yes	neither X nor Y	good	bad	bad - good	neither (good) nor (bad)	 The truth is, all you have is news, it is 	neither good nor bad	.	 The truth is, all you have is news, it is  neither good nor bad .
16366	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 Habits 	whether good or bad	 becomes ones second nature, tending to form the character of a person.	 Habits  whether good or bad  becomes ones second nature, tending to form the character of a person.
13521	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 Do something, 	whether good or bad	, so that we will be dismayed and filled with fear.	 Do something,  whether good or bad , so that we will be dismayed and filled with fear.
579	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 	whether good or bad	.	  whether good or bad .
12727	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 Complain not of your diet, 	whether good or bad	: remember the gall and vinegar of Jesus Christ.	 Complain not of your diet,  whether good or bad : remember the gall and vinegar of Jesus Christ.
30537	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 Next time you create something and someone comes along and smashes it up, 	whether good or bad	, let me know how you feel.	 Next time you create something and someone comes along and smashes it up,  whether good or bad , let me know how you feel.
15157	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 For Augustine this condition was a quality hidden to human beings, so, 	whether good or bad	, it could have no effect on the recipients of baptism.	 For Augustine this condition was a quality hidden to human beings, so,  whether good or bad , it could have no effect on the recipients of baptism.
1474	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	" "" For we must all appear before the judgment seat of Christ, that each one may be recompensed for his deeds in the body, according to what he has done, "	whether good or bad	.	" "" For we must all appear before the judgment seat of Christ, that each one may be recompensed for his deeds in the body, according to what he has done,  whether good or bad ."
15162	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 For I am persuaded, that neither death, nor life, nor angels, nor principalities, nor powers --	whether good or bad	.	 For I am persuaded, that neither death, nor life, nor angels, nor principalities, nor powers -- whether good or bad .
6823	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 All eyes and ears are very attentive to what is going on in the world and the American people are now making their voices heard, 	whether good or bad	.	 All eyes and ears are very attentive to what is going on in the world and the American people are now making their voices heard,  whether good or bad .
2539	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	" "" Never extrapolate past returns into the future, "	whether good or bad	.	" "" Never extrapolate past returns into the future,  whether good or bad ."
14521	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 Everything that you put on paper, 	whether good or bad	, comes out of yourself.	 Everything that you put on paper,  whether good or bad , comes out of yourself.
49264	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 What's meant to be will be, and this too shall pass, 	whether good or bad	.	 What's meant to be will be, and this too shall pass,  whether good or bad .
4362	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 (n5) The vast majority of cancer patients in a study published in 1994 said they wanted all available information, 	whether good or bad	, about their condition.	 (n5) The vast majority of cancer patients in a study published in 1994 said they wanted all available information,  whether good or bad , about their condition.
4713	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 10 For we must all appear before the judgment seat of Christ, that each one may receive what is due him for the things done while in the body, 	whether good or bad	.	 10 For we must all appear before the judgment seat of Christ, that each one may receive what is due him for the things done while in the body,  whether good or bad .
37616	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 That's their choice, it's their right, and they have to live with the consequences 	whether good or bad	.	 That's their choice, it's their right, and they have to live with the consequences  whether good or bad .
22172	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 If I think about it, the memories are the ones tattooed to your thoughts and what you'll always remember, 	whether good or bad	.	 If I think about it, the memories are the ones tattooed to your thoughts and what you'll always remember,  whether good or bad .
50420	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 With change, 	whether good or bad	, comes the need for adjustment.	 With change,  whether good or bad , comes the need for adjustment.
52985	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 work --Each man's work is one complete whole, 	whether good or bad	.	 work --Each man's work is one complete whole,  whether good or bad .
7943	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 And like most narratives, 	whether good or bad	, it arranges Montaigne's life in a simple, sequential, temporal pattern.	 And like most narratives,  whether good or bad , it arranges Montaigne's life in a simple, sequential, temporal pattern.
13830	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 Each ponders the question as to what @ @ @ @ @ @ @ @ @ @ deeds, 	whether good or bad	.	 Each ponders the question as to what @ @ @ @ @ @ @ @ @ @ deeds,  whether good or bad .
15614	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 For, as our desire is, so is our will; as our will is, @ @ @ @ @ @ @ @ @ @, so is our reward, 	whether good or bad	.	 For, as our desire is, so is our will; as our will is, @ @ @ @ @ @ @ @ @ @, so is our reward,  whether good or bad .
41373	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 The president is also called the commander-in-chief and is therefore responsible for anything that comes out of his decision 	whether good or bad	.	 The president is also called the commander-in-chief and is therefore responsible for anything that comes out of his decision  whether good or bad .
6826	yes	whether X or Y	good	bad	bad - good	whether (good) or (bad)	 All for the exquisite dramatic purpose of arriving at the zero degree of the self, the absolute floor of human being where something enormous 	whether good or bad	 might be expected.	 All for the exquisite dramatic purpose of arriving at the zero degree of the self, the absolute floor of human being where something enormous  whether good or bad  might be expected.
44458	yes	X and Y	cold	hot	cold - hot	(cold) and (hot)	 They are hardy in 	cold and hot	 climates, they naturalize well and look great in pots, they make long-lasting cut flowersand gophers wo n't eat them.	 They are hardy in  cold and hot  climates, they naturalize well and look great in pots, they make long-lasting cut flowersand gophers wo n't eat them.
4560	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 / help at all> -- The metaphor is different, but the idea is the same as in the allusion to Revelation's 	hot and cold	, above (234 <415>).	 / help at all> -- The metaphor is different, but the idea is the same as in the allusion to Revelation's  hot and cold , above (234 <415>).
19635	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 I am comfortable, but he is very 	hot and cold	, and it is easy to fall back into these bad habits for me when he pulls away.	 I am comfortable, but he is very  hot and cold , and it is easy to fall back into these bad habits for me when he pulls away.
24438	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Instead it helps tall fescue withstand many extremes -- from poor soils to 	hot and cold	 temperatures to dry and wet conditions.	 Instead it helps tall fescue withstand many extremes -- from poor soils to  hot and cold  temperatures to dry and wet conditions.
44819	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 They lack weather as we know it, experiencing instead a relentless daily cycle of 	hot and cold	 as the Sun moves across their alien skys.	 They lack weather as we know it, experiencing instead a relentless daily cycle of  hot and cold  as the Sun moves across their alien skys.
3124	yes	X and Y	cold	hot	cold - hot	(cold) and (hot)	" "" The feeling of "	cold and hot	" is very different in one bite than in two bites, "" he says."	" "" The feeling of  cold and hot  is very different in one bite than in two bites, "" he says."
25024	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 It feels like he's the 	hot and cold	 kind of guy.	 It feels like he's the  hot and cold  kind of guy.
37119	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Ten percent sell a variety of 	hot and cold	 cup beverages, frozen or fresh food products and miscellaneous other food products.	 Ten percent sell a variety of  hot and cold  cup beverages, frozen or fresh food products and miscellaneous other food products.
5644	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 A bait-prep center has @ @ @ @ @ @ @ @ @ @ with 	hot and cold	 fresh water.	 A bait-prep center has @ @ @ @ @ @ @ @ @ @ with  hot and cold  fresh water.
42084	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 The smallest buds (nonpareil) are considered the finest, although chopped large capers can be very successful in 	hot and cold	 sauces, where even distribution of flavor is desirable.	 The smallest buds (nonpareil) are considered the finest, although chopped large capers can be very successful in  hot and cold  sauces, where even distribution of flavor is desirable.
46953	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	" To Mandela and his colleagues, the state president issued a stern warning: "" If you blow "	hot and cold	 about negotiating today, you threaten and intimidate.	" To Mandela and his colleagues, the state president issued a stern warning: "" If you blow  hot and cold  about negotiating today, you threaten and intimidate."
8548	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Another room contains 	hot and cold	 whirlpools and a hightech under-water treadmill.	 Another room contains  hot and cold  whirlpools and a hightech under-water treadmill.
43282	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 There are always two sides to @ @ @ @ @ @ @ @ @ @ and bad, light and dark, 	hot and cold	, white and black.	 There are always two sides to @ @ @ @ @ @ @ @ @ @ and bad, light and dark,  hot and cold , white and black.
53910	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	8 @ @ @ @ @ @ @ @ @ @ instrument called BigPlate looks for 	hot and cold	 spots in the microwave background at an angular scale of 2'Below.	8 @ @ @ @ @ @ @ @ @ @ instrument called BigPlate looks for  hot and cold  spots in the microwave background at an angular scale of 2'Below.
33500	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Rainy-day options Choose from one of 30 spa choices: More adventurous types can try the Scotch Hose (@ @ @ @ @ @ @ @ @ @'re massaged with jets of alternating 	hot and cold	 water.	 Rainy-day options Choose from one of 30 spa choices: More adventurous types can try the Scotch Hose (@ @ @ @ @ @ @ @ @ @'re massaged with jets of alternating  hot and cold  water.
53035	yes	X and Y	cold	hot	cold - hot	(cold) and (hot)	"''"" Cold foods must stay "	cold and hot	 foods, hot.	"''"" Cold foods must stay  cold and hot  foods, hot."
44775	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 They have to build the best houses with gold faucets for their 	hot and cold	 water.	 They have to build the best houses with gold faucets for their  hot and cold  water.
51553	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Zineb fetched the pails of 	hot and cold	 water; Zohra washed Hayat's hair, making sure to wash away every trace of henna; Rachida and Mimouna rubbed her body.	 Zineb fetched the pails of  hot and cold  water; Zohra washed Hayat's hair, making sure to wash away every trace of henna; Rachida and Mimouna rubbed her body.
21703	yes	X and Y	cold	hot	cold - hot	(cold) and (hot)	 I would know Jean-Jacques was thinking about me, that our thoughts were colliding like 	cold and hot	 fronts over Kansas.	 I would know Jean-Jacques was thinking about me, that our thoughts were colliding like  cold and hot  fronts over Kansas.
20211	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 I felt like a washer on the spin cycle, 	hot and cold	 and fast at the same time.	 I felt like a washer on the spin cycle,  hot and cold  and fast at the same time.
33425	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Putting runs 	hot and cold	.	 Putting runs  hot and cold .
46931	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Time and again, in wars 	hot and cold	, democracy as a system has consistently beaten its competitors -- not despite having decision-makers accountable to their publics, but largely because of it.	 Time and again, in wars  hot and cold , democracy as a system has consistently beaten its competitors -- not despite having decision-makers accountable to their publics, but largely because of it.
26671	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 It was running 	hot and cold	 long before it hooked up with German automaker Daimler-Benz in 1998.	 It was running  hot and cold  long before it hooked up with German automaker Daimler-Benz in 1998.
26094	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 It simply manages to run 	hot and cold	 a bit.	 It simply manages to run  hot and cold  a bit.
18816	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 His remedy for heart disease was 	hot and cold	 compresses, vegetables and cold water.	 His remedy for heart disease was  hot and cold  compresses, vegetables and cold water.
7171	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Alternate 	hot and cold	.	 Alternate  hot and cold .
23660	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 In one scenario, large 	hot and cold	 spots began as tiny quantum fluctuations during the explosive birth of the universe.	 In one scenario, large  hot and cold  spots began as tiny quantum fluctuations during the explosive birth of the universe.
4570	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 // * Keep hot foods 	hot and cold	 food cold.	 // * Keep hot foods  hot and cold  food cold.
39849	yes	X and Y	cold	hot	cold - hot	(cold) and (hot)	 The foreigners liked to eat 	cold and hot	 things together, very unhealthy.	 The foreigners liked to eat  cold and hot  things together, very unhealthy.
51053	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 You can put 	hot and cold	 things in these drink or food containers.	 You can put  hot and cold  things in these drink or food containers.
43235	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 There also are deep scuppers for good drainage, and fresh and saltwater outlets, and 	hot and cold	 water for a telephone shower.	 There also are deep scuppers for good drainage, and fresh and saltwater outlets, and  hot and cold  water for a telephone shower.
18382	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Here, you'll also find a swim ladder, 	hot and cold	 shower and a shore power cord that retracts like the cord on your Electrolux.	 Here, you'll also find a swim ladder,  hot and cold  shower and a shore power cord that retracts like the cord on your Electrolux.
17958	yes	X and Y	cold	hot	cold - hot	(cold) and (hot)	 Her close presence feels huge, checked, clothy, a cloud come over him like the shadow of that hull on its side out there on the Gulf, where it was 	cold and hot	 both at once.	 Her close presence feels huge, checked, clothy, a cloud come over him like the shadow of that hull on its side out there on the Gulf, where it was  cold and hot  both at once.
32218	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Other notable features include: 	hot and cold	 shower, opening transom door, teak swim platform, and manual bilge pump.	 Other notable features include:  hot and cold  shower, opening transom door, teak swim platform, and manual bilge pump.
41948	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 The second period is shorter -- the period of 	hot and cold	 wars ranging from the extraordinary growth of radar-electronics and nuclear fission in the early 1940s through the 1970s.	 The second period is shorter -- the period of  hot and cold  wars ranging from the extraordinary growth of radar-electronics and nuclear fission in the early 1940s through the 1970s.
24848	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 It can and does get 	hot and cold	 and whatever depending on where it's stored and how long.	 It can and does get  hot and cold  and whatever depending on where it's stored and how long.
38904	yes	X and Y	cold	hot	cold - hot	(cold) and (hot)	 The buffet features an extensive array of 	cold and hot	 dishes that include seared ahi tuna with Oriental noodles, spicy jumbo prawns, smoked salmon, country ham, spring lamb and roast loin of pork.	 The buffet features an extensive array of  cold and hot  dishes that include seared ahi tuna with Oriental noodles, spicy jumbo prawns, smoked salmon, country ham, spring lamb and roast loin of pork.
44965	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 They run 	hot and cold	 with the other 2 acts in town.	 They run  hot and cold  with the other 2 acts in town.
12499	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Ciboulette Cafe (an extension of the pastry kitchen, with tables and a display case) offers 	hot and cold	 desserts, coffee drinks and takeout.	 Ciboulette Cafe (an extension of the pastry kitchen, with tables and a display case) offers  hot and cold  desserts, coffee drinks and takeout.
28861	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Lunch features burgers, 	hot and cold	 sandwiches, pastas and salads.	 Lunch features burgers,  hot and cold  sandwiches, pastas and salads.
17897	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Henry Ford paid his workers so well they were able to afford large houses with 	hot and cold	 running water and electricity.	 Henry Ford paid his workers so well they were able to afford large houses with  hot and cold  running water and electricity.
48050	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Wal-Mart and Costco also sell lines of portable 	hot and cold	 snack boxes for between $35 and $50.	 Wal-Mart and Costco also sell lines of portable  hot and cold  snack boxes for between $35 and $50.
21827	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 I'm 	hot and cold	, got the chills, on the verge of tears, smiling big and feel like someone poured something into my head all the way down to my toes.	 I'm  hot and cold , got the chills, on the verge of tears, smiling big and feel like someone poured something into my head all the way down to my toes.
53440	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	, ANDOVER, MASS @ @ @ @ @ @ @ @ @ @ manometers, exhaust-throttle valves, 	hot and cold	 cathode-ion gauge transducers, convection transducers, and mass-flow controllers.	, ANDOVER, MASS @ @ @ @ @ @ @ @ @ @ manometers, exhaust-throttle valves,  hot and cold  cathode-ion gauge transducers, convection transducers, and mass-flow controllers.
18378	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Here, we have a lush food store nearby with a well-stocked 	hot and cold	 food bar.	 Here, we have a lush food store nearby with a well-stocked  hot and cold  food bar.
21297	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 I tipped back again against the wall and felt 	hot and cold	.	 I tipped back again against the wall and felt  hot and cold .
53710	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	2', ACME-HEMT has made the most sensitive measurements to date of any instrument trying to find 	hot and cold	 spots in the microwave background.	2', ACME-HEMT has made the most sensitive measurements to date of any instrument trying to find  hot and cold  spots in the microwave background.
52057	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 i get 	hot and cold	 and my feet and palms get sweaty and I'm scared i will pass out at school or anywhere.	 i get  hot and cold  and my feet and palms get sweaty and I'm scared i will pass out at school or anywhere.
10578	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Breakfast was a great array of 	hot and cold	 dishes, including the usual Iberico hams, chorizo, morcilla as well as fresh fruit and much more.	 Breakfast was a great array of  hot and cold  dishes, including the usual Iberico hams, chorizo, morcilla as well as fresh fruit and much more.
7058	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Along with the 	hot and cold	 tapas are heartier dishes cooked on a flat griddle called a plancha t hat include @ @ @ @ @ @ @ @ @ @ onion marmalade or quail with lavender.	 Along with the  hot and cold  tapas are heartier dishes cooked on a flat griddle called a plancha t hat include @ @ @ @ @ @ @ @ @ @ onion marmalade or quail with lavender.
16918	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 He initially denied paternity of his child out of wedlock, and even after acknowledging paternity, has had a 	hot and cold	 relationship with her.	 He initially denied paternity of his child out of wedlock, and even after acknowledging paternity, has had a  hot and cold  relationship with her.
52152	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 is a bountiful selection of traditional dishes, including about a dozen 	hot and cold	 appetizers, salads, soups, 10 hot entrees, some of which are not from the menu.	 is a bountiful selection of traditional dishes, including about a dozen  hot and cold  appetizers, salads, soups, 10 hot entrees, some of which are not from the menu.
8528	yes	X and Y	cold	hot	cold - hot	(cold) and (hot)	 Another efficient alternative to incandescent bulbs are light-emitting diodes (LEDs): They are even more efficient and longer-lasting than CFL bulbs; emit a clearer, brighter light; and are virtually unbreakable even in 	cold and hot	 weather.	 Another efficient alternative to incandescent bulbs are light-emitting diodes (LEDs): They are even more efficient and longer-lasting than CFL bulbs; emit a clearer, brighter light; and are virtually unbreakable even in  cold and hot  weather.
5831	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 A large portion of electricity is used in the motors that circulate 	hot and cold	 air inside the home to maintain comfortable temperatures.	 A large portion of electricity is used in the motors that circulate  hot and cold  air inside the home to maintain comfortable temperatures.
15388	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 For instance, its MegaBars -- buffets of 	hot and cold	 entrees for less than $5 that were introduced in 1985 -- now account for hearty 50% of sales.	 For instance, its MegaBars -- buffets of  hot and cold  entrees for less than $5 that were introduced in 1985 -- now account for hearty 50% of sales.
23199	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 In addition, cars on the highway tend to stay at a more even temperature, while in the city they go through repeated cycles of 	hot and cold	.	 In addition, cars on the highway tend to stay at a more even temperature, while in the city they go through repeated cycles of  hot and cold .
49784	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Whereas Calle del Ro had only public pumps and public baths, in the casero every apartment had 	hot and cold	 running water, two sinks, a shower, and a toilet.	 Whereas Calle del Ro had only public pumps and public baths, in the casero every apartment had  hot and cold  running water, two sinks, a shower, and a toilet.
43923	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 These 	hot and cold	 men feel great to be with when they are hot, but when the arctic winds blow, you feel lost and isolated from him.	 These  hot and cold  men feel great to be with when they are hot, but when the arctic winds blow, you feel lost and isolated from him.
2348	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	" "" It's like he's entering a warm room after being out in the cold-he'll feel a flood of warmth because his body is being systemically shocked by the "	hot and cold	" contrast, "" explains Davidson."	" "" It's like he's entering a warm room after being out in the cold-he'll feel a flood of warmth because his body is being systemically shocked by the  hot and cold  contrast, "" explains Davidson."
36019	yes	X and Y	cold	hot	cold - hot	(cold) and (hot)	 Some nondairy mills are acceptable on 	cold and hot	 cereals-rice-, oat-, and almond-based milks in particular.	 Some nondairy mills are acceptable on  cold and hot  cereals-rice-, oat-, and almond-based milks in particular.
15938	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 GYMNASTICS: The USA blew 	hot and cold	.	 GYMNASTICS: The USA blew  hot and cold .
34566	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 She felt as if he was 	hot and cold	.	 She felt as if he was  hot and cold .
29923	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Most parties have predicatable 	hot and cold	 spots; figure out where they are and you're halfway there.	 Most parties have predicatable  hot and cold  spots; figure out where they are and you're halfway there.
41493	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 The prototype valve controls the mix of pressurized 	hot and cold	 air delivered to the crew and equipment compartments of aircraft.	 The prototype valve controls the mix of pressurized  hot and cold  air delivered to the crew and equipment compartments of aircraft.
28540	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Like Ian, he blows 	hot and cold	, one day meeting me with velvety eyes, the next making a quick exit.	 Like Ian, he blows  hot and cold , one day meeting me with velvety eyes, the next making a quick exit.
47794	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Use of a Leaf in other states voids the warranty, because the batteries wo n't hold a charge in any other state because of the extremes in 	hot and cold	 temps.	 Use of a Leaf in other states voids the warranty, because the batteries wo n't hold a charge in any other state because of the extremes in  hot and cold  temps.
9086	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 As instructed, I took 	hot and cold	 showers each morning.	 As instructed, I took  hot and cold  showers each morning.
3594	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	" "" Warm "" pours in a mix of "	hot and cold	, in my case not quite warm enough for a comfortable bath.	" "" Warm "" pours in a mix of  hot and cold , in my case not quite warm enough for a comfortable bath."
10398	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Both 	hot and cold	 work upstairs in bathroom.	 Both  hot and cold  work upstairs in bathroom.
8443	yes	X and Y	cold	hot	cold - hot	(cold) and (hot)	 And you get 	cold and hot	; nothing can be on your skin; your skin is incredibly sensitive; you're puking; you're having diarrhea because your body ca n't handle anything.	 And you get  cold and hot ; nothing can be on your skin; your skin is incredibly sensitive; you're puking; you're having diarrhea because your body ca n't handle anything.
11511	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 But the cars do n't move; they're 	hot and cold	 and day and night and he stays still to hear them.	 But the cars do n't move; they're  hot and cold  and day and night and he stays still to hear them.
20976	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 I remember washing my hands in the bathroom and starting to feel really 	hot and cold	 all over, and then my vision started to blur and go dark, and I could n't hear anything.	 I remember washing my hands in the bathroom and starting to feel really  hot and cold  all over, and then my vision started to blur and go dark, and I could n't hear anything.
24644	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Is his point about sameness and difference, 	hot and cold	, etc.	 Is his point about sameness and difference,  hot and cold , etc.
40408	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 The larger the fruit, he notes, the harder it is to heat uniformly and the more likely to form 	hot and cold	 spots.	 The larger the fruit, he notes, the harder it is to heat uniformly and the more likely to form  hot and cold  spots.
14632	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Eyes of a quiet and dreamy blueunless he was roused by something, and then, she recalled, they could fire 	hot and cold	 in equal measure.	 Eyes of a quiet and dreamy blueunless he was roused by something, and then, she recalled, they could fire  hot and cold  in equal measure.
30820	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Nonie tells her when to turn the taps, how much 	hot and cold	, how high, but Lark pours the bubbles and the white froth smells of soap.	 Nonie tells her when to turn the taps, how much  hot and cold , how high, but Lark pours the bubbles and the white froth smells of soap.
45661	yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 This hardened tissue, which lies just beneath the tooth's protective coating of enamel, contains thousands of tiny channels that transmit 	hot and cold	 sensations to the pulp, the nerve center of the tooth.	 This hardened tissue, which lies just beneath the tooth's protective coating of enamel, contains thousands of tiny channels that transmit  hot and cold  sensations to the pulp, the nerve center of the tooth.
