class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 Is Pat from Moonachie 	alive and well	, has he been rescued?
no	X and Y	young	old	new - old	(?!new)(\b\w+) and (\bold)	 Every year, many Americans 	young and old	 get sick because of air pollution.
no	X and Y	slow	awkward	fast - slow	(\bslow) and (?!fast)(\b\w+)	 The scene is 	slow and awkward	 but real.
no	X and Y	short	cheap	long - short	(\bshort) and (?!long)(\b\w+)	 I hope they can get him back on a 	short and cheap	 deal.
no	X and Y	short	cheap	long - short	(\bshort) and (?!long)(\b\w+)	 I hope they can get him back on a 	short and cheap	 deal.
no	X and Y	easy	brilliant	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 Do n't hate Thankfully, Heather shares this surprisingly 	easy and brilliant	 idea for not only our sweethearts, but also our friends, children, and others!
no	X or Y	insane	dead	alive - dead	(?!alive)(\b\w+) or (\bdead)	 target= " hplink " &gt;quoting the actress as saying: &lt;/a&gt; " Were it not for Scientology, I would either be completely 	insane or dead	 by now.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 There is n't really any dogma or scripture, yes or no, 	right or wrong	 on that particular subject in my church.
no	X and Y	rich	famous	poor - rich	(\brich) and (?!poor)(\b\w+)	 We have this stupid entitlement idea when it comes to the 	rich and famous	 and their business.
no	X and Y	large	diverse	large - small	(\blarge) and (?!small)(\b\w+)	 They provide a 	large and diverse	 pool of caregivers to choose from, giving you a great chance to find the right match for your needs.
no	X and Y	rich	pragmatic	poor - rich	(\brich) and (?!poor)(\b\w+)	 The data is going to 	rich and pragmatic	, you better believe it.
no	X or Y	active	reserve	active - passive	(\bactive) or (?!passive)(\b\w+)	 citizen while serving in the 	active or reserve	 components of the U.
no	X or Y	new	interesting	new - old	(\bnew) or (?!old)(\b\w+)	 Nothing 	new or interesting	 ever arises, just new versions of the same old.
no	X and Y	active	compelling	active - passive	(\bactive) and (?!passive)(\b\w+)	 You can even devote your energy to an 	active and compelling	 blog.
no	X and Y	sensible	long	long - short	(?!short)(\b\w+) and (\blong)	 It is our aim to find 	sensible and long	 term methods of weight loss and weight maintenance <h> Siemens NITRO 16: Youre Going to Have a Blast!
no	from X to Y	loud	soft	hard - soft	from (?!hard)(\b\w+) to (\bsoft)	 As you move 	from loud to soft	 sound environments throughout the day, you do nt want to be yanking out your hearing device to make on-the-move manual adjustments.
no	X or Y	loud	soft	hard - soft	(?!hard)(\b\w+) or (\bsoft)	 @ @ @ @ @ @ @ @ @ @ you can go about your life without a thought to whether its too 	loud or soft	.
yes	X and Y	urban	rural	rural - urban	(urban) and (rural)	 For example, school districts large and small, 	urban and rural	, have recognized we need a new direction to make health happen in schools.
yes	X and Y	large	small	large - small	(large) and (small)	 For example, school districts 	large and small	, urban and rural, have recognized we need a new direction to make health happen in schools.
no	X and Y	good	fair	bad - good	(\bgood) and (?!bad)(\b\w+)	 What's the point to tell me a policy without a 	good and fair	 reason?
no	X and Y	Quiet	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 	Quiet and cold	, we walked out of the lift and towards our room.
no	X and Y	high	mighty	high - low	(\bhigh) and (?!low)(\b\w+)	 Not so 	high and mighty	 now, are you?
no	X and Y	funny	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 I thought that was really 	funny and good	.
no	X and Y	left	right	right - wrong	(?!wrong)(\b\w+) and (\bright)	 How is that a win for anybody but the 	left and right	 wing nuts who are driving this whole thing?
no	X and Y	tried	true	false - true	(?!false)(\b\w+) and (\btrue)	 In the real world, we professionals refer to a 	tried and true	 approach to problem--solving called " VSE ", or otherwise known as Vision, Strategy, and Execution.
no	X or Y	left	right	right - wrong	(?!wrong)(\b\w+) or (\bright)	 Press the little arrow button to toggle whether it lands on the 	left or right	 side of the browser.
no	X and Y	Simple	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 	Simple and easy	.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 I can see the 	good and bad	 points of any game including GW2, however I'm not stupid enough to phrase my posts as you have.
no	X and Y	new	fun	new - old	(\bnew) and (?!old)(\b\w+)	 Although even without them in Queensdale, we were discovering 	new and fun	 events in every unexplored section of the zone we walked to.
no	X and Y	active	creative	active - passive	(\bactive) and (?!passive)(\b\w+)	 The latter will have to become much more pro-	active and creative	 in all elements of their marketing mix if they are to continue to retain a place in the consumers'hearts.
no	X and Y	new	terminated	new - old	(\bnew) and (?!old)(\b\w+)	 This dataset is daily to DTCC's weekly, and is activity (new and terminated	 trades on a given day) rather than total outstanding positions (whenever traded).
no	X and Y	sad	guilty	happy - sad	(\bsad) and (?!happy)(\b\w+)	 At the time I was feeling quite confused, 	sad and guilty	 (because do n't we moms begin blaming ourselves for things right away?
no	X and Y	happy	excited	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 I can not stop laughing and just being 	happy and excited	.
no	from X to Y	bad	worse	bad - good	from (\bbad) to (?!good)(\b\w+)	 Of course, murderous mutant midget cannibals have a nasty habit of making things go 	from bad to worse	.
yes	both X and Y	male	female	female - male	both (male) and (female)	 paradoxus morphotype are positioned on the edge of the left elytron of 	both male and female	 Laccophilus maculosus.
no	X and Y	long	inexplicable	long - short	(\blong) and (?!short)(\b\w+)	 @ @ @ @ @ @ @ @ @ @ 	long and inexplicable	, but it was a hit in Europe, especially in France.
no	X and Y	old	fat	new - old	(\bold) and (?!new)(\b\w+)	 The Western was still personified by John Wayne, but Wayne was 	old and fat	 and wearing a toupee.
no	X and Y	productive	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 Kraft would quickly become @ @ @ @ @ @ @ @ @ @ lot of 	productive and good	 ideas for the league and he is universally respected by the other NFL owners.
no	X and Y	long	complicated	long - short	(\blong) and (?!short)(\b\w+)	 IndieGoGo's TOS is very 	long and complicated	 and includes esoteric rules such as that no money raised via IndieGoGo can be used in any way that would evidently end in the death of an animal.
no	X or Y	angry	happy	happy - sad	(?!sad)(\b\w+) or (\bhappy)	 When a dog barks or howls or cries, you can usually tell, in a general kind of way, what it's trying to say -- if it's hurt or scared or 	angry or happy	.
no	X or Y	angry	happy	happy - sad	(?!sad)(\b\w+) or (\bhappy)	 We might be misled by (stupid) beliefs about cultural superiority or whatnot, but we can always tell if other humans are sad or 	angry or happy	.
no	X or Y	sad	angry	happy - sad	(\bsad) or (?!happy)(\b\w+)	 We might be misled by (stupid) beliefs about cultural superiority or whatnot, but we can always tell if other humans are 	sad or angry	 or happy.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 All I want to see is one more appearance of Kirk Prime, where he rides off into the sunset, 	alive and well	, and off to the next adventure.
no	X and Y	small	insignificant	large - small	(\bsmall) and (?!large)(\b\w+)	 He is not going to take any role, no matter how 	small and insignificant	, just to get it the film.
no	from X to Y	young	old	new - old	from (?!new)(\b\w+) to (\bold)	 Given this is a relatively small town, I recognized a large number of the moviegoers, and they ranged in age 	from young to old	.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 He knows who is 	good and bad	 and he rewards the good and gives a lump of coal to the bad (but most parents do n't let that happen since they are merciful as Santa).
no	X and Y	lonely	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 She still worries that her teddy bears will get 	lonely and cold	.
no	X and Y	fine	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 The make-believe is 	fine and good	 for the family.
yes	X or Y	true	false	false - true	(true) or (false)	 Or, of saying " whether that proposition is 	true or false	 is neither here nor there to the question I was speaking to, namely: is X is the main character of the story.
no	X and Y	long	tough	long - short	(\blong) and (?!short)(\b\w+)	 Though the road may be 	long and tough	, patiently endure!
no	X and Y	long	tough	long - short	(\blong) and (?!short)(\b\w+)	 Though the road may be 	long and tough	, patiently endure!
yes	X and Y	public	private	private - public	(public) and (private)	 Creative placemaking animates 	public and private	 spaces, rejuvenates structures and streetscapes, improves local business viability and public safety, and brings diverse people together to celebrate, inspire, and be inspired.
no	X or Y	fast	responsive	fast - slow	(\bfast) or (?!slow)(\b\w+)	 It is not as 	fast or responsive	 as the Kobo Glo or Kobo Touch, in terms of core hardware.
no	X and Y	shocking	hard	hard - soft	(?!soft)(\b\w+) and (\bhard)	 It is 	shocking and hard	 to digest, but important to know what is happening around you and be prepared.
no	X and Y	new	sustainable	new - old	(\bnew) and (?!old)(\b\w+)	 But it really sounds to us, more like an admission that there is no money for artists online in the Exploitation Economy to develop 	new and sustainable	 professional creative careers.
yes	X or Y	happy	sad	happy - sad	(happy) or (sad)	 So we have to be able to show when the creature's 	happy or sad	, algorithmically.
yes	X and Y	right	wrong	right - wrong	(right) and (wrong)	 You are not here to argue with different people about who is 	right and wrong	.
no	X and Y	light	dark	heavy - light	(\blight) and (?!heavy)(\b\w+)	 He has such a strong compositional sense that he stresses with 	light and dark	 forms.
no	X and Y	declining	long	long - short	(?!short)(\b\w+) and (\blong)	 Production is 	declining and long	 term gas supply is questionable.
yes	X or Y	hot	cold	cold - hot	(hot) or (cold)	 Soup is the classic example of something that can be eaten 	hot or cold	 so here we tell you about Gazpacho, a Spanish dish that is probably the most famous cold soup around.
no	X or Y	warm	cold	cold - hot	(?!hot)(\b\w+) or (\bcold)	 Hot, 	warm or cold	, this will be a favourite with all the family all year round.
no	X or Y	young	old	new - old	(?!new)(\b\w+) or (\bold)	 So, guys, 	young or old	, peace-loving or not so much, there are many benefits from making sure you have a good supply @ @ @ @ @ @ @ @ @ @.
no	X and Y	sad	lonely	happy - sad	(\bsad) and (?!happy)(\b\w+)	 No, sorry just no, that does NOT make me @ @ @ @ @ @ @ @ @ @ Atheism look like a 	sad and lonely	, lonely place.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 He's going to face the fire whether he's 	right or wrong	.
no	X and Y	unwelcome	wrong	right - wrong	(?!right)(\b\w+) and (\bwrong)	 You'd think it would be obvious that preemptively invading other countries is 	unwelcome and wrong	, and the longer we stay, the sooner we wear out our " welcome.
no	X and Y	old	young	new - old	(\bold) and (?!new)(\b\w+)	 A five-time All-Star and a solid, smart defender during his prime, Billups has had trouble cracking the All-NBA teams with so many elite point guards, 	old and young	, scattered around the league.
no	X and Y	poor	illiterate	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 Most humans on earth are 	poor and illiterate	, but many 3rd-world countries are quickly modernizing and using up more resources per capita, more and more people are joining the culture of consumerism.
no	X as well as Y	great	small	large - small	(?!large)(\b\w+) as well as (\bsmall)	 Most google, regardless of whether 	great as well as small	 to medium sized keep on records regarding search engine terms spent on those.
no	X or Y	big	small	large - small	(?!large)(\b\w+) or (\bsmall)	 Actually in our movement there is no such thing as 	big or small	.
no	X or Y	big	small	large - small	(?!large)(\b\w+) or (\bsmall)	 Actually in our movement there is no such thing as 	big or small	.
no	X and Y	rich	powerful	poor - rich	(\brich) and (?!poor)(\b\w+)	 To the owners and players, the 	rich and powerful	, the fan is saying: do n't treat me as if I do n't @ @ @ @ @ @ @ @ @ @.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 If you've been on a jury, it is n't usually hard to end up with a foreman like this, 	good or bad	; I know, because I've been that guy, and yes, I'm an engineer.
no	X and Y	new	shiny	new - old	(\bnew) and (?!old)(\b\w+)	 Half of the features they now claim to be 	new and shiny	 have been done before.
no	X and Y	soft	chewy	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 The Baguette comes as a long and thin craft loaf, kind of crispy on the outside, 	soft and chewy	 on the inside, but it's the kind of extra high-end bread quality that makes the sandwich extra great.
no	X and Y	long	thin	long - short	(\blong) and (?!short)(\b\w+)	 The Baguette comes as a 	long and thin	 craft loaf, kind of crispy on the outside, soft and chewy on the inside, but it's the kind of extra high-end bread quality that makes the sandwich extra great.
no	X and Y	large	gross	large - small	(\blarge) and (?!small)(\b\w+)	 Because I know that number is too 	large and gross	 to be ignored by the US citizens.
no	X and Y	shallow	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Do they really think we are THAT 	shallow and easy	 to please?
no	X and Y	long	arduous	long - short	(\blong) and (?!short)(\b\w+)	 Like all other spiritual processes, the time of emptying, that is, all the unloading, cleaning, sweeping, is equally a 	long and arduous	 learning process.
no	X and Y	wonderful	true	false - true	(?!false)(\b\w+) and (\btrue)	 " This is so 	wonderful and true	.
no	X and Y	slow	tedious	fast - slow	(\bslow) and (?!fast)(\b\w+)	 Fires and beetle-killed trees that have fallen over several dozen years have made travel across the plateau 	slow and tedious	.
no	X and Y	new	worthwhile	new - old	(\bnew) and (?!old)(\b\w+)	 Or should the company go back to the drawing board and create something 	new and worthwhile	?
no	X and Y	large	deep	large - small	(\blarge) and (?!small)(\b\w+)	 Revere has drawn a 	large and deep	 field of turf runners fort tonight's feature race at Churchill Downs.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 China's runaway growth in recent decades has led to a yawning gap 	between rich and poor	 and worsening pollution.
no	X and Y	poor	worsening	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 China's runaway growth in recent decades has led to a yawning gap between rich and 	poor and worsening	 pollution.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 The gap 	between rich and poor	 @ @ @ @ @ @ @ @ @ @ respondents citing it, up from 41 percent in 2008.
no	X and Y	slow	choppy	fast - slow	(\bslow) and (?!fast)(\b\w+)	 EUR/USD shifted slightly higher, but the move was 	slow and choppy	.
no	X and Y	new	veteran	new - old	(\bnew) and (?!old)(\b\w+)	 Directed by Jessica Hall'14, and featuring an ensemble cast of 	new and veteran	 actors, the play was staged April 12 through 14 in Brehmer Theater.
yes	between X and Y	private	public	private - public	between (private) and (public)	 It's a single homogenous, uniform space that does n't even make much distinction 	between private and public	 space.
yes	both X and Y	public	private	private - public	both (public) and (private)	 @ @ @ @ @ @ @ @ @ @ regularly sent between 	both public and private	 labs that are registered with the Centers for Disease Control and Prevention.
no	X and Y	new	cool	new - old	(\bnew) and (?!old)(\b\w+)	 He's not as 	new and cool	 as he was last year.
no	X and Y	young	old	new - old	(?!new)(\b\w+) and (\bold)	 Those are the best approach to hand painted drawings based on an incredible vary in order to match ages 	young and old	, they can be going to come up with a visible effects to any home.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 Oh, good: The Boys From Brazil are 	alive and well	 and having fun in capitals everywhere.
no	X and Y	small	preliminary	large - small	(\bsmall) and (?!large)(\b\w+)	 But it's a bold step forward (albeit a very 	small and preliminary	 step) to overcoming some significant challenges.
no	X and Y	passionate	alive	alive - dead	(?!dead)(\b\w+) and (\balive)	 There was more than one time that I feel so 	passionate and alive	 in doing.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 ANY culture can be facilitated by freedom of speech, 	good or bad	.
no	X and Y	long	tortuous	long - short	(\blong) and (?!short)(\b\w+)	 For many, prison or personal tragedy provide the final act of a 	long and tortuous	 drama.
no	X or Y	easy	comfortable	difficult - easy	(\beasy) or (?!difficult)(\b\w+)	 Because even if he reforms, forever and for good, I suspect the women he's already harassed are not going to have an 	easy or comfortable	 time with him around at the same convention where it happened.
no	X or Y	easy	pretty	difficult - easy	(\beasy) or (?!difficult)(\b\w+)	 The short version is that Elevatorgate started a lot of discussion, very little of it 	easy or pretty	.
yes	more X than Y	female	male	female - male	more (female) than (male)	 I also know of no official ones at massage conventions -- but that's a 	more female than male	 audience.
no	X and Y	mixed	bad	bad - good	(?!good)(\b\w+) and (\bbad)	 Not because they have n't heard it before, but because they're young, they need reminding, and our culture sends 	mixed and bad	 signals about treating women with respect.
no	both X and Y	good	ill	bad - good	both (\bgood) and (?!bad)(\b\w+)	 It's a *very powerful tool*, and like other very powerful tools in the news recently, usable for 	both good and ill	; and even when properly used, the harm can occasionally outweigh the good.
no	X and Y	good	interesting	bad - good	(\bgood) and (?!bad)(\b\w+)	 " DTNF's Rsum Advice: Have a 	good and interesting	 answer to every item on it for the interviews.
no	X or Y	old	older	new - old	(\bold) or (?!new)(\b\w+)	 Supreme Court are 74 years 	old or older	.
no	X and Y	fast	effective	fast - slow	(\bfast) and (?!slow)(\b\w+)	 It is a 	fast and effective	 way to become and to stay compliant with all the various state reporting requirements.
no	X and Y	young	old	new - old	(?!new)(\b\w+) and (\bold)	 Chaplains get to comfort the 	young and old	 when the soldier, sailor, airmen, or marine does n't received that much anticipated promotion.
no	X and Y	long	distinguished	long - short	(\blong) and (?!short)(\b\w+)	 The list of issues was 	long and distinguished	.
no	X and Y	sad	funny	happy - sad	(\bsad) and (?!happy)(\b\w+)	 It's 	sad and funny	 and moving and grim, shifts writing styles and genres in an almost whiplash fashion, and mashes up genres from historical adventure to slapstick comedy to near future science fiction to post-apocalyptic cautionary tales.
no	X and Y	new	interesting	new - old	(\bnew) and (?!old)(\b\w+)	 I ran across these guys while poking around for 	new and interesting	 content to stick into my beyondpod feed, and was hooked on their approach right away.
no	X or Y	small	fearful	large - small	(\bsmall) or (?!large)(\b\w+)	 It's not a job for 	small or fearful	 men.
no	X or Y	large	hairy	large - small	(\blarge) or (?!small)(\b\w+)	 Charlesworth, 30, definitely does n't look like that ubiquitous image of the stereotypical gay man, but he's not 	large or hairy	, either.
no	X and Y	short	sweet	long - short	(\bshort) and (?!long)(\b\w+)	 " 	short and sweet	, and nothing obtrusive, no deep voiced movie-preview narrators or sound effects.
no	X and Y	short	infrequent	long - short	(\bshort) and (?!long)(\b\w+)	 If audio ads are necessary, please keep them 	short and infrequent	.
no	X and Y	short	sweet	long - short	(\bshort) and (?!long)(\b\w+)	 why ca n't they just be 	short and sweet	 and to the point!
no	X and Y	Concise	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 " 	Concise and cold	, just like our fearless leader.
no	X and Y	easy	free	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 Rest easy, neophobes -- adding the Start button back to Windows 8 is 	easy and free	, and we'll show you how.
no	X and Y	good	sobering	bad - good	(\bgood) and (?!bad)(\b\w+)	 It's always 	good and sobering	 to take off your marketer hat and remember how your target audience actually perceives the work you do.
no	from X to Y	bad	worse	bad - good	from (\bbad) to (?!good)(\b\w+)	 the day kinda went 	from bad to worse	.
no	X and Y	situational	hard	hard - soft	(?!soft)(\b\w+) and (\bhard)	 It's 	situational and hard	 to @ @ @ @ @ @ @ @ @ @ attraction among most women.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 It was a risk which could have paid off big were it not for the sensitivities 	alive and well	 from 911.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Having internal advocates that can bridge the cultural gap between innovations and their target community and provide 	quick and easy	 technical support for potential adopters is a great asset for any project.
no	X and Y	big	old	new - old	(?!new)(\b\w+) and (\bold)	 She lived in a villa outside Munich, something very 	big and old	 and elegant.
no	X and Y	old	elegant	new - old	(\bold) and (?!new)(\b\w+)	 She lived in a villa outside Munich, something very big and 	old and elegant	.
no	X and Y	fast	honorable	fast - slow	(\bfast) and (?!slow)(\b\w+)	 I'd rather die 	fast and honorable	 than slow and miserable.
no	X and Y	slow	miserable	fast - slow	(\bslow) and (?!fast)(\b\w+)	 I'd rather die fast and honorable than 	slow and miserable	.
no	X and Y	middle	low	high - low	(?!high)(\b\w+) and (\blow)	 " He said Obama remains focused on the expiring tax cuts for those with 	middle and low	 incomes.
no	X and Y	difficult	imperfect	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 These circumstances are unfathomably 	difficult and imperfect	.
no	X and Y	hot	bad	bad - good	(?!good)(\b\w+) and (\bbad)	 Good when he is 	hot and bad	 when, at times, a better basketball play is required.
no	X and Y	big	small	large - small	(?!large)(\b\w+) and (\bsmall)	 We all do wrong and will continue to make mistakes, 	big and small	, but with prayers and faith, God only gives us what we can handle.
no	X and Y	wrong	reprehensible	right - wrong	(\bwrong) and (?!right)(\b\w+)	 what she did was blatantly 	wrong and reprehensible	, under a username made up of random numbers and letters takes none.
no	X and Y	wrong	reprehensible	right - wrong	(\bwrong) and (?!right)(\b\w+)	 what she did was blatantly 	wrong and reprehensible	, under a username made up of random numbers and letters takes none.
yes	both X and Y	good	bad	bad - good	both (good) and (bad)	 And you've gotten lots of advice, 	both good and bad	.
yes	X and Y	right	wrong	right - wrong	(right) and (wrong)	 2nd chances are meant for people who do n't yet know what is 	right and wrong	 or that do n't have the ability to control themselves.
no	X and Y	illegal	wrong	right - wrong	(?!right)(\b\w+) and (\bwrong)	 It was 	illegal and wrong	 and I'm glad you are paying for it.
no	X and Y	long	painfree	long - short	(\blong) and (?!short)(\b\w+)	 Dogs should live a 	long and painfree	 life, where they are nto constantly trying to catch there breath, has to be pumped full of piriton and honey and lemon juice due to palate and allergy problems.
no	X or Y	mauve	soft	hard - soft	(?!hard)(\b\w+) or (\bsoft)	 Even their clothing is 	mauve or soft	 tan.
no	X and Y	masculine	polite	feminine - masculine	(\bmasculine) and (?!feminine)(\b\w+)	 One can be 	masculine and polite	 and well mannered all at the same time.
no	X and Y	large	growing	large - small	(\blarge) and (?!small)(\b\w+)	 And that means embracing a 	large and growing	 conservative Hispanic community.
no	X and Y	old	wonderful	new - old	(\bold) and (?!new)(\b\w+)	 Some of us stubbornly hold to the 	old and wonderful	 assumptions about the United States, even though evidence is everywhere that the country has vitally and mightily changed.
no	X and Y	old	wonderful	new - old	(\bold) and (?!new)(\b\w+)	 Some of us stubbornly hold to the 	old and wonderful	 assumptions about the United States, even though evidence is everywhere that the country has vitally and mightily changed.
yes	how X or Y	large	small	large - small	how (large) or (small)	 He loves to give recognizion, no matter 	how large or small	.
no	X and Y	good	smart	bad - good	(\bgood) and (?!bad)(\b\w+)	 One of my students said that the 	good and smart	 people are in the White House and that she wants to be like Obama, Biden, and Sec.
no	X and Y	young	old	new - old	(?!new)(\b\w+) and (\bold)	 He has a special magnetism with people, 	young and old	, boys and girls, black and white.
yes	X and Y	short	long	long - short	(short) and (long)	 There should have been several because of the huge implications that trip had in the 	short and long	 term in improving our relations with the rest of the world since the Iraq bloody fiasco.
no	X and Y	long	tedious	long - short	(\blong) and (?!short)(\b\w+)	 rinsing your hair, lathering it with a shampoo, rinsing it, conditioning it and then rinsing it again, then towel drying it, and then running a hair dryer through it briefly, it becomes a 	long and tedious	 chore.
no	from X to Y	private	federal	private - public	from (\bprivate) to (?!public)(\b\w+)	 County governments should be concerned about the transfer 	from private to federal	 ownership will do to tax revenues.
no	X and Y	fast	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 It's 	fast and easy	, just fill out the fields below.
yes	X and Y	happy	sad	happy - sad	(happy) and (sad)	 This article made me 	happy and sad	 simultaneously.
no	X and Y	new	horrific	new - old	(\bnew) and (?!old)(\b\w+)	 My captors continue to find 	new and horrific	 ways to torture me.
no	X and Y	hot	humid	cold - hot	(\bhot) and (?!cold)(\b\w+)	 Cumberland gets 	hot and humid	 in the @ @ @ @ @ @ @ @ @ @ conditioning; that was a deliberate decision of ours, when we moved here three years ago.
no	X and Y	portable	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 They might look pretty, but they're actually quite practical, 	portable and easy	 to make, break and repair (you can even perfume them).
no	X and Y	hot	humid	cold - hot	(\bhot) and (?!cold)(\b\w+)	 I never used AC in my entire life and use electric ceiling fan but it is necessity because i stay in very 	hot and humid	 climate.
no	X and Y	long	thin	long - short	(\blong) and (?!short)(\b\w+)	 These are 	long and thin	 two-wheelers and the load goes in the low-slung middle.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	 The world was made up, not of dead material stuff, but " aliveness ", whether science said it was 	dead or alive	 or not.
no	X or Y	good	honorable	bad - good	(\bgood) or (?!bad)(\b\w+)	 Usually, not from a very 	good or honorable	 place.
no	X and Y	rich	privileged	poor - rich	(\brich) and (?!poor)(\b\w+)	 Indeed they do cater to the 	rich and privileged	 and yes, John, your ideas will not take root in such soil.
no	X and Y	easy	useful	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 I know that the old cat's whisker diode is 	easy and useful	, and I've heard claims that a basic transistor can be made without extreme difficulty, but I do n't know of anybody who's doing it.
no	X and Y	long	sophisticated	long - short	(\blong) and (?!short)(\b\w+)	com, no less -- a 	long and sophisticated	 answer from NYT reporter Lawrence Downes.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 Christiania is 	alive and well	.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 You might get popped, but nothing a 	quick and easy	 bribe wo n't take care of.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 group housing before legislation dictates how farmers house pigs because with proper management and pig selection, both systems can be 	good or bad	.
yes	X or Y	low	high	high - low	(low) or (high)	 Using extreme 	low or high	 frequencies they can hear your thoughts as the brain acts like a transmitter and receiver.
no	X and Y	good	helpful	bad - good	(\bgood) and (?!bad)(\b\w+)	 I just hope the 	good and helpful	 reviews do n't get buried under the volume of the bad ones.
no	X and Y	simple	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 I found the whole process, from registering and getting my ISBNs, to completing the forms and providing the copies, 	simple and easy	.
no	X and Y	soft	chewy	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 The dough was 	soft and chewy	, highlighted by the glaze that gave it a delicious finish.
no	X and Y	dominant	new	new - old	(?!old)(\b\w+) and (\bnew)	 There were plenty of moments when the Gators looked 	dominant and new	 and then there were moments @ @ @ @ @ @ @ @ @ @ moments outweighed last years moments.
no	X and Y	long	painful	long - short	(\blong) and (?!short)(\b\w+)	 I hope to God I am wrong and we see improvement in week #2 or this is going to be a 	long and painful	 season for which I can not take another one like last year.
no	X and Y	drunk	jumpy	drunk - sober	(\bdrunk) and (?!sober)(\b\w+)	 These songs will get you 	drunk and jumpy	, they will make you dance or imagine yourself punching stupid marble busts of old businessmen and having them disintegrate into a cloud of middling dust.
no	X and Y	sad	annoyed	happy - sad	(\bsad) and (?!happy)(\b\w+)	 But I am 	sad and annoyed	 at ending the Vertigo series.
no	X and Y	difficult	dangerous	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 " Make no mistake about it: How to deal with Iran's defiance of international norms and its nuclear program is one of the most 	difficult and dangerous	 challenges this country has faced in decades.
no	X and Y	funny	hot	cold - hot	(?!cold)(\b\w+) and (\bhot)	 It's kind of cool catching up with Ginger Lynn today and realizing she's still 	funny and hot	 and fast.
no	X and Y	small	petty	large - small	(\bsmall) and (?!large)(\b\w+)	 It makes me feel 	small and petty	, yet I know I'm just trying to absorb and understand all that's happened.
no	X and Y	sad	angry	happy - sad	(\bsad) and (?!happy)(\b\w+)	 I'm 	sad and angry	, and sometimes elated.
no	X or Y	wrong	bad	bad - good	(?!good)(\b\w+) or (\bbad)	 NOTHING Obama has done, is doing, or will do, is 	wrong or bad	.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 And as a people, and as a nation, we suffer because of a blindness that will not allow us to see what is before us, 	good or bad	.
no	X and Y	right	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 I see all of the ugliness before me, and I hear the hateful words, but it will not change my personal goals, nor will I see beyond what is simply 	right and good	.
no	X and Y	simple	fast	fast - slow	(?!slow)(\b\w+) and (\bfast)	 We can detect very small differences in telomere length and it is a very 	simple and fast	 technique where many samples can be analysed at the same time.
no	X and Y	new	intriguing	new - old	(\bnew) and (?!old)(\b\w+)	 Forgetting that many once found his " force me to do it " from the bottom up thing 	new and intriguing	.
yes	more X than Y	female	male	female - male	more (female) than (male)	 More than two thirds of the sites in this survey have 	more female than male	 users.
no	X and Y	alive	viable	alive - dead	(\balive) and (?!dead)(\b\w+)	 Also, after I made this post, I was thinking about the fact that this young woman was 	alive and viable	 within the world -- as opposed to the " unborn.
no	X and Y	new	existing	new - old	(\bnew) and (?!old)(\b\w+)	, LLC, is an Internet consulting and advisement firm specializing in 	new and existing	 TLD strategy, board advisement, premium domain and market positioning, sales, and services.
