sent_id,class,pattern,X_found,Y_found,pair,context_pre,costr,context_post,antonymous_value_GG,antonymous_value_LS,antonymous_value_LP,majority_vote
1680522,no,o X o Y,forte,veloce,lento - veloce,"Si può nascere con maggiori o minori capacità, però nessuno diventa un atleta perché è nato alto",o forte o veloce,.,NOT_ANTONYM,NOT_ANTONYM,NOT_ANTONYM,NOT_ANTONYM
4382307,no,"X , non Y",sottile,alto,alto - basso,Era,"sottile, non alto",", di portamento eretto, rigido, e camminava in modo singolare, a scossoni.",NOT_ANTONYM,NOT_ANTONYM,NOT_ANTONYM,NOT_ANTONYM
6050032,no,tanto X quanto Y,maschile,femminile,femminile - mascolino,"A partire dalle 9 di domenica prossima e ad oltranza, sui tavoli verdi della sala, si disputeranno le prime prove della Coppa Friuli 2001,",tanto maschile quanto femminile,.,ANTONYM,ANTONYM,ANTONYM,ANTONYM
622068,no,sia X che Y,stretti,morbidi,duro - morbido,"I pantaloni,",sia stretti che morbidi,", si portano con piccole giacche aderenti, sia in tinta unita che in grandi baiadere, nei colori tematici della collezione (verde, arancio, blu, bianco, fuxia).",NOT_ANTONYM,NOT_ANTONYM,NOT_ANTONYM,NOT_ANTONYM
5511270,no,X ma Y,ottimista,prudente,ottimista - pessimista,"È lo stesso pensiero sia del presidente del Coni, Mario Pescante ("" Non posso dare giudizi, ma sono soddisfatto perché alcuni segnali positivi ci sono, in particolare l'apprezzamento della Commissione sul lavoro svolto dal gruppo che ha elaborato il dossier ""), sia del sindaco Francesco Rutelli che, nell'annunciare di recarsi a Losanna il 7 marzo, si dichiara """,ottimista ma prudente,""".",NOT_ANTONYM,NOT_ANTONYM,NOT_ANTONYM,NOT_ANTONYM
236634,no,a X e Y,caldo,verniciato,caldo - freddo,"Nel vostro caso ho scelto una soluzione piuttosto elaborata, ricoprendo l'intera parete di fondo del terrazzo con un esteso grigliato metallico (ferro zincato",a caldo e verniciato,"), realizzato secondo una composizione di trame più o meno fitte capaci di "" disegnare "" la parete nel vero senso della parola.",ERROR,ERROR,ERROR,ERROR
491229,no,X ma Y,piccolo,interessante,grande - piccolo,"Curva dopo curva, si sale al paese dove è d'obbligo la visita al "" Museo civico archeologico "", via Roma, tel. 0784 68.150 (aperto in estate 9-13 e 15.30-18),",piccolo ma interessante,", che raccoglie tutti i reperti rinvenuti nelle numerose e non ancora totalmente esplorate necropoli della zona.",NOT_ANTONYM,NOT_ANTONYM,NOT_ANTONYM,NOT_ANTONYM
7060888,no,X e Y,pessimisti,solidali,ottimista - pessimista,Generazione Z:,pessimisti e solidali,", ecco il mondo per i teenagers tra diritti civili e timori Temono il futuro tra guerre e inquinamento, sono altruisti e impegnati.",NOT_ANTONYM,NOT_ANTONYM,NOT_ANTONYM,NOT_ANTONYM
1353490,no,a X e Y,pubbliche,ripetute,privato - pubblico,"La levata di scudi musulmani e di scimitarre islamiche, che ha evangelicamente ricordato al papa di badare piuttosto alla trave nell'occhio della sua religione, e lo ha inauditamente costretto",a pubbliche e ripetute,"scuse, ha attirato più attenzione del fatto che quello stesso discorso fosse in realtà indirizzato agli scienziati e dedicato al rapporto tra fede e ragione, a partire dall'osservazione dello stesso imperatore bizantino che "" non agire secondo ragione è contrario alla natura di Dio "".",NOT_ANTONYM,NOT_ANTONYM,ERROR,NOT_ANTONYM
541804,no,X e Y,neri,cattivi,buono - cattivo,"A partire dal 1910, i bollettini della Commissione per la Sanita'Pubblica di New Orleans scrivevano ripetutamente che la "" marijuana e'la piu'pericolosa sostanza mai apparsa nella zona ed i suoi nefasti effetti possono trasformare i buoni uomini bianchi in",neri e cattivi,""".",NOT_ANTONYM,NOT_ANTONYM,NOT_ANTONYM,NOT_ANTONYM
2964386,no,X e Y,lenta,severa,lento - veloce,"L'Abate lo fissò a lungo, poi disse con voce",lenta e severa,": "" Vi ho cercato subito dopo compieta.",NOT_ANTONYM,NOT_ANTONYM,NOT_ANTONYM,NOT_ANTONYM
