sent_id;class;pattern;X_found;Y_found;pair;context_pre;costr;context_post;antonymous_value
15664;no;either X or Y;good;outstanding;bad - good; Fortyfive percent said their own religious education was ;either good or outstanding;, and another quarter said it was adequate.;
24674;no;either X or Y;good;evil;bad - good; Is it really possible that the spear that pierced Jesus on the Cross has the power to control the world for ;either good or evil; purposes?;
20637;no;either X or Y;good;great;bad - good; I knew that she was ;either good or great;, because she was on the news, and my mom disappeared into the den for long afternoons to watch Billie Jean at Wimbledon.;
43794;no;either X or Y;good;evil;bad - good; There's a duality to them, because they're ;either good or evil; -- they lead Merida into more and more trouble, but in the end, they've led her exactly where she needs to go.;
8911;no;from X to Y;bad;worse;bad - good; As a consequence, the policy performance of the Jose Samey administration declined ;from bad to worse; between 1985 and 1989.;
22239;no;from X to Y;bad;worse;bad - good; If cleaning does no good, and the CDROM itself does n't appear to be the problem, the prognosis goes ;from bad to worse;.;
22926;no;from X to Y;bad;worse;bad - good; In 1780 @ @ @ @ @ @ @ @ @ @ had now gone ;from bad to worse; for the Company's divided forces.;
42042;no;from X to Y;bad;worse;bad - good; The situation had gone ;from bad to worse; after the discussion about guns.;
3873;no;from X to Y;bad;worse;bad - good;" "" You can see how things went ";from bad to worse;.;
21179;no;from X to Y;good;great;bad - good; I think it can be the difference that moves a project ;from good to great;!;
30842;no;from X to Y;good;adequate;bad - good; Nordic rental gear ranges ;from good to adequate;"; but if you like the new short skies, you'll have to bring'em.";
45342;no;from X to Y;bad;worse;bad - good; Things go ;from bad to worse; as it all becomes about the money, the guns, Sound Mix: <h> Color: <h> Aspect Ratio: <h> Did You Know?;
14317;no;from X to Y;bad;worse;bad - good; Ever since a certain review session in their Portuguese class, their relationship had gone ;from bad to worse;.;
27873;no;from X to Y;bad;worse;bad - good; Jobs go ;from bad to worse; following a firing.;
27762;no;from X to Y;bad;worse;bad - good; Its sad to say, but this is only the beginning and our government is going ;from bad to worse;.;
38423;no;from X to Y;bad;worse;bad - good; The acidic water went ;from bad to worse;.;
5400;no;from X to Y;bad;worst;bad - good; @ @ @ @ @ @ @ @ @ @ of the boy she likes after he suffers a heart attack or something and after that, things start to go ;from bad to worst;.;
42046;no;from X to Y;bad;worse;bad - good; The situation then went ;from bad to worse;" as the acquisition system was being changed by the proponents of prototyping, "" fly-before-buy "", and so on.";
42353;no;from X to Y;bad;worse;bad - good; The takeaway from any honest and unforgiving analysis of Syria produces a series of options that range ;from bad to worse;.;
6742;no;from X to Y;good;great;bad - good; Air tools and nailers, I have many and all work ;from good to great;.;
39083;no;from X to Y;okay;good;bad - good; The coffee can be ;from okay to good; but rarely the same.;
28151;no;from X to Y;bad;worse;bad - good;" Khedairi has said of her novel Absent, from which the story of the same title is excerpted, "" Since the Liberation/Occupation so much has changed, and things are going ";from bad to worse;.;
51660;no;from X to Y;good;great;bad - good; and failed to make the leap ;from good to great;.;
1521;no;from X to Y;good;excellent;bad - good;" "" Hangin-around "" is the only clinker; the other tracks range ";from good to excellent;", especially "" Amy Hit the Atmosphere "" (a.";
12788;no;from X to Y;bad;worse;bad - good; Consequently, domestic politics matters more and the performance of the regime on that front is going ;from bad to worse;.;
22105;no;from X to Y;bad;worse;bad - good; IT takes away from the fact that you used financial irresponsibility to antagonize the situation ;from bad to worse;.;
32394;no;from X to Y;bad;worse;bad - good; Our relationship went ;from bad to worse; when we was teenagers.;
47627;no;from X to Y;bad;worse;bad - good; Unfortunately for them, things go ;from bad to worse; with murders, decayed bodies, stolen money, and a corrupt sheriff.;
12339;no;from X to Y;bad;worse;bad - good;" Certainly, Paul was right that "" evildoers and impostors will go ";from bad to worse;", deceiving and being deceived "" (2 Tim 3:13).";
21647;no;from X to Y;bad;worse;bad - good; I wish I had good news to report but my situation has gone ;from bad to worse;.;
52526;no;from X to Y;good;great;bad - good; s shift ;from good to great;.;
42451;no;from X to Y;bad;worse;bad - good; The ticket has gone back and forth and back and forth, and we have just gone ;from bad to worse; over the last 30 years.;
16167;no;from X to Y;bad;worse;bad - good; Going ;from bad to worse;.;
42043;no;from X to Y;bad;worse;bad - good; The situation here is rapidly going ;from bad to worse;.;
6990;no;from X to Y;bad;great;bad - good; All they'll remember is how we went ;from bad to great;.;
7699;no;from X to Y;bad;worse;bad - good; And as the years passed by, things got ;from bad to worse;.;
36317;no;from X to Y;bad;worse;bad - good; Soon, she finds herself in a lot of trouble and things go ;from bad to worse;.;
12168;no;from X to Y;awful;bad;bad - good;" Ca n't ad-lib; Top-shelf anchor; Has gone ";from awful to bad;"; Still hope; He's learning.";
52474;no;from X to Y;good;great;bad - good; re inside a company that makes the transition ;from good to great;.;
53060;no;from X to Y;good;great;bad - good;'But if you want to get them ;from good to great;, you have to start spending some money.;
40643;no;from X to Y;good;great;bad - good; The management climate during a leap ;from good to great; is like a searing scientific debate?;
14052;no;from X to Y;good;downright;bad - good;" Equally as impressive was the sauce that was served with the hush puppies; it was a key lime herb mayo that transformed the jalapeo hush puppies ";from good to downright; delicious.;
39112;no;from X to Y;good;superb;bad - good; The combination of her talent with Shore's words seals the deal on this title, raising my estimation of their work ;from good to superb;.;
31728;no;from X to Y;bad;worse;bad - good; Once kidnapped, the situation can go ;from bad to worse; possibly ending in the captive being executed in some cruel manner.;
5350;no;from X to Y;bad;atrocious;bad - good; @ @ @ @ @ @ @ @ @ @ has run the gamut ;from bad to atrocious;: He stomps, he pouts, he drops his shoulders, he hangs his head.;
15583;no;from X to Y;bad;worse;bad - good; For those of us who are already susceptible, it is possible to go ;from bad to worse;.;
12699;no;from X to Y;good;great;bad - good; Companies that make the change ;from good to great; have no name for their transformation?;
35334;no;from X to Y;bad;worse;bad - good; Since 1950, average class size has declined from 30 to 22, yet the conventional wisdom is that the situation has gone ;from bad to worse;.;
12906;no;from X to Y;moderate;good;bad - good; Corresponding efficacy levels tend to extend ;from moderate to good;.;
53083;no;from X to Y;awful;good;bad - good;'If you want to get these schools ;from awful to good;, you do n't really need to put out much money,'he said.;
45350;no;from X to Y;bad;worse;bad - good; Things went ;from bad to worse; after we went back to my room.;
4658;no;from X to Y;bad;worse;bad - good; // Things went ;from bad to worse; for Pamela this past February, when she and Tommy had a violent argument at their home.;
31580;no;from X to Y;outstanding;good;bad - good; On our four visits the food ranged ;from outstanding to good;.;
34829;no;from X to Y;good;excellent;bad - good; She reported a remarkable 90 percent success rate, ranging ;from good to excellent;.;
18280;no;from X to Y;good;great;bad - good; Here are a few lessons we can learn from a real pin board that will help us give more attention to our pinning and turn our Pinterest boards ;from good to great;.;
25133;no;from X to Y;good;excellent;bad - good; It has been shown to have ;from good to excellent; interrater and test-retest reliability (Jensen, Roper, Fisher, Piacentini, et al.;
16085;no;from X to Y;bad;worse;bad - good; Given that they have n't exactly helped Schumacher much, it would seem to me that this move means things go ;from bad to worse;.;
8275;no;from X to Y;bad;worse;bad - good; And this story goes ;from bad to worse;.;
32749;no;from X to Y;bad;worse;bad - good; Penney and turning that mediocre chain store into a pathetic performing laughing stock that has seen its financial condition go ;from bad to worse;.;
15772;no;from X to Y;good;poor;bad - good; From left to right, the performance subscale goes ;from good to poor;, reflecting the concept that as satisfaction in accomplishing performance goals decreases, subjective workload increases.;
39343;no;from X to Y;bad;real;bad - good; The day was quickly sliding ;from bad to real; bad.;
5063;no;from X to Y;bad;worse;bad - good; <br> And thereafter he had gone ;from bad to worse;.;
22070;no;from X to Y;good;crowded;bad - good; I've seen it go ;from good to crowded; to a real nightmare that you avoid at all costs.;
48808;no;from X to Y;good;great;bad - good; We'll take your program ;from good to great;.;
34202;no;from X to Y;astronomical;good;bad - good;" Schwarzenegger's poll numbers may be down, he notes, but even with his 40 percent approval rating, "" he's just gone ";from astronomical to good; and strong.;
39657;no;from X to Y;bad;worse;bad - good; The fact is that your financial situation does n't have to go ;from bad to worse;.;
12896;no;from X to Y;respectable;good;bad - good; Coordinator Todd Grantham figures to take the defense ;from respectable to good; because the team signed NT Ted Washington and OLB Willie McGinest and drafted OLB Kamerion Wimbley and ILB D'Qwell Jackson.;
10872;no;from X to Y;bad;worse;bad - good; But as editors saw the Iranian situation going ;from bad to worse;, they very soon'wrote off'the Shah as a force to be reckoned with, and many now believe that his days are numbered.;
44165;no;from X to Y;good;authentic;bad - good; These narrations are not weak but vary in strength ;from good to authentic;.;
47205;no;from X to Y;good;great;bad - good; To varying degrees, they're emblematic of the learning organizations described by Peter Senge and the firms studied by Jim Collins that catapulted ;from good to great;.;
5095;no;from X to Y;good;great;bad - good; <h> Sidebar: Great @ @ @ @ @ @ @ @ @ @ CEOs who took their companies ;from good to great; were largely anonymous.;
7401;no;from X to Y;bad;intolerable;bad - good; American drivers range ;from bad to intolerable;.;
49487;no;from X to Y;bad;worse;bad - good; When he walked out to a shed, things went ;from bad to worse;.;
3157;no;from X to Y;bad;worse;bad - good;" "" The jokes went ";from bad to worse;.;
8358;no;from X to Y;good;terrific;bad - good; And when it goes ;from good to terrific;, the stock goes north.;
17699;no;from X to Y;bad;worse;bad - good; He'd hoped things @ @ @ @ @ @ @ @ @ @ parents'divorce, things had gone ;from bad to worse;.;
36229;no;from X to Y;good;great;bad - good; Sometimes a fresh perspective or an innovative use case is all it takes to turn a product ;from good to great;.;
42502;no;from X to Y;good;great;bad - good; The transition ;from good to great; had to be company specific, not an industrywide event.;
4755;no;from X to Y;bad;worse;bad - good; 13 But evil men and impostors 39 will proceed ;from bad to worse;, 40 deceiving and being deceived.;
41434;no;from X to Y;bad;worse;bad - good; The problem went ;from bad to worse;.;
45594;no;from X to Y;bad;worse;bad - good; This discussion is going ;from bad to worse;.;
43159;no;from X to Y;bad;worse;bad - good; Then several of us dropped bombs and it just went ;from bad to worse;.;
27862;no;from X to Y;good;great;bad - good; Jim Collins said it takes seven years to take a company ;from good to great;.;
26049;no;from X to Y;bad;worse;bad - good; It seems as though the entire situation is getting ;from bad to worse;.;
49510;no;from X to Y;mediocre;good;bad - good; When it goes ;from mediocre to good;, the stock goes north.;
22565;no;from X to Y;bad;worse;bad - good; If those heavy taxes kick in, our economic woes will go ;from bad to worse; in a hurry.;
40475;no;from X to Y;bad;worse;bad - good; The let the HP culture go ;from bad to worse;.;
30525;no;from X to Y;bad;worse;bad - good; News As Clinton met with Asian leaders, Japan's economy went ;from bad to worse;.;
52700;no;from X to Y;bad;worse;bad - good; the day kinda went ;from bad to worse;.;
39323;no;from X to Y;good;grand;bad - good; The dates made this calzone go ;from good to grand; in one bite, they added such a delicious burst of sweet and tangy!;
42631;no;from X to Y;good;lousy;bad - good; The vast majority of the coatings are polyurethane, and range anywhere ;from good to lousy;.;
21616;no;from X to Y;good;great;bad - good; I will definitely use this book when working with districts on school improvement or moving ;from good to great;!;
29067;no;from X to Y;good;great;bad - good; Many business people talk about going ;from good to great;.;
23726;no;from X to Y;bad;worse;bad - good; In our house, if a pet runs off and is n't immediately found, the recriminations among my children go quickly ;from bad to worse;.;
41684;no;from X to Y;good;unobjectionable;bad - good; The rest of the cast ranged ;from good to unobjectionable;.;
45377;no;from X to Y;bad;worse;bad - good; Third in line was the data-keeping department, and Kantt knew from the instant they burst in that things had gone ;from bad to worse;.;
28289;no;from X to Y;good;worse;bad - good; Large points will cause your credit to change dramatically ;from good to worse;.;
37998;no;from X to Y;good;better;bad - good; The Color Equation While monochrome lasers go ;from good to better;, color laser printers are on a technology fast track.;
14783;no;from X to Y;bad;worse;bad - good;" Feeling pressed, the public does n't appear to be up for a "" change "" election; we're just hoping things do n't change ";from bad to worse;.;
51065;no;from X to Y;bad;worse;bad - good; You can take any political issue in America that is going ;from bad to worse; and you can rectify the doom and gloom with the Spirit of God's Word.;
30282;no;from X to Y;bad;worse;bad - good; My problems go ;from bad to worse;.;
31397;no;from X to Y;bad;worse;bad - good; Of course, murderous mutant midget cannibals have a nasty habit of making things go ;from bad to worse;.;
49514;no;from X to Y;bad;worse;bad - good; When it seems to go ;from bad to worse;, how do you know whom to trust?;
16435;no;from X to Y;good;excellent;bad - good;" Harriet is an editor; she works best when I provide material to her, then she works her magic to turn it ";from good to excellent;.;
13822;no;from X to Y;good;great;bad - good; Each of us can take our own area of work and influence and can concentrate on moving it ;from good to great;.;
48228;no;from X to Y;good;great;bad - good;" We are social and content accelerators here at C &C,; helping organizations tie @ @ @ @ @ @ @ @ @ @ ";from good to great;.;
1899;no;from X to Y;bad;worst;bad - good;" "" I literally was thinking,'McGwire is up, and it's just going to go ";from bad to worst;.;
27649;no;from X to Y;good;great;bad - good; It's tougher going ;from good to great; than from lousy to decent.;
12055;no;from X to Y;bad;worse;bad - good;" By plugging in different economic assumptions, such as a 2 percent rise in interest rates, Mitchell and his crew can graphically illustrate how an S &L's; condition could quickly turn ";from bad to worse;.;
2343;no;from X to Y;bad;worse;bad - good;" "" It's just going ";from bad to worse;.;
12283;no;from X to Y;bad;worse;bad - good; Castillo had problems again and the game went ;from bad to worse;.;
45353;no;from X to Y;bad;worse;bad - good; Things were quickly going ;from bad to worse;.;
44928;no;from X to Y;bad;worse;bad - good; They point to the drop in business confidence, the worries about collateral damage if Europe's problems go ;from bad to worse;, and the possibility of a hard landing in China.;
41677;no;from X to Y;bad;worse;bad - good; The rest are ;from bad to worse;.;
49333;no;from X to Y;bad;worse;bad - good;" When I clicked the "" How to correct this "" link the program conveniently places under each problem it reports, things went ";from bad to worse;.;
36948;no;from X to Y;bad;worse;bad - good; THE THIRD HORSEMAN: DEFENSIVENESS Once contempt entered their home, Eric and Pamela's marriage went ;from bad to worse;.;
41615;no;from X to Y;good;mediocre;bad - good; The recordings used to tune and test the system ranged in quality ;from good to mediocre; to poor.;
40239;no;from X to Y;bad;worse;bad - good; The indiscriminate massacre is going ;from bad to worse;, so much so that it is forcing even the normally peaceful Buddhist monks to arm themselves.;
53797;no;from X to Y;bad;worse;bad - good;4 percent @ @ @ @ @ @ @ @ @ @ News on the consumer and retail front has gone ;from bad to worse;", "" said Chris Christopher, economist at IHS Global Insight.";
11568;no;from X to Y;bad;worse;bad - good; But the occupation soon faltered, and America's position in the region went ;from bad to worse;.;
30508;no;from X to Y;good;dominant;bad - good; New coach Rod Marinelll's defensive line expertise will take the line ;from good to dominant;.;
35623;no;from X to Y;good;glowing;bad - good; So far, I have heard ;from good to glowing; reports or results from drinking the tea.;
47017;no;from X to Y;good;great;bad - good;" To borrow Jim Collin's book title, Shady Hill is determined to advance "" ";from good to great;.;
7684;no;from X to Y;bad;worse;bad - good; And as economic conditions in this Third World banana republic (which, tragically, is what we've become) go ;from bad to worse;, the police state will become increasingly abusive.;
42048;no;from X to Y;bad;worse;bad - good; The situation was going ;from bad to worse;.;
26758;no;from X to Y;bad;worse;bad - good; It went ;from bad to worse;.;
45352;no;from X to Y;bad;worse;bad - good; Things were going ;from bad to worse;.;
13489;no;how X or Y;justified;good;bad - good; Do n't just keep doing more of the same, no matter ;how justified or good; it seems.;
14449;no;how X or Y;bad;constant;bad - good; Everyone knew her husband beat her, I just never knew ;how bad or constant; it was.;
27654;no;how X or Y;bad;indifferent;bad - good; It's unfortunate that all everyone is talking about is ;how bad or indifferent; their they feel or felt about the company.;
19357;no;how X or Y;good;effective;bad - good; However, support staff and faculty who do not frequently deal with that process may not know ;how good or effective; that process is.;
19992;no;how X or Y;bad;catastrophic;bad - good; I do n't believe that he really knew ;how bad or catastrophic; the attack itself would be.;
19486;no;how X or Y;smart;good;bad - good; Hut no matter ;how smart or good; you are in certain things, if it's not the right thing, it'll end up wrong.;
30993;no;how X or Y;good;famous;bad - good; Not to make money, because that just ai n't going to happen no matter ;how good or famous; you are.;
11196;no;more X than Y;inept;good;bad - good;" But it loves its football, and the Saints always fit so well; usually ";more inept than good;, they have won exactly one playoff game in their first 39 years.;
36270;no;more X than Y;lucky;good;bad - good; Sometimes you've got to be ;more lucky than good;.;
1334;no;more X than Y;good;difficult;bad - good;" "" Conversing with the articulate, engaged Montgomerie is ";more good than difficult;.;
49127;no;more X than Y;boring;good;bad - good; What is ;more boring than good;?;
14112;no;more X than Y;important;good;bad - good; Even ;more important than good; or bad visual design is appropriate visual design.;
11619;no;more X than Y;important;good;bad - good;" But the voice said, "" Good friends are ";more important than good; eats!;
21128;no;more X than Y;good;evil;bad - good; I suppose there may be things you could obsess over, but in balance you use your powers for ;more good than evil;, so there you go.;
4161;no;more X than Y;interesting;good;bad - good; (In mainstream journalism, bad news is always ;more interesting than good; news.;
44859;no;more X than Y;profitable;good;bad - good; They make intransigence ;more profitable than good; behavior.;
9093;no;more X than Y;good;evil;bad - good;" As it is said of the greatest liar, that he tells more truth than falsehood; so it may be said of the worst man, that he does ";more good than evil;.;
6614;no;more X than Y;comprehensive;good;bad - good; After giving and receiving a brief hug, I mentally hunted for a parting phrase ;more comprehensive than good; night.;
15056;no;more X than Y;good;expending;bad - good; Fixing this system will do a lot ;more good than expending; energy on finding the next Twitter.;
34029;no;more X than Y;difficult;good;bad - good; Royal Troon is ;more difficult than good;, more a challenge than a true test.;
7379;no;more X than Y;good;evil;bad - good;" Ambition might be "" productive of ";more good than evil;", "" but it might also lead a man astray.";
7773;no;more X than Y;profitable;bad;bad - good; And for such resources to be well managed, good stewardship needs to be ;more profitable than bad; stewardship.;
43785;no;more X than Y;good;evil;bad - good; There's ;more good than evil;.;
37960;no;more X than Y;lucky;good;bad - good; The Bulldogs do n't mind being considered ;more lucky than good; after posting their fourth victory of the season by three points or fewer.;
44799;no;more X than Y;awesome;bad;bad - good; They intended to portray Satanism as bad, but their use of satanic imagery and satanic references in their music made it seem a lot ;more awesome than bad;.;
42014;no;more X than Y;harmful;good;bad - good; The side affects to me looked ;more harmful than good;.;
49497;no;more X than Y;harmful;good;bad - good; When hormone replacement therapy for women was shown to be ;more harmful than good; there was never a $ amount given for the money that went down the drain.;
10839;no;more X than Y;evil;good;bad - good; But a second alternative is stirring a hot debate in Italy: Abolishing the tradition of special aid to the South, thus acknowledging that it is wasteful and produces ;more evil than good;.;
13447;no;more X than Y;bad;traditional;bad - good; Disorganized religions do far ;more bad than traditional; organized religions in the modern world.;
31057;no;more X than Y;powerful;good;bad - good; Nothing is ;more powerful than good; quality, hard hitting journalism.;
43412;no;more X than Y;harmful;good;bad - good; There are two arguments against this being a Free Speech violation that, I think, have the potential to be ;more harmful than good;.;
9560;no;more X than Y;harmful;good;bad - good; At this point, I must admit I was starting to worry about whether our presence on Twitter was ;more harmful than good;.;
34974;no;neither X nor Y;lucky;good;bad - good; She was ;neither lucky nor good; at No.;
11060;no;neither X nor Y;evil;good;bad - good; But here we are in the middle, ;neither evil nor good;, with the freedom to choose.;
32145;no;neither X nor Y;feasible;good;bad - good;" Or, "" if a group gets down to 25 speakers or fewer, continuing the complete program is ";neither feasible nor good;" stewardship, "" Howlett said.";
8934;no;neither X nor Y;evil;good;bad - good; As a representation of the old gods, however, the devil is ;neither evil nor good;.;
34915;no;neither X nor Y;good;ill;bad - good; She thought that in doing so she did ;neither good nor ill;, or so she says.;
14157;no;neither X nor Y;respectful;good;bad - good; Even if as an adult he completely changed his beliefs, denying one's history is ;neither respectful nor good; for oneself.;
47727;no;neither X nor Y;good;direct;bad - good; Until fairly recently, connections between the two towns were ;neither good nor direct;.;
25269;no;neither X nor Y;necessary;good;bad - good; It is ;neither necessary nor good;.;
15373;no;neither X nor Y;good;wise;bad - good; For herein is the evil of ignorance, that he who is ;neither good nor wise; is nevertheless satisfied with himself: he has no desire for that of which he feels no want.;
34033;no;neither X nor Y;smart;good;bad - good; Ruby was ;neither smart nor good;.;
47746;no;not X, but Y;great;good;bad - good; UofL is a good team, they're ;not great, but good;.;
17426;no;not X, but Y;bad;noticeable;bad - good; He walked with a limp, ;not bad, but noticeable;.;
31860;no;not X, but Y;flashiest;good;bad - good; One of the best, ;not flashiest, but good; was as follows.;
1793;no;not X, but Y;good;great;bad - good;" "" I am a great, ";not good, but great;, public relater.;
46665;no;not X, but Y;great;good;bad - good; Though he did n't say it, I actually though Naadir played adequately on defense against MSU, ;not great, but good; enough to mask with help.;
27007;no;not X, but Y;good;broken;bad - good; It's ;not good, but broken; bones should heal and he'll get good care.;
51241;no;not X, but Y;bad;dental;bad - good; You might ask, if dentists are ;not bad, but dental; work might be, where do I go from here?;
30917;no;not X, but Y;excellent;good;bad - good; Not good, ;not excellent, but good; enough.;
29526;no;not X, but Y;good;great;bad - good; Mike Brown has never had so many great - ;not good, but great; - players to work with, let alone a genuine pass-first floor general with an ability to get his own at any time.;
41751;no;not X, but Y;great;good;bad - good; The reviews were good -- ;not great, but good; enough.;
10702;no;the very X and the very Y;good;gentle;bad - good; But @ @ @ @ @ @ @ @ @ @ kills ;the very good and the very gentle; and the very brave impartially.;
26681;no;X and Y;dainty;cold;cold - hot; It was small and ;dainty and cold;, and he pulled away quickly.;
49637;no;X and Y;rude;cold;cold - hot; When they replied, it was very ;rude and cold;.;
23414;no;X and Y;cold;abstract;cold - hot; In fact, Ressler is out of step with those who believe that science is ;cold and abstract;, art is warm and forgiving.;
18297;no;X and Y;hot;sunny;cold - hot; Here in ;hot and sunny; central Los Angeles they seem to do well with a half day of sun.;
21011;no;X and Y;cold;glowing;cold - hot; I saw the ;cold and glowing; words smirking from the cracks in his skull.;
1928;no;X and Y;hot;dusty;cold - hot;" "" I soon got ";hot and dusty; again trying to look under the boards, but Greg sat quietly by a window.;
26893;no;X and Y;cold;drafty;cold - hot; It's ;cold and drafty; here.;
5074;no;X and Y;cold;wintry;cold - hot; <br> The weather for the last few days had been what Southwest Floridians call ;cold and wintry;, meaning night temperatures had dipped into the high fifties, and the days'highs hovered just below seventy.;
40348;no;X and Y;hot;mad;cold - hot; The key was in the car, and it started immediately, sounding ;hot and mad; as a bee in a bird's beak.;
11144;no;X and Y;dark;cold;cold - hot; But in the meantime, it's going to get ;dark and cold;, and we have to survive it.;
26270;no;X and Y;hot;sticky;cold - hot; It was ;hot and sticky;.;
20291;no;X and Y;hot;sweaty;cold - hot; I got really ;hot and sweaty;, very sensual wonderful feeling.;
49466;no;X and Y;hot;strong;cold - hot; When he did so his words came ;hot and strong; to the ears of his poor, much-wronged wife.;
1341;no;X and Y;clear;cold;cold - hot;" "" Crea spoke with her gaze averted, but her voice was ";clear and cold; as a razor's edge.;
4477;no;X and Y;stark;cold;cold - hot; - DAY 59 Monuments, ;stark and cold;.;
5613;no;X and Y;cold;muscular;cold - hot; A 6-incher in my hand felt ;cold and muscular; and wild.;
26969;no;X and Y;hot;stuffy;cold - hot; It's ;hot and stuffy; and unhealthy.;
15450;no;X and Y;hot;uncomfortable;cold - hot; For one thing, the plaster became terribly ;hot and uncomfortable;.;
5729;no;X and Y;hot;aggressive;cold - hot; A dirty trick you can pull on a hardheaded gobbler is to start out calling ;hot and aggressive; to get his attention.;
41141;no;X and Y;cold;hungry;cold - hot; The others were ;cold and hungry;, and it was time to go home.;
26209;no;X and Y;cold;dark;cold - hot; It was ;cold and dark; when Rodriguez left for home, which is how his mood has remained.;
9371;no;X and Y;hot;tired;cold - hot; At 5% dehydration, a person becomes ;hot and tired;, and strength and endurance decrease.;
39999;no;X and Y;cold;damp;cold - hot; The grass was long and matted, and the weather was so ;cold and damp; that nothing could possibly dry out.;
14272;no;X and Y;cold;empty;cold - hot; Even to this day I can still hear his long, shrill, warbling scream as it diminished into the dark silences of ;cold and empty; space.;
26894;no;X and Y;cold;gray;cold - hot; It's ;cold and gray; and they all wear heavy coats.;
25204;no;X and Y;cold;expressionless;cold - hot; It is ;cold and expressionless;, it's truly chilling.;
42893;no;X and Y;gray;cold;cold - hot; The world went ;gray and cold;.;
21450;no;X and Y;hungry;cold;cold - hot; I was ;hungry and cold; and stinky and not feeling too good inside.;
7941;no;X and Y;cold;clammy;cold - hot; And like an oyster, it's ;cold and clammy;, which some people never get over.;
20261;no;X and Y;cold;emotionless;cold - hot; I found myself wondering often where the ;cold and emotionless; Chigurh would take us next.;
4774;no;X and Y;feverish;hot;cold - hot; 158 p159 Dead, but not really, Walker thought, feeling himself turning ;feverish and hot;.;
46343;no;X and Y;hot;muggy;cold - hot; This summer our a/c went out, it was so ;hot and muggy; in the house but I was in less pain that usual.;
29641;no;X and Y;hot;furious;cold - hot; Monsoons are ;hot and furious;, days and nights humid and wet.;
2401;no;X and Y;white;cold;cold - hot;" "" Karik's cheek was ";white and cold;.;
39068;no;X and Y;hot;arid;cold - hot; The clown had sharp fingernails and appeared to be ripping the man's skin from the inside, birthing out from liquid testosterone inside of the man and into the earthly ;hot and arid; consciousness of El Paso.;
4655;no;X and Y;long;hot;cold - hot; // The three-week journey was painfully ;long and hot;, without any legroom to spare.;
14148;no;X and Y;hot;hectic;cold - hot; Even during actual operations, when the days were long, ;hot and hectic;, the group was constantly in contact via cellular phones, pagers and late night meetings.;
41382;no;X and Y;hot;sunny;cold - hot; The pretty weather will depart you feeling additional peaceful than ever so you is going to be rejuvenated to return in your everyday life and acquire prepared for an additional incredibly ;hot and sunny; getaway.;
40651;no;X and Y;long;hot;cold - hot; The march from Frederick, Maryland, had been ;long and hot;, with few breaks for coffee and rations.;
20537;no;X and Y;cold;breezy;cold - hot; I hope they go somewhere sunny and warm, or even ;cold and breezy;, shut out the world, and sleep for a month.;
5505;no;X and Y;cold;ticklish;cold - hot; A ;cold and ticklish; pressure, unlike any cold he'd ever felt.;
5913;no;X and Y;cold;windy;cold - hot; A mountain biome is very ;cold and windy;.;
39339;no;X and Y;hot;windy;cold - hot; The day was ;hot and windy;.;
20344;no;X and Y;cold;sticky;cold - hot; I had rolled over on the sheet, into the puddle of semen and vaginal fluids that had drained out of my body, felt the ;cold and sticky; puddle against my thigh.;
22150;no;X and Y;ungrateful;cold;cold - hot; If I balked, he told me it meant that I was unloving, ;ungrateful and cold;.;
23042;no;X and Y;cold;bloodless;cold - hot; In Seattle, especially in the rainy season, his extremities were always ;cold and bloodless;.;
26264;no;X and Y;hot;dirty;cold - hot; It was ;hot and dirty; work, high up on the outside @ @ @ @ @ @ @ @ @ @ that attached him to support struts between windows, he hung seemingly miles above the pavement.;
7130;no;X and Y;cold;impersonal;cold - hot; Also, contemporary design has been criticized for being ;cold and impersonal;, while tradition is hailed as warm but old.;
6027;no;X and Y;tart;hot;cold - hot; A scattering of diced bacon adds a smoky note to the sweet, ;tart and hot;, but the pumpkin's flavor is still in the center lane.;
16739;no;X and Y;sweaty;cold;cold - hot; He felt ;sweaty and cold; at the same time.;
30266;no;X and Y;cold;distant;cold - hot; My own mother was ;cold and distant;", the neighborhood "" crazy lady "" whom children taunted and adults shamefully avoided making eye contact with.";
16842;no;X and Y;hot;bothered;cold - hot; He had them ail ;hot and bothered; and out of control wanting him, tight there in front of their mamas and daddies and preachers and the Jacksonville cops.;
35453;no;X and Y;blue;cold;cold - hot; Sitting in the office of his friend Harkness, Fordyce, looking through the window, could see the lake, ;blue and cold; and lonely.;
47941;no;X and Y;cold;aloof;cold - hot; Very ;cold and aloof; personality.;
9353;no;X and Y;difficult;cold;cold - hot; Assistant 3: It promises to be a very ;difficult and cold; crossing.;
12047;no;X and Y;cold;damp;cold - hot; By now all the threads feel ;cold and damp;.;
5409;no;X and Y;cold;damp;cold - hot; @ @ @ @ @ @ @ @ @ @ out of ;cold and damp; earth, like a grave.;
51638;no;X and Y;tired;hot;cold - hot; and I were both really ;tired and hot;" and sweaty, so together we lugged the stupid bag (which I called "" mental "" and J.";
1848;no;X and Y;hungry;hot;cold - hot;" "" I felt like a small child, ";hungry and hot;, itchy and tired, frustrated that I could n't say what I really wanted to.;
52788;no;X and Y;hot;fun;cold - hot; they were really ;hot and fun; to wear.;
25890;no;X and Y;bright;hot;cold - hot; It may burn slow and steady for a long time and then gradually shrink away, or it may burn ;bright and hot; for a brief period, only to end spectacularly.;
47254;no;X and Y;rainy;cold;cold - hot; Today, it's ;rainy and cold; where I live.;
