class	pattern	X_found	Y_found	pair	query	sent_id	context_pre	costr	context_post	text
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	31494	 She has been waiting to see if Oliver is 	dead or alive	, for it is the royal disposition of that beast to prey on nothing that doth seem as dead.	 She has been waiting to see if Oliver is  dead or alive , for it is the royal disposition of that beast to prey on nothing that doth seem as dead.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	383	" "" "" Have you ever heard the bounty hunter slogan bring em back --"	dead or alive	?	" "" "" Have you ever heard the bounty hunter slogan bring em back -- dead or alive ?"
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	32104	 Since Grandpa is n't coming home, send the young man to Germany to find him -- 	dead or alive	.	 Since Grandpa is n't coming home, send the young man to Germany to find him --  dead or alive .
yes	X or Y	alive	dead	alive - dead	(alive) or (dead)	16678	 Here I am out playing basketball and you've got people trapped under concrete and people do n't know if their family is 	alive or dead	.	 Here I am out playing basketball and you've got people trapped under concrete and people do n't know if their family is  alive or dead .
yes	X or Y	alive	dead	alive - dead	(alive) or (dead)	15310	 He did n't know if his daughter was 	alive or dead	 or where she was.	 He did n't know if his daughter was  alive or dead  or where she was.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	8490	 As your bounty hunters put it: 	dead or alive	.	 As your bounty hunters put it:  dead or alive .
yes	X or Y	alive	dead	alive - dead	(alive) or (dead)	28052	 Not knowing whether her mother was 	alive or dead	 and with no friends or parental guidance, Storm knew it was going to be a hard knock life.	 Not knowing whether her mother was  alive or dead  and with no friends or parental guidance, Storm knew it was going to be a hard knock life.
yes	X or Y	alive	dead	alive - dead	(alive) or (dead)	5032	 A common theme in both letters and images of the home front is the importance of letters between families and friends, which told whether loved ones were 	alive or dead	.	 A common theme in both letters and images of the home front is the importance of letters between families and friends, which told whether loved ones were  alive or dead .
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	7204	 And never letting a body know whether you was 	dead or alive	.	 And never letting a body know whether you was  dead or alive .
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	34484	 The Convention on the International Trade in Endangered Species, or CITES, will ban international sales of sawfish, 	dead or alive	, whole or in pieces.	 The Convention on the International Trade in Endangered Species, or CITES, will ban international sales of sawfish,  dead or alive , whole or in pieces.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	34608	 The James brothers escaped and did not rob another train until 1880, the same year that Missouri Governor Thomas Crittenden offered a reward for the capture of the James brothers, 	dead or alive	.	 The James brothers escaped and did not rob another train until 1880, the same year that Missouri Governor Thomas Crittenden offered a reward for the capture of the James brothers,  dead or alive .
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	4578	 <p> There on the floor was the pizzeria owner, and a status of 	dead or alive	 was too difficult to determine at that moment.	 <p> There on the floor was the pizzeria owner, and a status of  dead or alive  was too difficult to determine at that moment.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	4122	 11 attacks, Osama bin Laden, is 	dead or alive	.	 11 attacks, Osama bin Laden, is  dead or alive .
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	37027	 The morgue was a simple the ater of black and white, 	dead or alive	.	 The morgue was a simple the ater of black and white,  dead or alive .
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	18161	 I did n't know if she was 	dead or alive	.	 I did n't know if she was  dead or alive .
yes	X or Y	alive	dead	alive - dead	(alive) or (dead)	18052	 I ca n't tell if he's 	alive or dead	, Mike thought.	 I ca n't tell if he's  alive or dead , Mike thought.
yes	X or Y	alive	dead	alive - dead	(alive) or (dead)	18260	 I do n't know where they are, if they are 	alive or dead	.	 I do n't know where they are, if they are  alive or dead .
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	7117	 And it does n't matter if the grass is 	dead or alive	, it still can be spray-painted.	 And it does n't matter if the grass is  dead or alive , it still can be spray-painted.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	25453	 Karen's Mom was just an illusion, but Karen herself, 	dead or alive	, is nowhere to be seen.	 Karen's Mom was just an illusion, but Karen herself,  dead or alive , is nowhere to be seen.
yes	X rather than Y	dead	alive	alive - dead	(dead) rather than (alive)	32368	 So for people like me who have drunkard fathers who just wishes that we were 	dead rather than alive	 cause it will be less expensive.	 So for people like me who have drunkard fathers who just wishes that we were  dead rather than alive  cause it will be less expensive.
yes	X, not Y	dead	alive	alive - dead	(dead), not (alive)	29227	 Osama bin Laden had finally been found-	dead, not alive	.	 Osama bin Laden had finally been found- dead, not alive .
yes	X, not Y	dead	alive	alive - dead	(dead), not (alive)	33095	 Stanley Paterson, who would have only the understanding that he was 	dead, not alive	, to keep him for all eternity.	 Stanley Paterson, who would have only the understanding that he was  dead, not alive , to keep him for all eternity.
yes	X, not Y	alive	dead	alive - dead	(alive), not (dead)	29103	 Operate on me as if I am 	alive, not dead	.	 Operate on me as if I am  alive, not dead .
yes	X, not Y	alive	dead	alive - dead	(alive), not (dead)	31656	 She said it's like your transformation stopped just before it was finished, and in that gray area, not 	alive, not dead	, and yet not entirely undead, there is a lot of power to be had.	 She said it's like your transformation stopped just before it was finished, and in that gray area, not  alive, not dead , and yet not entirely undead, there is a lot of power to be had.
yes	between X and Y	dead	alive	alive - dead	between (dead) and (alive)	2696	" "" The main difference "	between dead and alive	", "" says Burnside, "" is that'dead'means off the payroll."	" "" The main difference  between dead and alive , "" says Burnside, "" is that'dead'means off the payroll."
yes	between X and Y	alive	dead	alive - dead	between (alive) and (dead)	34031	 That was fourteen months ago and I still had n't found the sweet spot 	between alive and dead	.	 That was fourteen months ago and I still had n't found the sweet spot  between alive and dead .
yes	between X and Y	dead	alive	alive - dead	between (dead) and (alive)	38860	 The whole life is about the circulation of the material 	between dead and alive	 organisms, it's about the selection.	 The whole life is about the circulation of the material  between dead and alive  organisms, it's about the selection.
yes	both X and Y	dead	alive	alive - dead	both (dead) and (alive)	43364	 Until the deceased has been buried according to all the rules, he is 	both dead and alive	 -- not, as is often thought, neither one of these.	 Until the deceased has been buried according to all the rules, he is  both dead and alive  -- not, as is often thought, neither one of these.
yes	both X and Y	alive	dead	alive - dead	both (alive) and (dead)	39582	 There is no subjective uncertainty; I know with very high probability that the cat is 	both alive and dead	.	 There is no subjective uncertainty; I know with very high probability that the cat is  both alive and dead .
yes	both X and Y	dead	alive	alive - dead	both (dead) and (alive)	2519	" "" That vision of Los Angeles has always fascinated me -- that and the transient nature of a city that holds far too many dreams, "	both dead and alive	.	" "" That vision of Los Angeles has always fascinated me -- that and the transient nature of a city that holds far too many dreams,  both dead and alive ."
yes	both X and Y	dead	alive	alive - dead	both (dead) and (alive)	36024	 The fascination with the search for life on Mars, 	both dead and alive	, reflects humankind's overall quest for life beyond Earth.	 The fascination with the search for life on Mars,  both dead and alive , reflects humankind's overall quest for life beyond Earth.
yes	both X and Y	dead	alive	alive - dead	both (dead) and (alive)	26939	 More people had wound up in that pile, too, 	both dead and alive	.	 More people had wound up in that pile, too,  both dead and alive .
yes	both X and Y	alive	dead	alive - dead	both (alive) and (dead)	8014	 As I looked, I realized the faces, although not perfectly clear, were recognizable as everyone I had known, 	both alive and dead	.	 As I looked, I realized the faces, although not perfectly clear, were recognizable as everyone I had known,  both alive and dead .
yes	both X and Y	dead	alive	alive - dead	both (dead) and (alive)	3643	 (The name comes from a thought experiment proposed by one of the founders of quantum mechanics, Erwin Schrdinger, who imagined a quantum cat that could be 	both dead and alive	 at the same time.	 (The name comes from a thought experiment proposed by one of the founders of quantum mechanics, Erwin Schrdinger, who imagined a quantum cat that could be  both dead and alive  at the same time.
yes	both X and Y	alive	dead	alive - dead	both (alive) and (dead)	44567	 What does it even mean to say that the cat is 	both alive and dead	?	 What does it even mean to say that the cat is  both alive and dead ?
yes	both X and Y	dead	alive	alive - dead	both (dead) and (alive)	26493	 Marine mammals, 	both dead and alive	, are thought to be an important food source for white sharks throughout their range (Arnold, 1972; Pratt et al.	 Marine mammals,  both dead and alive , are thought to be an important food source for white sharks throughout their range (Arnold, 1972; Pratt et al.
yes	both X and Y	dead	alive	alive - dead	both (dead) and (alive)	35367	 The cat is not 	both dead and alive	, as events proceed into the probabilistic future, because it is the collapse of probabilities, the future, into actualities, that creates time.	 The cat is not  both dead and alive , as events proceed into the probabilistic future, because it is the collapse of probabilities, the future, into actualities, that creates time.
yes	both X and Y	alive	dead	alive - dead	both (alive) and (dead)	16740	 Here's a list, including speakers 	both alive and dead	.	 Here's a list, including speakers  both alive and dead .
yes	both X and Y	dead	alive	alive - dead	both (dead) and (alive)	35050	 The argument then goes that the cat inside the box is 	both dead and alive	 at the same time, until you open the box and see (observe).	 The argument then goes that the cat inside the box is  both dead and alive  at the same time, until you open the box and see (observe).
yes	either X or Y	alive	dead	alive - dead	either (alive) or (dead)	2231	" "" Patients are "	either alive or dead	, and as long as they're alive, it's my obligation to give them hope and comfort.	" "" Patients are  either alive or dead , and as long as they're alive, it's my obligation to give them hope and comfort."
yes	either X or Y	dead	alive	alive - dead	either (dead) or (alive)	28509	 Of those, 316 have been found 	either dead or alive	, while 25 cases remain open.	 Of those, 316 have been found  either dead or alive , while 25 cases remain open.
yes	either X or Y	alive	dead	alive - dead	either (alive) or (dead)	703	" "" And Cassie was not the only agent to look for proof that the long-vanished Wyndham was "	either alive or dead	.	" "" And Cassie was not the only agent to look for proof that the long-vanished Wyndham was  either alive or dead ."
yes	either X or Y	alive	dead	alive - dead	either (alive) or (dead)	47611	 pacificus, long before having been seen in the flesh 	either alive or dead	, had acquired two common names.	 pacificus, long before having been seen in the flesh  either alive or dead , had acquired two common names.
yes	either X or Y	dead	alive	alive - dead	either (dead) or (alive)	5109	 A future cat has the probability of being 	either dead or alive	, but it is the actual event of its potential demise that determines its health.	 A future cat has the probability of being  either dead or alive , but it is the actual event of its potential demise that determines its health.
yes	either X or Y	alive	dead	alive - dead	either (alive) or (dead)	27038	 Moses prayed in vain to be permitted to go into the promised land if only for a little while; for God had decreed that he should not enter the country 	either alive or dead	.	 Moses prayed in vain to be permitted to go into the promised land if only for a little while; for God had decreed that he should not enter the country  either alive or dead .
yes	either X or Y	dead	alive	alive - dead	either (dead) or (alive)	18130	 I could never afterward imagine the people and the donkey 	either dead or alive	.	 I could never afterward imagine the people and the donkey  either dead or alive .
yes	either X or Y	dead	alive	alive - dead	either (dead) or (alive)	40117	 These numbers appear high to some because they would include cases of children who were found quickly, 	either dead or alive	, and whose cases did not involve the FBI.	 These numbers appear high to some because they would include cases of children who were found quickly,  either dead or alive , and whose cases did not involve the FBI.
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	8601	 At last, 	more dead than alive	, Madame de Graffigny asked to see the proof of her alleged misdeed.	 At last,  more dead than alive , Madame de Graffigny asked to see the proof of her alleged misdeed.
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	21164	 In a way, my pictures were apparently worth 	more dead than alive	.	 In a way, my pictures were apparently worth  more dead than alive .
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	13966	 For by the time you left in 85, when Stanley did, you were 	more dead than alive	 from wounds and fevers.	 For by the time you left in 85, when Stanley did, you were  more dead than alive  from wounds and fevers.
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	31337	 She and Dubois, her maid, then had to climb a mountain; they arrived at Cirey 	more dead than alive	.	 She and Dubois, her maid, then had to climb a mountain; they arrived at Cirey  more dead than alive .
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	664	" "" After that I was with her for two days as she lay there, "	more dead than alive	, all those tubes, machines.	" "" After that I was with her for two days as she lay there,  more dead than alive , all those tubes, machines."
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	16267	" He's feeling pretty heavy now, and by the time I get to "" O Susanna "" the poor thing is "	more dead than alive	, and we're both soaked with sweat.	" He's feeling pretty heavy now, and by the time I get to "" O Susanna "" the poor thing is  more dead than alive , and we're both soaked with sweat."
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	26416	 Many of these companies could theoretically be worth 	more dead than alive	 for the assets on their balance sheets.	 Many of these companies could theoretically be worth  more dead than alive  for the assets on their balance sheets.
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	26934	 More of a bush, really, if one were honest, and a bush 	more dead than alive	 at that.	 More of a bush, really, if one were honest, and a bush  more dead than alive  at that.
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	19684	 I was washed ashore, who knows where, 	more dead than alive	.	 I was washed ashore, who knows where,  more dead than alive .
yes	more X than Y	alive	dead	alive - dead	more (alive) than (dead)	41892	" This particular "" watchable wildlife, "" like the boon in whale-watching tours and even programs to view wolves in Wyoming, underscores the truism that many once-hunted critters are worth "	more alive than dead	.	" This particular "" watchable wildlife, "" like the boon in whale-watching tours and even programs to view wolves in Wyoming, underscores the truism that many once-hunted critters are worth  more alive than dead ."
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	1443	" "" I did fall at the crest and the Observer staggered on a few yards to the station, and fell against the door "	more dead than alive	.	" "" I did fall at the crest and the Observer staggered on a few yards to the station, and fell against the door  more dead than alive ."
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	3376	" "" You're worth "	more dead than alive	", "" laughs Potter."	" "" You're worth  more dead than alive , "" laughs Potter."
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	4588	 <p> Who has not felt 	more dead than alive	?	 <p> Who has not felt  more dead than alive ?
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	2356	" "" She had repeated infections, allergies, strep throat, bloating, mental confusion, depression, and simply felt "	more dead than alive	.	" "" She had repeated infections, allergies, strep throat, bloating, mental confusion, depression, and simply felt  more dead than alive ."
yes	more X than Y	alive	dead	alive - dead	more (alive) than (dead)	24332	 It was simple economics: The elephants were worth 	more alive than dead	.	 It was simple economics: The elephants were worth  more alive than dead .
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	33733	 Texas collecting death benefits on its retired employees seems ghoulish to many people and gives the impression former workers are worth 	more dead than alive	.	 Texas collecting death benefits on its retired employees seems ghoulish to many people and gives the impression former workers are worth  more dead than alive .
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	3317	" "" Yes, "" he said, "" and that's why his business was worth "	more dead than alive	.	" "" Yes, "" he said, "" and that's why his business was worth  more dead than alive ."
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	45095	 When the waiting creatures had given up, the muskrat floated to the surface 	more dead than alive	, but he clutched in his paws a mall morsel of soil.	 When the waiting creatures had given up, the muskrat floated to the surface  more dead than alive , but he clutched in his paws a mall morsel of soil.
yes	more X than Y	alive	dead	alive - dead	more (alive) than (dead)	35251	 The book @ @ @ @ @ @ @ @ @ @ through academia, including lessons learned that have helped keep me, at 79, 	more alive than dead	.	 The book @ @ @ @ @ @ @ @ @ @ through academia, including lessons learned that have helped keep me, at 79,  more alive than dead .
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	27775	 No food cards are issued to Germans, who are forced to travel on foot into the Russian zone, often 	more dead than alive	.	 No food cards are issued to Germans, who are forced to travel on foot into the Russian zone, often  more dead than alive .
yes	more X than Y	alive	dead	alive - dead	more (alive) than (dead)	47861	 the slaughter finally stopped when Hyder, seemingly oblivious to humanitarian considerations, was persuaded by his French officers that the Englishmen were worth 	more alive than dead	.	 the slaughter finally stopped when Hyder, seemingly oblivious to humanitarian considerations, was persuaded by his French officers that the Englishmen were worth  more alive than dead .
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	29930	 Perhaps they did n't have an explanation, given that he appeared 	more dead than alive	, well-swollen and washed out.	 Perhaps they did n't have an explanation, given that he appeared  more dead than alive , well-swollen and washed out.
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	5656	" Across the room, a man in a wheelchair, another "" ghost "" (LEONARD), stares through eyes which seem "	more dead than alive	.	" Across the room, a man in a wheelchair, another "" ghost "" (LEONARD), stares through eyes which seem  more dead than alive ."
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	15858	 He sat on @ @ @ @ @ @ @ @ @ @ hands dangling between them, feeling 	more dead than alive	.	 He sat on @ @ @ @ @ @ @ @ @ @ hands dangling between them, feeling  more dead than alive .
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	24075	 It was November, pouring rain, he was 	more dead than alive	.	 It was November, pouring rain, he was  more dead than alive .
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	28861	 One day a more ambitious fellow leaped beyond the edge of the bowl and fell on the floor, where I found him to all appearance 	more dead than alive	.	 One day a more ambitious fellow leaped beyond the edge of the bowl and fell on the floor, where I found him to all appearance  more dead than alive .
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	5225	 A mere handful made it back to England, and those 	more dead than alive	.	 A mere handful made it back to England, and those  more dead than alive .
yes	neither X nor Y	dead	alive	alive - dead	neither (dead) nor (alive)	14919	 Grace had once told him about Schrodinger's cat, which was 	neither dead nor alive	 but half of each until quantum mechanics determined which would be the case.	 Grace had once told him about Schrodinger's cat, which was  neither dead nor alive  but half of each until quantum mechanics determined which would be the case.
yes	neither X nor Y	dead	alive	alive - dead	neither (dead) nor (alive)	31095	 Schrdinger's cat is 	neither dead nor alive	 unless we obtain information about her state.	 Schrdinger's cat is  neither dead nor alive  unless we obtain information about her state.
yes	neither X nor Y	alive	dead	alive - dead	neither (alive) nor (dead)	11854	 Coulter and her minions use a special guillotine to sever children from their daemons-their souls, externalized in the form of animals-leaving the children 	neither alive nor dead	.	 Coulter and her minions use a special guillotine to sever children from their daemons-their souls, externalized in the form of animals-leaving the children  neither alive nor dead .
yes	neither X nor Y	alive	dead	alive - dead	neither (alive) nor (dead)	43126	 Turns out he was just chosen to be the new host for the Specter and he's 	neither alive nor dead	 now.	 Turns out he was just chosen to be the new host for the Specter and he's  neither alive nor dead  now.
yes	neither X nor Y	dead	alive	alive - dead	neither (dead) nor (alive)	15536	 He hypothesizes that as long as he does not open the box she is 	neither dead nor alive	.	 He hypothesizes that as long as he does not open the box she is  neither dead nor alive .
yes	neither X nor Y	dead	alive	alive - dead	neither (dead) nor (alive)	28223	 Now he is a creature of wires and tubes, 	neither dead nor alive	.	 Now he is a creature of wires and tubes,  neither dead nor alive .
yes	neither X nor Y	alive	dead	alive - dead	neither (alive) nor (dead)	22309	 Indeed these bodies were 	neither alive nor dead	; they floated dizzyingly at the borderline between corps and corpse.	 Indeed these bodies were  neither alive nor dead ; they floated dizzyingly at the borderline between corps and corpse.
yes	neither X nor Y	alive	dead	alive - dead	neither (alive) nor (dead)	35366	 The cat is 	neither alive nor dead	 until you open the box; the experimenter is intimately entangled in the experiment.	 The cat is  neither alive nor dead  until you open the box; the experimenter is intimately entangled in the experiment.
yes	not X, but Y	dead	alive	alive - dead	not (dead), but (alive)	36630	" The king therefore smiled at the news, and embracing the countess, said to her: "" Your own eyes may convince you that I am "	not dead, but alive	.	" The king therefore smiled at the news, and embracing the countess, said to her: "" Your own eyes may convince you that I am  not dead, but alive ."
yes	whether X or Y	dead	alive	alive - dead	whether (dead) or (alive)	16105	 He was known as Afouto because he was very imposing and he was afraid of no man, 	whether dead or alive	.	 He was known as Afouto because he was very imposing and he was afraid of no man,  whether dead or alive .
yes	whether X or Y	dead	alive	alive - dead	whether (dead) or (alive)	25065	 It's the 21st century, after all, and classical composers - 	whether dead or alive	 - need all the help they can get.	 It's the 21st century, after all, and classical composers -  whether dead or alive  - need all the help they can get.
yes	whether X or Y	alive	dead	alive - dead	whether (alive) or (dead)	10234	 But it is the bodies, 	whether alive or dead	, that Titus fixes on.	 But it is the bodies,  whether alive or dead , that Titus fixes on.
yes	whether X or Y	dead	alive	alive - dead	whether (dead) or (alive)	18352	 I expect we'll see him soon enough, though 	whether dead or alive	 I could n't guess.	 I expect we'll see him soon enough, though  whether dead or alive  I could n't guess.
yes	X and Y	good	bad	bad - good	(good) and (bad)	29324	 Otherwise, he says, Germany will end up like the US - having 	good and bad	 hospitals.	 Otherwise, he says, Germany will end up like the US - having  good and bad  hospitals.
yes	X and Y	good	bad	bad - good	(good) and (bad)	47883	 there seems to be this notion of good challenge and bad challenge where good challenge makes you feel 	good and bad	 challenge is where something is too hard for your skill level.	 there seems to be this notion of good challenge and bad challenge where good challenge makes you feel  good and bad  challenge is where something is too hard for your skill level.
yes	X and Y	good	bad	bad - good	(good) and (bad)	44077	 We lost her on Mothers Day 1995, I miss her every day and remember the 	good and bad	 times.	 We lost her on Mothers Day 1995, I miss her every day and remember the  good and bad  times.
yes	X and Y	good	bad	bad - good	(good) and (bad)	13790	 Flair reveals the 	good and bad	 of his career and life.	 Flair reveals the  good and bad  of his career and life.
yes	X and Y	good	bad	bad - good	(good) and (bad)	47933	 to make sure the board knows exactly what's going on, to try to have open and frank discussions about what the company's prospects are, 	good and bad	.	 to make sure the board knows exactly what's going on, to try to have open and frank discussions about what the company's prospects are,  good and bad .
yes	X and Y	good	bad	bad - good	(good) and (bad)	11490	 Classified by the EPA as a pesticide, triclosan indiscriminately wipes out 	good and bad	 bacteria.	 Classified by the EPA as a pesticide, triclosan indiscriminately wipes out  good and bad  bacteria.
yes	X and Y	bad	good	bad - good	(bad) and (good)	19284	 I teach them that there's a God and he's watching over them, and it's bad to be 	bad and good	 to be good.	 I teach them that there's a God and he's watching over them, and it's bad to be  bad and good  to be good.
yes	X and Y	good	bad	bad - good	(good) and (bad)	48487	, Taylor worked in steel and paper mills, where he saw both the 	good and bad	 in operations and methodology.	, Taylor worked in steel and paper mills, where he saw both the  good and bad  in operations and methodology.
yes	X and Y	good	bad	bad - good	(good) and (bad)	31090	 Schools should also ask children which shows they saw in the past weekend or evening and then discuss the 	good and bad	 of such shows.	 Schools should also ask children which shows they saw in the past weekend or evening and then discuss the  good and bad  of such shows.
yes	X and Y	good	bad	bad - good	(good) and (bad)	22781	 It brings back 	good and bad	 memories of a time in my life.	 It brings back  good and bad  memories of a time in my life.
yes	X and Y	good	bad	bad - good	(good) and (bad)	35612	 The costume people are just playing with the grey/blue theme and the fact that both guys have played 	good and bad	 roles over the years.	 The costume people are just playing with the grey/blue theme and the fact that both guys have played  good and bad  roles over the years.
yes	X and Y	good	bad	bad - good	(good) and (bad)	34175	 The 	good and bad	 teacher categories are typical of the fixed mindset.	 The  good and bad  teacher categories are typical of the fixed mindset.
yes	X and Y	good	bad	bad - good	(good) and (bad)	27113	 Most of the buildings in the area -- 	good and bad	, big and little, 19th- and 20th-century -- are sheathed in red brick, and quite a few incorporate limestone elements into their facades.	 Most of the buildings in the area --  good and bad , big and little, 19th- and 20th-century -- are sheathed in red brick, and quite a few incorporate limestone elements into their facades.
yes	X and Y	good	bad	bad - good	(good) and (bad)	7461	 And they also offer plenty of examples of father-son relationships, 	good and bad	.	 And they also offer plenty of examples of father-son relationships,  good and bad .
yes	X and Y	good	bad	bad - good	(good) and (bad)	1563	" "" I think you have to get past "	good and bad	 to whether or not what you are trying to do is understood.	" "" I think you have to get past  good and bad  to whether or not what you are trying to do is understood."
yes	X and Y	good	bad	bad - good	(good) and (bad)	30881	 Robbin was a World War II Air Force navigator whose 	good and bad	 habits sort of canceled each other out: he played tennis daily with a cigaret dangling from his lips.	 Robbin was a World War II Air Force navigator whose  good and bad  habits sort of canceled each other out: he played tennis daily with a cigaret dangling from his lips.
yes	X and Y	good	bad	bad - good	(good) and (bad)	6347	 Also -- in a 30 or 40 year career they may have worked closely with high ranking generals, admirals, or high ranking DOD civilians and have seen some of them them making 	good and bad	 command decisions.	 Also -- in a 30 or 40 year career they may have worked closely with high ranking generals, admirals, or high ranking DOD civilians and have seen some of them them making  good and bad  command decisions.
yes	X and Y	good	bad	bad - good	(good) and (bad)	2545	" "" The "" critical success factors "" identified by internal campaign documents include "" move incrementally with prudence, "" "" manage risk carefully "" and "" share results -- "	good and bad	.	" "" The "" critical success factors "" identified by internal campaign documents include "" move incrementally with prudence, "" "" manage risk carefully "" and "" share results --  good and bad ."
yes	X and Y	good	bad	bad - good	(good) and (bad)	17669	 However, the unperfected soul travels along the path of darkness to temporary celestial or dark realms in order to live out the effects of 	good and bad	 deeds, and then reincarnates.	 However, the unperfected soul travels along the path of darkness to temporary celestial or dark realms in order to live out the effects of  good and bad  deeds, and then reincarnates.
yes	X and Y	good	bad	bad - good	(good) and (bad)	18708	 I hope all of what we had together, 	good and bad	, will continue to live with you.	 I hope all of what we had together,  good and bad , will continue to live with you.
yes	X and Y	good	bad	bad - good	(good) and (bad)	20162	 If 	good and bad	, beautiful and ugly, etc, exist only in this plane of reality because it is created by our minds, how can god decide what is good or wrong?	 If  good and bad , beautiful and ugly, etc, exist only in this plane of reality because it is created by our minds, how can god decide what is good or wrong?
yes	X and Y	good	bad	bad - good	(good) and (bad)	19467	 I try to keep enough detachment to remember the relative unimportance of all this and to remember that the Beatles'influence was a mix of 	good and bad	.	 I try to keep enough detachment to remember the relative unimportance of all this and to remember that the Beatles'influence was a mix of  good and bad .
yes	X and Y	bad	good	bad - good	(bad) and (good)	26020	 Living in a family like that is 	bad and good	.	 Living in a family like that is  bad and good .
yes	X and Y	good	bad	bad - good	(good) and (bad)	19466	 I try to explain that there's 	good and bad	 in everything.	 I try to explain that there's  good and bad  in everything.
yes	X and Y	good	bad	bad - good	(good) and (bad)	10657	 But there are levels of 	good and bad	 within the catholic church, and within those limits, he was @ @ @ @ @ @ @ @ @ @ what I want to say: sometimes (usually?	 But there are levels of  good and bad  within the catholic church, and within those limits, he was @ @ @ @ @ @ @ @ @ @ what I want to say: sometimes (usually?
yes	X and Y	good	bad	bad - good	(good) and (bad)	23089	 It involves a wide variety of emotions and a mix of 	good and bad	 days.	 It involves a wide variety of emotions and a mix of  good and bad  days.
yes	X and Y	good	bad	bad - good	(good) and (bad)	6226	 All the 	good and bad	 diets out there are useless without a healthy mind.	 All the  good and bad  diets out there are useless without a healthy mind.
yes	X and Y	good	bad	bad - good	(good) and (bad)	38465	 The systems lay out what is 	good and bad	, what classes of character exist, what kinds of moves are possible, the ways that people can relate to one another.	 The systems lay out what is  good and bad , what classes of character exist, what kinds of moves are possible, the ways that people can relate to one another.
yes	X and Y	good	bad	bad - good	(good) and (bad)	33216	 Stop pointing fingers - there's 	good and bad	 of all categories, including teachers - the bottom line is there is no more money!	 Stop pointing fingers - there's  good and bad  of all categories, including teachers - the bottom line is there is no more money!
yes	X and Y	good	bad	bad - good	(good) and (bad)	30811	 Rich people have their 	good and bad	 sides just like the rest of us and when the news media exposes these people for what they are, why do you want to deny it, when it is true?	 Rich people have their  good and bad  sides just like the rest of us and when the news media exposes these people for what they are, why do you want to deny it, when it is true?
yes	X and Y	good	bad	bad - good	(good) and (bad)	22171	 In this 1968 movie, he takes the @ @ @ @ @ @ @ @ @ @ how humans all have a 	good and bad	 side.	 In this 1968 movie, he takes the @ @ @ @ @ @ @ @ @ @ how humans all have a  good and bad  side.
yes	X and Y	good	bad	bad - good	(good) and (bad)	32300	 So I agree with you that comfortable can have 	good and bad	 connotations.	 So I agree with you that comfortable can have  good and bad  connotations.
yes	X and Y	good	bad	bad - good	(good) and (bad)	12588	 During the romantic stage, children organize knowledge as narratives bound by binary opposites, such as 	good and bad	 or life and death.	 During the romantic stage, children organize knowledge as narratives bound by binary opposites, such as  good and bad  or life and death.
yes	X and Y	good	bad	bad - good	(good) and (bad)	1517	" "" I like the interaction of the customers -- "	good and bad	.	" "" I like the interaction of the customers --  good and bad ."
yes	X and Y	good	bad	bad - good	(good) and (bad)	5992	 Again this is not really correlated with how good your team is, with 	good and bad	 teams at both ends.	 Again this is not really correlated with how good your team is, with  good and bad  teams at both ends.
yes	X and Y	good	bad	bad - good	(good) and (bad)	39602	 There is plenty of 	good and bad	 pizza all over the country.	 There is plenty of  good and bad  pizza all over the country.
