sent_id;class;pattern;X_found;Y_found;pair;context_pre;costr;context_post;antonymous_value
49787;yes;X and Y;true;false;false - true; Whereas others see ideas divided into ;true and false;, progressive or reactionary, Levin cultivates an awareness of the middle realm of opinion and of the complexities that may invalidate the most self-evident of social tenets.;
5618;yes;X and Y;true;false;false - true; A @ @ @ @ @ @ @ @ @ @ laws of noncontradiction: a proposition can not be simultaneously ;true and false; in a possible word.;
49506;yes;X and Y;true;false;false - true; When it comes to family lore, ;true and false; are often beside the point.;
50878;yes;X and Y;false;true;false - true; Yet some would say relax and learn about all ;false and true; doctrine a like and accept false doctrine as well as truth.;
40411;yes;X and Y;true;false;false - true; The laryngeal ventricle is the space between the ;true and false; vocal folds.;
53833;yes;X and Y;true;false;false - true;5 ml of lidocaine was applied to the base of the tongue, laryngeal surface of the epiglottis, aryepiglottic folds, posterior glottis, and the ;true and false; vocal folds (figure 2).;
45799;yes;X and Y;true;false;false - true;" This is a setting in the static context of an XPath expression; it has two values, ";true and false;.;
9660;yes;X and Y;true;false;false - true; B: In this abnormal larynx, swelling of the ;true and false; vocal folds obliterates the ventricles.;
15150;yes;X and Y;true;false;false - true; For ;true and false; are attributes of speech, not of @ @ @ @ @ @ @ @ @ @ neither truth nor falsehood.;
23928;yes;X and Y;true;false;false - true; In the actual world, true paradoxes -- events requiring decidable propositions to be simultaneously ;true and false; -- do not occur.;
45025;yes;X and Y;true;false;false - true; They taught that there is no objective standard of the ;true and false;, that that is true which seems to be true, and that that is false which seems to be false.;
9087;yes;X and Y;true;false;false - true; As is notable of Mailer's other novels, and also of Vidal's, Harlot's Ghost is a narrative replete with ;true and false; figurative fathers and sons, and their problematic relationships.;
31127;yes;X or Y;true;false;false - true;" Now he exacted revenge, telling a "" secret "" that Joe would never know was ";true or false;.;
7698;yes;X or Y;true;false;false - true;" And as the whole chain of appetites alternate in the question of good or bad is called deliberation; so the whole chain of opinions alternate in the question of ";true or false; is called doubt.;
46127;yes;X or Y;true;false;false - true; This model starts with an array of magnetic particles, each one oriented either up or down (equivalent to variables that are ;true or false;).;
32632;yes;X or Y;true;false;false - true; Part 1: Your medication MO Mark each of the following statements as ;true or false;.;
32153;yes;X or Y;true;false;false - true;" Or, of saying "" whether that proposition is ";true or false; is neither here nor there to the question I was speaking to, namely: is X is the main character of the story.;
12561;yes;X or Y;true;false;false - true; Clearly, myths are not ;true or false; as they stand.;
25908;yes;X or Y;true;false;false - true; It might be ;true or false;, but it is not inherent in the two assertions I made above.;
51509;yes;X or Y;true;false;false - true; Your parents have you totally covered for college: ;true or false;?;
29268;yes;X or Y;true;false;false - true; Matt 7:1-5), or their personalities, but we are to test all teachings prophesies and practices against Scripture and judge whether they are ;true or false;" (1 Cor 2:15; 16; 1 John 4:1).";
32674;yes;X or Y;true;false;false - true; Participatory politics require citizens to make choices based on information which can be held up to some kind of standard, and found to be ;true or false;.;
43471;yes;X or Y;true;false;false - true; There is @ @ @ @ @ @ @ @ @ @ truth value of X (whether X is ;true or false;).;
5762;yes;X or Y;true;false;false - true; A five year old, more likely than not, can not understand how Republicans or Democrats are different, or why climate change is ;true or false;.;
16198;yes;X or Y;true;false;false - true; Good stories -- ;true or false; or somewhere in between -- seemed to thrive among the people contributing to a working farm.;
4266;yes;X or Y;true;false;false - true;" (c) In the Baddeley Reasoning Task they had to write "" T "" or "" F "" to indicate ";true or false;.;
8141;yes;X or Y;true;false;false - true; And the fact that we are all alike in our infinite ignorance does n't say anything specific about any particular theory being ;true or false;.;
24730;yes;X or Y;true;false;false - true; Is this story ;true or false;?;
50894;yes;X or Y;true;false;false - true; Yet they do seem to make claims about some subject matter, claims which are capable of being ;true or false;.;
30088;yes;X or Y;true;false;false - true; My best friend can indeed persuade me that I never was in love with that woman, and this belief can be ;true or false;.;
24728;yes;X or Y;true;false;false - true; Is this assertion ;true or false;?;
49705;yes;X or Y;true;false;false - true;" When you say "" so and so was immoral "", you are not saying anything ";true or false;.;
12122;yes;X or Y;true;false;false - true; By this mark we may always know who are, so far, the ;true or false; prophets.;
48319;yes;X or Y;true;false;false - true; We decide if ;true or false;.;
10302;yes;X or Y;true;false;false - true; Billions of people hold these kinds of beliefs as infallible truths -- few even understand how to determine if something is ;true or false;.;
48504;yes;X or Y;true;false;false - true; We just do n't know if that particular belief is ;true or false; because we have no way of testing it.;
48543;yes;X or Y;true;false;false - true; We may be ;true or false;, the choice is ours.;
52949;yes;X or Y;true;false;false - true; where nothing any longer seems either forbidden or permitted, honest or dishonorable, ;true or false;" "" (18).";
44263;yes;X or Y;true;false;false - true; These theories render specific predictions, so you can go out in the world and see whether those predictions are ;true or false;.;
37972;yes;X or Y;true;false;false - true; The Carnapian test of incompleteness is simple: only some conceivable statements can be said to be ;true or false; with respect to a given fictional world while others are undecidable.;
19826;yes;X or Y;true;false;false - true; I ca n't say it's ;true or false;, but it seems like a pretty sensational story to have never heard of when you live in Sanger.;
12333;yes;X or Y;true;false;false - true; Certain qualities in the stories themselves make them ;true or false;.;
8722;yes;X or Y;true;false;false - true; Are our moral preferences ;true or false;, or are they only odd biological phenomena, making things good or bad for us, but in themselves indifferent?;
6317;yes;X or Y;true;false;false - true;" According to the positivists'"" verifiability principle, "" a statement is meaningful if and only if it can be proved ";true or false;, at least in principle, by means of experience.;
25930;yes;X or Y;true;false;false - true; It must be understood that press releases from the Office of National Drug Control Policy are a ;true or false;" quiz and the correct answer is always "" F.";
5389;yes;X or Y;true;false;false - true; @ @ @ @ @ @ @ @ @ @ not susceptible to being ;true or false; and, thus, can not be the subject of reason.;
19168;yes;X or Y;true;false;false - true; How those issues are handled in the group in a @ @ @ @ @ @ @ @ @ @ and what is absolutely ;true or false;.;
42323;yes;X or Y;true;false;false - true; The survey consisted of multiple-choice and ;true or false; items designed to assess knowledge of dietary calcium sources @ @ @ @ @ @ @ @ @ @ the body.;
22395;yes;X or Y;true;false;false - true; If so, they do not require empirical exploration to be determined ;true or false;.;
10763;yes;X or Y;true;false;false - true; But I have no idea how one might go about investigating whether it is ;true or false;.;
3166;yes;X or Y;true;false;false - true;" "" The liberal use of Texas place-names on product labels, whether they be ";true or false; associations, put Texas far in the lead for both double names and false associations.;
13062;yes;X or Y;true;false;false - true; Currently, there is no way to prove this information ;true or false;, and though much of it seems like it will be true, do not accept it as true information.;
46678;yes;X or Y;true;false;false - true; Though not commonly viewed as such, metaphors are an indispensable component of science, and should not be appraised as ;true or false;, but rather in terms of how they help or hinder knowledge.;
33236;yes;X or Y;true;false;false - true; Presentation: Introduce @ @ @ @ @ @ @ @ @ @ on the chalk board: Note making is a dull and difficult experience: ;true or false;?;
33378;yes;X or Y;true;false;false - true; Public deliberation will then focus less on debating what is ;true or false; and more on what we should make of inconvenient truths, and will be much the better.;
6319;yes;X or Y;false;true;false - true; According to the rules laid down by critics to appreciate a ;false or true; reading, this clause can not be considered as forming a part of the sacred text.;
5008;yes;X or Y;true;false;false - true; 7 @ @ @ @ @ @ @ @ @ @ ;true or false;.;
32668;yes;X or Y;true;false;false - true; Participants were asked whether each item applied to them by rating them ;true or false;.;
49822;yes;X or Y;true;false;false - true; Whether it is ;true or false;, we have here a teleological situation which brings the thought of the moment into contact with a type of consciousness which is not the merely human type.;
52852;yes;X or Y;true;false;false - true; try it, and see if the labor theory of value is proven ;true or false; in a real market situation.;
32098;yes;X or Y;true;false;false - true; Or it could be because it's clearer in the sciences whether theories are ;true or false;, and this makes scientists bolder.;
43077;yes;X or Y;true;false;false - true; Theists let their personal desires get in the way of what they will believe ;true or false;.;
37351;yes;X or Y;true;false;false - true; That is, mathematicians rarely take a position on this question in their work, because they do n't need to, and their proofs work whether CH is ;true or false;.;
40381;yes;X or Y;true;false;false - true; The knowledge subscale has a ;true or false; format.;
26786;yes;X or Y;true;false;false - true; It will be shown to be ;true or false; as soon as we have ubiquitous cheap full-genome sequences at discount mall prices.;
1871;yes;X or Y;true;false;false - true;" "" I have no objection here to this argument, which may be ";true or false; as the case may be, but which theoretically does not constitute any economic heresy.;
52484;yes;X or Y;true;false;false - true; religion (never mind good or bad, ;true or false;) is!;
27473;yes;X or Y;true;false;false - true; It's not because some particular scientific theory is ;true or false;, but because truth and falseness themselves are important.;
11146;yes;X or Y;true;false;false - true; But in the policy arena data are judged less by whether they are ;true or false; than by whether they are useful or not.;
19071;yes;X or Y;true;false;false - true; How can if the HPTs are ;true or false;?;
19675;yes;X or Y;false;true;false - true; I am not interested in determining whether feminist theories are ;false or true;"; I am interested in feminist interpretations of things.";
25150;yes;X or Y;true;false;false - true; It has nothing to do with whether they're ;true or false;.;
47819;yes;X or Y;true;false;false - true; Using ;true or false;, students indicate if each of 62 statements represents the way they generally study and learn.;
9875;yes;X or Y;true;false;false - true; Because I know you, I will tell, but I ca n't say whether they are ;true or false;" "" (M-pa ka di ou se vre osno se pa vre).";
10058;yes;X or Y;true;false;false - true; Before I was n't sure if it was ;true or false;, but after I went to school and learned, I could read and saw that it's a fact.;
9552;yes;X or Y;true;false;false - true; At the very least, it is relatively easy for even the interested but relatively inexperienced observer to discover whether they are materially ;true or false;.;
36993;yes;X or Y;true;false;false - true; Take also a hundred of the palace guard to protect the women until we see if Alexander be ;true or false;.;
18949;yes;X or Y;true;false;false - true; Historical stories, ;true or false;, continue on their own because they serve a purpose today and into the future.;
37106;yes;X or Y;true;false;false - true; Tell whether each statement is ;true or false;.;
51268;yes;X or Y;true;false;false - true; You need to support each part of the argument that can be ;true or false; and you can therefore fail to support one or more of its parts, which in turn will render the overall conclusion false.;
19964;yes;X or Y;true;false;false - true; I did not approach things from the point of view of ;true or false;.;
37362;yes;X or Y;true;false;false - true; That it is not a concept that is ;true or false;", but only a tool @ @ @ @ @ @ @ @ @ @ should not be dismissed as "" worthless "".";
45428;yes;X or Y;true;false;false - true; This 24-item questionnaire consisted of ;true or false; questions that assess the respondents'knowledge of genital herpes (Jadack et al.;
14100;yes;X or Y;true;false;false - true; Ethnography-and the translation of oral literature into written stories-is not merely (or clearly) ;true or false;"; it is a method of interpretation, and so issues of competing interest inevitably arise.";
37399;yes;X or Y;true;false;false - true; That method of weaving reveals to the casual observer whether the original subjective reason was ;true or false;.;
53024;yes;X or Y;true;false;false - true;"'"" * * * "" Men are more rational than women - ";true or false;?;
25821;yes;X or Y;true;false;false - true; It looks as if you have n't finished your assignment - it could be ;true or false; that you have n't finished your assignment.;
32894;yes;X or Y;true;false;false - true; Perhaps it is therefore in their interest to say so -- again, whether the claim itself is actually ;true or false;.;
46581;yes;X or Y;true;false;false - true; Those of the first sort, -- namely, such as are suited unto natural light, -- are common, in some degree or measure, unto all religion whatever, be it on other accounts ;true or false;.;
24595;yes;X or Y;true;false;false - true;" Inventio, as defined by Cicero, makes a case appear convincing by not straining credibility, "" whether it be ";true or false;.;
3352;yes;X or Y;true;false;false - true;" "" These claims are n't necessarily meaningless, but they're a lot @ @ @ @ @ @ @ @ @ @ makes them ";true or false;.;
53478;yes;X or Y;true;false;false - true;, are used to represent an independently existing reality, and to the extent that we succeed or fail in doing that, what we believe, state, or judge is ;true or false;, respectively.;
51115;yes;X or Y;true;false;false - true; You do not know which data are ;true or false;.;
21697;yes;X or Y;true;false;false - true; I would do it the other way and set your permissions as keys and the value will be ;true or false;.;
15571;yes;X or Y;true;false;false - true; For this ability to be tested means only that fully empirical statements must be deducible from the theoretical ones and that they must turn out to be ;true or false; on the basis of the empirical evidence.;
32667;yes;X or Y;true;false;false - true; Participants were asked to indicate whether the statements were historically ;true or false;.;
32183;yes;X or Y;true;false;false - true; Orrin Hatch continued dreaming of being Ted Kennedy, while Lindsey Graham set aside what is ;true or false;" about "" global warming "" for the sake of getting on the right side of history.";
14486;yes;X or Y;true;false;false - true; Everything for them is on or off, ;true or false;.;
45628;yes;X or Y;true;false;false - true; This fact becomes obvious when one learns that in the limit when propositions are definitely ;true or false;, probability theory reduces to ordinary logic, as a consequence of a theorem due to Cox (1946).;
4263;yes;X or Y;true;false;false - true; (b) as ;true or false; depending on one's @ @ @ @ @ @ @ @ @ @) as inaccessible to the human mind, ultimately unknowable and practically meaningless.;
19182;yes;X or Y;true;false;false - true; How will the scientific climate change models impact life on earth if they prove to be ;true or false;: Argument for climate change will affect earth in the next 200 -500 years.;
30572;yes;X or Y;true;false;false - true;" Nilson (2003) describes a "" Common Sense Inventory "" where students need to determine whether 15 statements related to the course content are ";true or false; (e.;
37383;yes;X or Y;true;false;false - true; That may be ;true or false;, but it does n't beg the question.;
32801;yes;X or Y;true;false;false - true; People love not knowing whether their news is ;true or false;.;
49833;yes;X or Y;true;false;false - true; Whether it's ;true or false;, I wo n't say anything.;
49857;yes;X or Y;true;false;false - true; Whether that was ;true or false;, worrying @ @ @ @ @ @ @ @ @ @ in academic life.;
35342;yes;X or Y;true;false;false - true;" Since BEST finds that a third of the stations have COOLED, it's clear there's much more to be resolved than "" global warming "" -- ";true or false;.;
4264;yes;X or Y;true;false;false - true; (b) not as questions with ;true or false; answers, but as conflicts that need to be resolved in order to maintain stable interpersonal relationships.;
6040;yes;X or Y;true;false;false - true; A series of statements were flashed up on the computer screen, and the participants had to say if the statements were ;true or false;.;
46316;yes;X or Y;true;false;false - true; This speaks nothing to whether the theory is ;true or false;, but it is clearly outside the realm of science.;
48500;yes;X or Y;true;false;false - true; We introduce several predicates, (statements which can have values ;true or false;).;
2879;yes;X or Y;true;false;false - true;" "" So to ask me if the postcards are ";true or false; is like asking if a painting or a sculpture in a museum is like fiction or non-fiction.;
29077;yes;X rather than Y;false;true;false - true; Many desires are only for a seeming good and some goods of order, when looked at from a larger purview are a source of disorder, and some values are ;false rather than true;.;
4721;yes;between X and Y;true;false;false - true; 108, we have a contrast between Heraclitus himself who can distinguish ;between true and false; logoi and the stupid person who enthusiastically accepts them all without discrimination.;
26027;yes;between X and Y;true;false;false - true; It seeks to maintain an ongoing practice of discerning ;between true and false;, good and bad, the godly and the worldly.;
47625;yes;between X and Y;true;false;false - true; Unfortunately I do n't believe that Mr Messham can distinguish ;between true and false; memories any more.;
30765;yes;between X and Y;true;false;false - true; No: it is the inherited background against which I distinguish ;between true and false;.;
39372;yes;between X and Y;true;false;false - true; The defining criteria to distinguish ;between true and false; is absence of malice in case of the former.;
37140;yes;between X and Y;true;false;false - true; Testing forces the subject to choose ;between true and false; or among multiple choices.;
848;yes;both X and Y;true;false;false - true;" "" <p> "" I do n't know, "" I said, which was ";both true and false;.;
15896;yes;both X and Y;true;false;false - true; Furthermore, he sees ;both true and false; dignitaries all around him, and he becomes @ @ @ @ @ @ @ @ @ @ him carry.;
484;yes;both X and Y;true;false;false - true; ;both true and false;?;
51468;yes;both X and Y;true;false;false - true; Your brain is responsible for most of your feelings, ;both true and false;.;
3459;yes;both X and Y;true;false;false - true;" "" This is ";both true and false;.;
11753;yes;both X and Y;true;false;false - true; But to most Iraqis, it does n't really matter: the real photos of abuse at Abu Ghraib gave all rumors, ;both true and false;, instant credibility.;
5715;yes;both X and Y;true;false;false - true; A curious image, ;both true and false;.;
37283;yes;both X and Y;true;false;false - true; That is ;both true and false;.;
837;yes;either X or Y;true;false;false - true;" "" 89 For Lindbeck doctrines need @ @ @ @ @ @ @ @ @ @ affirm nothing ";either true or false; regarding the world in which language is used.;
938;yes;either X or Y;true;false;false - true;" "" According to philosophers, a PW is a complete state of affairs in which every conceivable proposition is ";either true or false;.;
16919;yes;either X or Y;true;false;false - true; He insisted that future contingents are ;either true or false; now, and that God knows the truth-values of all future contingents.;
7946;yes;either X or Y;true;false;false - true; And literature may be ;either true or false;?;
2611;yes;either X or Y;true;false;false - true;" "" One could take this sentence at face value as a philosophically normal, "" constative "" sentence, in the sense that is ";either true or false;.;
35301;yes;either X or Y;false;true;false - true; Similarly, an appealing rationale may be ;either false or true;.;
42281;yes;either X or Y;true;false;false - true; The success criteria are written as statements that will be ;either true or false; when specific Web content is tested against the success criteria.;
36201;yes;either X or Y;true;false;false - true; Something is ;either true or false; regardless of who believes it.;
32661;yes;either X or Y;true;false;false - true; Participants respond ;either true or false; to statements to indicate whether the individual action or thought described is self-descriptive.;
1415;yes;either X or Y;true;false;false - true;" "" Every possible statement is ";either true or false;"; there's no state between quantum levels of truth.";
22429;yes;either X or Y;true;false;false - true; If the allegations are proved to be ;either true or false;, hopefully the punishment will fit the crime guilty.;
53437;yes;either X or Y;true;false;false - true;", 24 = 13 + 11; try it), is ";either true or false; (or, to introduce a third possibility admitted since the 1930s, undecidable).;
7883;yes;either X or Y;true;false;false - true; And it has to be ;either true or false;.;
33444;yes;either X or Y;true;false;false - true; Question one, which was answered ;either true or false;, asked simply if participants had goals or objectives for their exercise program.;
12868;yes;either X or Y;true;false;false - true; Conventional computers followed the rules of binary logic, governed by an ironclad either-or distinction: Each bit of information is ;either true or false;, on or off, one or zero.;
25904;yes;either X or Y;true;false;false - true; It means that what I have written is ;either true or false;.;
35592;yes;either X or Y;true;false;false - true; So a precisification can make each of these ;either true or false;.;
12715;yes;either X or Y;true;false;false - true; Comparison operators are used inside conditional statements and evaluate to ;either true or false;.;
53413;yes;from X to Y;false;true;false - true;", "" Compared to others my age I am good at @ @ @ @ @ @ @ @ @ @ on a six-point scale ranging ";from false to true;.;
51739;yes;from X to Y;true;false;false - true; asp file ;from true to false; and vice versa.;
29786;yes;more X than Y;true;false;false - true; Morgan calls him weird, which may be ;more true than false;, and Rumsfeld informed him that Jefferson used the same type of desk.;
25372;yes;more X than Y;false;true;false - true; It is a myth, ;more false than true;.;
4752;yes;neither X nor Y;true;false;false - true; 1287 -- 1347), took Aristotle to hold that propositions about the contingent future are ;neither true nor false;.;
6293;yes;neither X nor Y;true;false;false - true;" According to emotivism (or "" positivism "") value judgments are simply expressions of positive or negative feelings about something and thus are ";neither true nor false;.;
52146;yes;neither X nor Y;true;false;false - true; is ;neither true nor false;.;
16276;yes;neither X nor Y;true;false;false - true; Graphs are ;neither true nor false;.;
38608;yes;neither X nor Y;true;false;false - true; The arbitrary is ;neither true nor false;.;
23737;yes;neither X nor Y;true;false;false - true;" In part it will be true, in part false; as a whole perhaps ";neither true nor false;, but only the most convenient form of error.;
52265;yes;neither X nor Y;true;false;false - true; like what Aristotle says so profoundly of prayer: it is ;neither true nor false;.;
50600;yes;whether X or Y;true;false;false - true; Without any criteria for accepting a statement as true, every random idea, ;whether true or false;, would be just as likely to be accepted.;
7243;yes;whether X or Y;true;false;false - true; Although it may be good cautionary advice ;whether true or false;, reasoning alone can not confirm the premise.;
13007;yes;X and Y;fast;slow;fast - slow; Critics fear this could lead to ;fast and slow; lanes on the Internet.;
22595;yes;X and Y;fast;slow;fast - slow; If we had built the Superconducting Supercollider, we would have discovered that the Higgs Particle in fact does not exist and that would have led to correct theories about ;fast and slow; inflation and gamma ray bursts.;
17180;yes;X and Y;fast;slow;fast - slow; He often does interval workouts (mixing ;fast and slow; speeds) on days he does n't lift.;
40050;yes;X and Y;fast;slow;fast - slow; The half-times for the ;fast and slow; steps in the cells lacking lysophosphatidylserine were estimated to be 2.;
1704;yes;X and Y;fast;slow;fast - slow;" "" Here's where we're seeing a piling up of ";fast and slow; particles.;
19245;yes;X and Y;fast;slow;fast - slow; However, Street and Brady (1982) and Street, Brady, and Putman (1983) suggested that the preceding results may, in part, have been a function of the fact that the ;fast and slow; speech samples were synthesized.;
25567;yes;X and Y;fast;slow;fast - slow; It is loud and soft and ;fast and slow;.;
30480;yes;X and Y;fast;slow;fast - slow; Nevertheless, it was easy to correct this error by guiding with the drive's ;fast and slow; buttons while viewing with a Celestron C90 at 80x.;
19923;yes;X and Y;fast;slow;fast - slow; I could still feel in my fingertips the ;fast and slow; buttons that controlled that ball.;
46031;yes;X and Y;fast;slow;fast - slow; This kind of motivation will definitely make students- both the ;fast and slow; learners- identify themselves with learning, putting their all effort with an aim of succeeding academically.;
5240;yes;X and Y;fast;slow;fast - slow; @ @ @ @ @ @ @ @ @ @ ;fast and slow;.;
9176;yes;X and Y;fast;slow;fast - slow; As solar activity increases to solar maximum, this orderly configuration breaks down into a complex mixture of ;fast and slow; winds from all areas of the corona.;
9485;yes;X and Y;fast;slow;fast - slow; At that point, you may want to divide-the group into ;fast and slow; learners, which would maximize learning efficiency -- but this would also involve more time on your part.;
6646;yes;X and Y;fast;slow;fast - slow; After the ;fast and slow; reps, hold in up position for 8 counts.;
25155;yes;X and Y;slow;fast;fast - slow; It has served me on ;slow and fast; greens.;
40430;yes;X and Y;fast;slow;fast - slow; The latter fit suggests that 21% of the cholesterol was intracellular and that the values for the half-times of the ;fast and slow; processes were 5 min and 44 min.;
6710;yes;X and Y;slow;fast;fast - slow; Again, the ;slow and fast; rates are very @ @ @ @ @ @ @ @ @ @ by Apple and his colleagues (1979) were, respectively, 143% and 77% of their unmanipulated rates.;
46866;yes;X and Y;fast;slow;fast - slow; Thus, a moderate rate of 150 wpm would yield ;fast and slow; rates of about 215 wpm and 116 wpm, respectively.;
44109;yes;X and Y;fast;slow;fast - slow; These include ;fast and slow; comets and carbonaceous (fragile), stony, and iron asteroids.;
36103;yes;X and Y;slow;fast;fast - slow; Some sites are indicated as fast, but comparing what Webmaster tools says are ;slow and fast; sites does n't show any differences between them in load times.;
53360;yes;X and Y;fast;slow;fast - slow;), Unfixed cells: 76% of the cholesterol was intracellular and the t 1/2 values were 6 and 186 min for the ;fast and slow; compartments.;
39518;yes;X and Y;fast;slow;fast - slow; The driver board contains a fixed frequency PWM current control with automatic selection of ;fast and slow; decay mode as well as a built-in ramp generator for autonomous positioning and speed control.;
12979;yes;X and Y;fast;slow;fast - slow; Create a tape of ;fast and slow; songs.;
18408;yes;X and Y;fast;slow;fast - slow; High magnetic fields appear at the boundaries between some of the ;fast and slow; bands, and spots begin to appear when these boundaries reach a region about halfway between the pole and the equator.;
22709;yes;X and Y;slow;fast;fast - slow; If you have sick sinus syndrome, your heartbeat can switch between a very ;slow and fast; rate, resulting in an insufficient amount of blood to meet your body's need.;
38598;yes;X and Y;fast;slow;fast - slow; The apparent first order rate constants, b and d, yielded values for the half-times of the ;fast and slow;" processes respectively; that is, t = ln 2/b and t = ln 2/d.";
12638;yes;X and Y;fast;slow;fast - slow; Collimation optics and internal lensing can reduce divergence in the ;fast and slow; axes to less than 0.;
22198;yes;X or Y;fast;slow;fast - slow; If a gobbler pitches straight down or slightly toward you, he may come ;fast or slow; to check you out.;
40054;yes;X or Y;fast;slow;fast - slow; The handful of clocks in that exclusive club, @ @ @ @ @ @ @ @ @ @ determine whether the world's official clock is running ;fast or slow;.;
3587;yes;X or Y;slow;fast;fast - slow;" "" Very ";slow or fast; growth is occasionally caused by medical problems that need to be diagnosed and treated.;
51022;yes;X or Y;fast;slow;fast - slow; You can be sure they have a plan, several of them, for how to get out as ;fast or slow; as is needed.;
25826;yes;X or Y;fast;slow;fast - slow; It loves to hunker down and rail a turn-;fast or slow;, smooth or rough, it does n't matter-yet high-speed stability was never an issue.;
24858;yes;X or Y;fast;slow;fast - slow; It can be casual or sophisticated according to your mood, as ;fast or slow; as time allows.;
30191;yes;X or Y;fast;slow;fast - slow; My hands are made to grasp and to caress, my arms to throw and embrace, my heart to beat ;fast or slow; in response to the matrix of sounds, sights, and scents in which I am enveloped.;
5515;yes;X or Y;fast;slow;fast - slow; A ;fast or slow; heartbeat may also influence the perfusion or delivery of blood at these key points.;
50086;yes;X or Y;slow;fast;fast - slow; While that's straightforward enough, every time either the ;slow or fast; slew button is pressed, the drive rate is canceled.;
11368;yes;X or Y;fast;slow;fast - slow; But parents -- especially breastfeeding mothers -- sometimes become unnecessarily anxious about weight gains that seem unusually ;fast or slow;, even when the baby is otherwise healthy.;
6884;yes;X or Y;fast;slow;fast - slow; All of this is absolutely normal -- and a ;fast or slow; start does n't seem to matter in the long run.;
30058;yes;X or Y;fast;slow;fast - slow; Mutual destination means we end up in the same place at night, but you can ride as ;fast or slow; as you please, alone or with other riders.;
35974;yes;X or Y;fast;slow;fast - slow;" Some days we climb more quickly out of the fog than others; today was n't particularly ";fast or slow;, with Kevin's group finishing just a minute ahead of me (27 vs 28 minutes).;
9283;yes;X or Y;fast;slow;fast - slow; As we all know, we are each different in our ability to learn ;fast or slow;.;
10729;yes;X or Y;fast;slow;fast - slow; But Gordon does n't know whether his car will be ;fast or slow; or somewhere in between.;
49757;yes;X or Y;fast;slow;fast - slow; Where blood can flow quick and ;fast or slow; and at a snail's pace.;
47910;yes;X or Y;slow;fast;fast - slow; Variations in the gene that codes for this enzyme determine ;slow or fast; rates of metabolism and therefore, the level of nicotine in the blood that reaches the brain.;
49812;yes;X or Y;fast;slow;fast - slow; Whether change intrudes ;fast or slow;, the past and present point to impending @ @ @ @ @ @ @ @ @ @ the bad.;
48326;yes;X or Y;fast;slow;fast - slow; We did not consider vehicles that were too ;fast or slow;, have long braking distances, or have mediocre emergency handling scores.;
51059;yes;X or Y;fast;slow;fast - slow; You can see if the paint was put on ;fast or slow;.;
15355;yes;X or Y;fast;slow;fast - slow; For example: red or white (color of flower you bring) ;fast or slow; (fast food or sit down restaurant) hot or cold (Ice Cream or hot cocoa) -- Anything will work.;
25112;yes;X or Y;fast;slow;fast - slow; It happens with my clocks, other people's clocks, clocks which I know (or do n't know) to be ;fast or slow;.;
31352;yes;X or Y;fast;slow;fast - slow; Obviously, instruction must be poor if students can not determine whether a piece of music is ;fast or slow;.;
49522;yes;X or Y;slow;fast;fast - slow; When learning a song, you can play along with the sound clip at a ;slow or fast; tempo, depending on your level.;
13924;yes;X or Y;fast;slow;fast - slow; Either ;fast or slow;, a lot of people are going to lose everything and I'm thinking fast might get a turnaround started sooner.;
49696;yes;between X and Y;fast;slow;fast - slow; When you introduce this new movement, it helps him distinguish ;between fast and slow;.;
25886;yes;both X and Y;fast;slow;fast - slow; It may be the combination of ;both fast and slow; protein that makes it so beneficial for post-workouts.;
23834;yes;both X and Y;fast;slow;fast - slow; In some sense these two competitors are ;both fast and slow;, and they just happen to have the biggest performance advantage in the areas where the other is the weakest.;
28372;yes;either X or Y;fast;slow;fast - slow; Leave @ @ @ @ @ @ @ @ @ @ career and you are born ;either fast or slow;.;
38184;yes;either X or Y;slow;fast;fast - slow; The MSR is ideal for the conversion of Th232 into U233 with ;either slow or fast; neutrons.;
44351;yes;either X or Y;fast;slow;fast - slow; They also recommend not driving for long periods of time at any one constant speed, ;either fast or slow;.;
33586;yes;either too X or too Y;fast;slow;fast - slow; Ray strode down the block, being careful to walk n;either too fast or too slow;.;
9568;yes;either too X or too Y;fast;slow;fast - slow; At times the pacing is ;either too fast or too slow;, indicating that management has n't worked out a very good system for serving the food.;
50020;yes;how X or Y;fast;slow;fast - slow; While he's waiting, there's a lot to do: going to the office, paying the bills, fixing up the house: no matter ;how fast or slow; time goes by, it all amounts to the same thing.;
24815;yes;how X or Y;fast;slow;fast - slow; It applies equally no matter ;how fast or slow; artistic behavior might have evolved.;
52358;yes;X and Y;male;female;female - male; note Sometimes ;male and female; units fight together.;
46334;yes;X and Y;male;female;female - male; This study aimed to discover whether ;male and female; perceptions of cancer and of screening differed.;
40152;yes;X and Y;male;female;female - male; The hypotheses were as follows: There is no significant difference in factors that influence ;male and female; students'decisions about attending college.;
34417;yes;X and Y;male;female;female - male; Several of my friends -- gay and straight, ;male and female; -- had sex with adults from the ages @ @ @ @ @ @ @ @ @ @.;
12225;yes;X and Y;male;female;female - male; Can you tell ;male and female; cockroaches apart?;
28333;yes;X and Y;male;female;female - male; Law enforcement agencies organized campaigns involving ;male and female; police officers and investigators to capture healers.;
37045;yes;X and Y;male;female;female - male; Taraak and Mejele were ;male and female; reproductive organs respectively.;
53932;yes;X and Y;male;female;female - male;9-million-member legion, said the considerable pressures of basic training are increased by mixing ;male and female; recruits.;
